"","Inh.L1.PAX6.MIR101.1","Inh.L1.LAMP5.BMP2","Inh.L1.LAMP5.NMBR","Inh.L1.LAMP5.PVRL2","Inh.L1.LAMP5.RAB11FIP1","Inh.L1.6.LAMP5.AARD","Inh.L1.6.LAMP5.NES","Inh.L1.6.LAMP5.CA1","Inh.L5.6.LAMP5.CRABP1","Inh.L3.6.PAX6.LINC01497","Inh.L1.6.VIP.SLC7A6OS","Inh.L2.PAX6.FREM2","Inh.L1.2.VIP.HTR3A","Inh.L1.2.VIP.WNT4","Inh.L1.PAX6.CHRFAM7A","Inh.L1.PVALB.SST.ASIC4","Inh.L1.SST.P4HA3","Inh.L1.SST.DEFB108B","Inh.L1.5.VIP.SMOC1","Inh.L1.VIP.KLHDC8B","Inh.L3.5.VIP.IGDCC3","Inh.L1.3.VIP.CHRNA2","Inh.L1.2.VIP.EXPH5","Inh.L1.3.VIP.CBLN1","Inh.L1.3.VIP.HSPB6","Inh.L1.2.VIP.PTGER3","Inh.L1.2.VIP.SCML4","Inh.L1.3.VIP.FNDC1","Inh.L1.5.VIP.LINC01013","Inh.L2.5.VIP.SOX11","Inh.L3.6.VIP.ZIM2.AS1","Inh.L1.5.VIP.CD27.AS1","Inh.L1.5.VIP.PHLDB3","Inh.L2.VIP.SLC6A16","Inh.L2.5.VIP.BSPRY","Inh.L3.5.VIP.HS3ST3A1","Inh.L3.5.VIP.TAC3","Inh.L3.6.VIP.UG0898H09","Inh.L5.6.VIP.COL4A3","Inh.L1.6.SST.NPY","Inh.L3.5.SST.OR5AH1P","Inh.L5.6.PVALB.SST.CRHR2","Inh.L3.5.SST.CDH3","Inh.L5.SST.RPL35AP11","Inh.L5.6.SST.ISX","Inh.L5.6.SST.PAWR","Inh.L5.6.SST.PIK3CD","Inh.L3.5.SST.GGTLC3","Inh.L1.3.SST.FAM20A","Inh.L1.2.SST.CCNJL","Inh.L5.6.SST.BEAN1","Inh.L5.6.SST.C4orf26","Inh.L5.6.SST.DNAJC14","Inh.L5.6.SST.FBN2","Inh.L5.6.SST.KLHL1","Inh.L6.SST.TH","Inh.L1.2.SST.PRRT4","Inh.L2.3.SST.NMU","Inh.L5.6.PVALB.GAPDHP60","Inh.L5.6.PVALB.KCNIP2","Inh.L5.6.PVALB.ZFPM2.AS1","Inh.L5.PVALB.LRIG3","Inh.L3.5.PVALB.ISG20","Inh.L1.2.PVALB.CDK20","Inh.L2.PVALB.FRZB","Inh.L2.5.PVALB.HHIPL1","Inh.L2.5.PVALB.RPH3AL","Inh.L3.PVALB.SAMD13","Inh.L1.6.PVALB.COL15A1","Inh.L1.2.SST.CLIC6","Inh.L5.6.PVALB.FAM150B","Inh.L5.6.PVALB.MEPE","Inh.L1.LAMP5.PVRL2.Inh.L5.6.PVALB.MEPE.12","Inh.L1.LAMP5.PVRL2.Inh.L5.6.LAMP5.CRABP1.4","Inh.L1.LAMP5.PVRL2.Inh.L1.6.LAMP5.NES.3","Inh.L1.LAMP5.RAB11FIP1.Inh.L1.6.LAMP5.NES.2","Inh.L1.6.LAMP5.AARD.Inh.L1.6.LAMP5.NES.1","Inh.L1.6.LAMP5.CA1.Inh.L5.6.LAMP5.CRABP1.1","Inh.L3.6.PAX6.LINC01497.Inh.L5.6.PVALB.MEPE.11","Inh.L3.6.PAX6.LINC01497.Inh.L3.6.VIP.UG0898H09.7","Inh.L3.6.PAX6.LINC01497.Inh.L1.SST.P4HA3.5","Inh.L3.6.PAX6.LINC01497.Inh.L1.2.VIP.WNT4.4","Inh.L1.PAX6.MIR101.1.Inh.L1.2.VIP.WNT4.3","Inh.L1.PAX6.MIR101.1.Inh.L2.PAX6.FREM2.2","Inh.L1.PAX6.MIR101.1.Inh.L1.PAX6.CHRFAM7A.1","Inh.L1.6.VIP.SLC7A6OS.Inh.L2.PAX6.FREM2.1","Inh.L1.2.VIP.HTR3A.Inh.L1.2.VIP.WNT4.1","Inh.L1.LAMP5.BMP2.Inh.L1.SST.P4HA3.3","Inh.L1.LAMP5.BMP2.Inh.L1.LAMP5.NMBR.1","Inh.L1.SST.DEFB108B.Inh.L1.SST.P4HA3.2","Inh.L1.PVALB.SST.ASIC4.Inh.L1.SST.P4HA3.1","Inh.L1.3.VIP.CBLN1.Inh.L3.6.VIP.UG0898H09.6","Inh.L1.3.VIP.CBLN1.Inh.L2.VIP.SLC6A16.4","Inh.L1.3.VIP.CBLN1.Inh.L1.3.VIP.HSPB6.2","Inh.L1.2.VIP.EXPH5.Inh.L1.3.VIP.HSPB6.1","Inh.L1.2.VIP.PTGER3.Inh.L2.VIP.SLC6A16.3","Inh.L1.2.VIP.PTGER3.Inh.L1.3.VIP.FNDC1.2","Inh.L1.2.VIP.SCML4.Inh.L1.3.VIP.FNDC1.1","Inh.L1.3.VIP.CHRNA2.Inh.L2.VIP.SLC6A16.1","Inh.L1.VIP.KLHDC8B.Inh.L3.6.VIP.UG0898H09.5","Inh.L1.VIP.KLHDC8B.Inh.L2.5.VIP.BSPRY.4","Inh.L1.VIP.KLHDC8B.Inh.L3.5.VIP.IGDCC3.1","Inh.L1.5.VIP.SMOC1.Inh.L2.5.VIP.BSPRY.3","Inh.L1.5.VIP.SMOC1.Inh.L5.6.VIP.COL4A3.2","Inh.L3.5.VIP.HS3ST3A1.Inh.L5.6.VIP.COL4A3.1","Inh.L1.5.VIP.CD27.AS1.Inh.L2.5.VIP.BSPRY.1","Inh.L2.5.VIP.SOX11.Inh.L3.6.VIP.UG0898H09.4","Inh.L2.5.VIP.SOX11.Inh.L3.6.VIP.ZIM2.AS1.1","Inh.L3.5.VIP.TAC3.Inh.L3.6.VIP.UG0898H09.3","Inh.L1.5.VIP.PHLDB3.Inh.L3.6.VIP.UG0898H09.2","Inh.L1.5.VIP.LINC01013.Inh.L3.6.VIP.UG0898H09.1","Inh.L1.6.SST.NPY.Inh.L5.6.PVALB.MEPE.10","Inh.L3.5.SST.CDH3.Inh.L5.6.PVALB.MEPE.9","Inh.L3.5.SST.CDH3.Inh.L5.6.SST.KLHL1.7","Inh.L3.5.SST.CDH3.Inh.L1.2.SST.PRRT4.6","Inh.L3.5.SST.CDH3.Inh.L5.6.SST.PIK3CD.5","Inh.L3.5.SST.CDH3.Inh.L3.5.SST.GGTLC3.4","Inh.L3.5.SST.CDH3.Inh.L5.6.SST.ISX.2","Inh.L5.SST.RPL35AP11.Inh.L5.6.SST.ISX.1","Inh.L5.6.PVALB.SST.CRHR2.Inh.L3.5.SST.GGTLC3.3","Inh.L2.3.SST.NMU.Inh.L3.5.SST.GGTLC3.2","Inh.L3.5.SST.OR5AH1P.Inh.L3.5.SST.GGTLC3.1","Inh.L5.6.SST.PAWR.Inh.L5.6.SST.PIK3CD.1","Inh.L1.2.SST.CCNJL.Inh.L1.2.SST.PRRT4.2","Inh.L1.3.SST.FAM20A.Inh.L1.2.SST.PRRT4.1","Inh.L6.SST.TH.Inh.L5.6.SST.KLHL1.4","Inh.L5.6.SST.BEAN1.Inh.L5.6.SST.KLHL1.3","Inh.L5.6.SST.BEAN1.Inh.L5.6.SST.DNAJC14.1","Inh.L5.6.SST.C4orf26.Inh.L5.6.SST.KLHL1.2","Inh.L5.6.SST.FBN2.Inh.L5.6.SST.KLHL1.1","Inh.L1.6.PVALB.COL15A1.Inh.L5.6.PVALB.MEPE.8","Inh.L5.6.PVALB.KCNIP2.Inh.L5.6.PVALB.MEPE.7","Inh.L5.6.PVALB.KCNIP2.Inh.L2.PVALB.FRZB.6","Inh.L5.6.PVALB.KCNIP2.Inh.L2.5.PVALB.RPH3AL.5","Inh.L5.6.PVALB.KCNIP2.Inh.L5.6.PVALB.ZFPM2.AS1.1","Inh.L3.5.PVALB.ISG20.Inh.L2.5.PVALB.RPH3AL.4","Inh.L5.PVALB.LRIG3.Inh.L2.5.PVALB.RPH3AL.3","Inh.L3.PVALB.SAMD13.Inh.L2.5.PVALB.RPH3AL.2","Inh.L2.5.PVALB.HHIPL1.Inh.L2.5.PVALB.RPH3AL.1","Inh.L1.2.SST.CLIC6.Inh.L2.PVALB.FRZB.2","Inh.L1.2.PVALB.CDK20.Inh.L2.PVALB.FRZB.1","Inh.L5.6.PVALB.GAPDHP60.Inh.L5.6.PVALB.MEPE.2","Inh.L5.6.PVALB.FAM150B.Inh.L5.6.PVALB.MEPE.1"
"Inh LAMP5 COL5A2",145.982224271088,209.54345619595,274.295242931107,211.557924986446,234.051577064818,197.029376381951,214.345171041044,165.449653577055,153.318515134368,123.228008574593,63.7515174079469,88.7183370493148,22.9820038563832,53.1582451320817,145.789027213829,95.3641169255825,135.072682679532,109.408020731516,-22.6217511328804,30.4153424023446,-31.5665783873493,-40.8392270765942,-45.5672304721356,-52.5365027888839,-45.1000654138376,-36.1297770579183,-32.5449584609353,-46.1915615937804,-6.01158204520944,-3.49894934982564,9.87317480701813,-36.0233295821815,-33.5698077794656,-16.4546800896445,-40.6480505521257,-42.6795136918586,-38.0756875690108,-23.4555675336634,-33.293169129728,-34.140547121371,-61.8121103985687,-73.5362550549242,-58.8609394211517,-54.8430768996444,-54.5797465808776,-58.0150550571179,-60.1197198059101,-62.7687926895958,-54.6070745128124,-53.346884934822,-67.0790400267342,-52.0700133500014,-60.446079578966,-53.1465131950489,-54.2113635809885,-53.2341346499801,-55.5548684556938,-70.9435173908604,-60.3614144524601,-54.7633944444132,-60.7310264874774,-55.1778720940326,-55.1511957691295,-68.0323674759004,-64.9763724259948,-62.9981742441897,-60.7918269205801,-56.8741309168628,-35.8115212335548,-67.4181695626008,-54.0392577639405,-56.1090685671058,128.674816491245,170.651785315483,183.013541087611,193.57893993096,170.045756614199,137.120508571815,-11.6105733067142,66.5476974071897,151.287790274081,114.549137450099,93.5608901253782,131.743890849444,147.006650947963,83.4528918674037,42.1912180453895,216.285206471534,237.28637584758,118.147174566667,127.904094511023,-29.0962485688588,-61.2542804720748,-62.032916175212,-58.8361522481253,-48.5223836141876,-45.424169309138,-48.724574772291,-37.8734991544572,-20.440001623952,-17.0717615443014,-6.3423625938964,-46.941832447672,-37.1148761441509,-49.1774587098551,-51.0235284688366,-19.5664371213361,-4.12899836646311,-41.1384286720781,-38.546571510886,-24.5137546108243,-35.5966382331301,-49.9753421736165,-67.1137422265383,-74.5676807525734,-76.8841939527777,-82.7664351715946,-66.5497822374316,-65.7062262158474,-81.692767720589,-80.9860819977647,-74.870957579244,-70.5538829380018,-65.4052461026953,-66.0318891637837,-57.4769027060449,-80.0912085798161,-79.4453568369426,-62.0610949555459,-66.1692606930155,-41.7881092495083,-73.2149397895042,-82.4169025765005,-72.8566362190743,-66.9812454785863,-62.1806490249586,-64.9128811012673,-69.7360686045992,-76.0756845276702,-75.9574575029254,-79.8319241200492,-69.6062200620731,-67.841918973216
"Inh LAMP5 TRPC6",39.0135583154301,146.004990505129,95.9037113645437,194.727194441464,240.149682989141,237.519714640728,275.1698367623,297.781869247811,271.43584229673,50.9315487715405,-7.69889781368421,1.98106646361704,-45.4287163056919,-31.9075363386322,18.2966589262687,-6.82983088266241,26.158436931864,-15.7378644791266,-38.8205707847482,-3.10365073187548,-42.477104708691,-45.3618036346025,-47.7219113018773,-49.414127166619,-53.4067006620113,-46.8348427946437,-47.9854028916716,-48.7868214710142,-45.8147845888534,-48.2388513360068,-38.5684687047071,-46.9790825712389,-58.9206540575047,-54.0368356372347,-51.2436103363266,-42.3513728561012,-49.3044871077013,-46.5572293077647,-44.309594001272,11.7739806989888,-60.267531663184,-58.2053179853988,-55.8782707153641,-54.4984265664114,-49.2475504039089,-49.4836459029736,-52.8598957239585,-49.7209116369527,-36.2841846539852,-25.2709538164716,-50.8114639651486,-42.6848964643048,-53.0506572000402,-48.7281453794604,-47.8996856426841,-44.559616864531,-25.2552566368314,-49.1919531257112,-45.5421275633061,-44.3087262716376,-47.0804453705476,-44.1764850085498,-42.1108631492755,-39.6940324407944,-49.9018674757344,-42.4002850500309,-42.495614422261,-33.5720619065041,19.4724800626812,-44.5280751383085,-42.9064358265844,-44.625379345965,217.177875106278,261.546084070731,185.75184047723,215.499860940758,226.940766849642,262.877650279342,35.071376765369,37.2045933900934,55.043224319672,41.8038296856799,-11.0447915276497,5.08423940215467,23.3104129542069,-7.51430057112502,-42.2850887727028,73.2164191850925,120.574798471283,-8.26809494453397,6.28978458070219,-50.0996470245435,-65.9389339200603,-59.3192699555249,-64.983864535671,-66.6925073233535,-55.5337277366708,-59.0774051282699,-57.7040063573615,-55.6226677103657,-39.7264473015068,-29.8588953241056,-59.680944969464,-48.6615703354549,-56.4638958092102,-60.0155039955408,-62.7017123472306,-55.4694205204473,-56.1383028863533,-67.8591215294771,-56.1055995367137,8.71625429624182,4.15196016340798,-41.1549168026641,-44.2027834231475,-66.6537155074718,-72.3121190247237,-64.1715453074251,-63.3050378504037,-63.7751190889318,-61.1411510791588,-66.0724512362564,-63.9960500567371,-33.8376835467241,-38.7148123751938,-47.7275500571481,-65.3728219222306,-65.160348843619,-52.417141158352,-60.7305837690272,7.83688732947987,-31.2358226505686,-55.175756449393,-59.7719832895885,-55.2258481084986,-48.8077532169692,-50.647800609974,-45.3799353890567,-53.9569052797346,-51.4715372159065,-54.7621644336982,-51.6486457736523,-55.1993941358543
"Inh LAMP5 TOX2",106.97981327072,211.858493753536,184.425253270408,233.264434390593,239.861286417599,237.393917477418,268.37671722162,220.990309091995,205.750153453788,86.829873959375,23.0282003123778,38.2878524960184,-20.3857923346385,-1.31761003977783,81.7746915514476,36.5923653104685,78.8587448843217,50.6477703056524,-31.367373094161,15.3463876160888,-34.3097957659516,-41.2718707452975,-49.6039981393732,-49.6419723527841,-46.4229055491439,-40.361628563436,-44.3209629906264,-44.7784084384827,-30.6344607292529,-34.0208118397094,-15.9187904590674,-39.2775953267401,-44.831359752529,-38.220028573231,-38.9843665838281,-38.2261713272128,-45.344105234161,-36.5121911985269,-40.5049213246258,-33.3675101209866,-51.3182073727181,-60.7924679767231,-64.6141302564502,-47.2414302316401,-56.5500318596936,-50.8717363887529,-56.846275215489,-55.3725589030495,-45.7818534644903,-43.9883925952597,-53.9596604186551,-48.6983542051266,-53.3074659504876,-49.4982236572311,-46.6924693230396,-52.4328597982059,-44.0526811820221,-59.1726165324686,-46.2216980539825,-52.7322078173936,-51.6417306626717,-61.4120382997034,-53.8661854136779,-58.323720020272,-53.1095295989422,-52.4064780425544,-51.290401682444,-45.7043062504415,-21.4799336053315,-57.596289249599,-49.5364827293881,-56.3564013482355,185.383111593675,223.923585968321,212.0357148037,219.49713201816,220.081570600664,193.710019150707,-2.00359479698305,53.6323339465619,107.437587508819,78.2159659428321,35.357813653573,66.8108613673687,94.4990318814723,30.7221650368585,-12.3738741703748,154.471586704528,195.135869504517,56.9601041485619,61.322900786984,-41.3380874785932,-63.0792783145682,-59.2641103553723,-59.4974978225759,-56.8893967126614,-48.4869531568455,-53.7153347752827,-49.2059541265844,-38.9344247119741,-27.4489181497657,-17.6830870940117,-48.8444851979521,-43.2043293652259,-51.2185061090068,-48.681385344022,-44.0436821738674,-33.3342883625169,-50.2267237520496,-51.8799345807635,-42.8317903282984,-35.4222477872383,-41.1010902940806,-64.2112092440131,-63.3036689988428,-70.1869557596151,-79.689990287687,-72.5317023829773,-62.9023204320109,-67.0350670923301,-67.1889181106848,-63.1796051853549,-64.2629521833167,-53.5375258551321,-55.9346599070228,-57.2576088650141,-74.8814923725182,-67.3199602347088,-58.426361754004,-61.5756121064042,-27.6659180595392,-54.191247852473,-69.0105479813119,-70.9311437451442,-63.3869180000939,-61.4930343315065,-69.476717879058,-57.9277105031579,-63.4685395657241,-63.4122178538507,-64.7042850557068,-56.0682532688957,-69.215896951909
"Inh PAX6 HMBOX1",332.351233987935,127.564603449464,154.254298748394,91.4523355856425,87.6809325596964,92.7636805734619,107.698212338954,42.3260585335026,59.9526518471259,285.729789903728,270.060144058178,327.079814651939,93.9322107766355,216.991926458623,268.672601025115,135.366030831652,158.905761940539,119.261147259154,31.9305217692756,98.1167202453087,-1.25417557825556,-4.47452048007948,-35.2225327458527,-35.6640823754548,-29.1865202011943,-15.2324299949915,-15.0067729636833,-38.735906742436,18.8222806183124,34.5304364626272,39.9499426255678,-5.52824006653623,-14.8511161693055,33.1861555591404,-19.915407194728,-19.767574006732,-23.5612458579548,0.862875958158622,4.88024078413461,-40.9029337631688,-63.256546021261,-64.7851587682117,-57.9298631156605,-61.6300887620984,-58.5701991807252,-52.9724414032154,-58.0479132714162,-60.7268321154321,-54.2122780784427,-50.9586640293206,-71.923129807648,-49.9135584675031,-54.7262974287118,-54.3205151425328,-54.2362465341291,-48.4982521589182,-61.9870234835767,-64.8939035984825,-60.166822900146,-65.8996455211062,-64.967003844434,-61.6289129295941,-56.9988060114443,-65.7898442891156,-70.1624130283442,-64.1009449067099,-56.8044729537048,-57.8064105677744,-46.4494017452068,-71.7700533902253,-54.8380762187905,-58.6863843444654,39.1329849166058,58.1176525435548,73.0620518416006,72.09621201784,75.4547327718764,35.2753149249628,-25.4129009472058,139.777240586569,265.006142321546,273.538770212394,305.311448027635,412.912169383355,316.051473622867,370.081196474158,187.760539810155,168.126623221174,141.484232896797,130.268059648455,162.207926683302,7.11921697103626,-33.8874630537944,-43.4543324406642,-42.0281068994905,-9.15254647591257,-24.0495878716596,-35.0377012378681,7.5387020611304,20.6363108057656,32.8205882762586,42.5111360342052,-2.624578325213,10.0247218485461,-13.2153251192274,-17.8348334342016,11.5820903762377,30.1742744920211,-25.0427027033825,-18.2282194985871,0.0821027688449137,-44.2032157672576,-61.4450592676243,-65.6123832214327,-71.1204513033246,-74.5400860263113,-81.9356739963731,-68.130173536784,-73.4870481994433,-72.7298504466198,-76.2095430528612,-76.4602692725229,-67.1941592810517,-62.6972690014813,-71.3734561791114,-53.7720203721925,-77.601118507563,-78.6149742625275,-61.1181928125116,-68.970399849816,-50.5634830110915,-75.6542429528301,-88.3769143034438,-81.782943461526,-77.6994437428283,-64.8924862020284,-70.3681427298969,-68.9215636235006,-71.2764102685219,-80.6714300246542,-79.8948386816151,-69.457870482609,-70.2287432008838
"Inh LAMP5 WWP1",74.5261419532084,160.519267076728,106.75359452781,197.849732691068,233.2643001019,227.546843503447,261.561307823778,242.139847078178,223.06043217067,67.5030769616029,24.9635801672791,28.1450119682496,-35.3022793592974,-16.7153704657797,51.7523757693546,11.6843614986213,50.8808970520295,6.3836411844378,-24.287939641638,24.5176621325678,-23.7240465098988,-37.9665768034552,-48.0349968046683,-47.9767844949609,-43.9580467085735,-47.2635029970108,-45.8030590364288,-44.5355244797507,-41.0929432752914,-45.4340561885843,-30.6273146321406,-35.2635902851283,-45.7338127974664,-38.3731873238742,-39.359863513248,-35.4393241103278,-45.7567446328122,-33.5921864836987,-36.8506667614045,-30.0215498603627,-55.3505052756982,-64.5598287250575,-53.2419151023444,-50.1111103180805,-54.741751836658,-53.0284516378837,-56.6324221650534,-66.2655293762546,-52.9594805966146,-39.585343603597,-55.2669574852425,-48.8676620668748,-52.9304029814252,-48.6487738942427,-52.5745715221516,-45.6130253691621,-39.373755306307,-55.7660970200504,-56.2798165321703,-54.5467892122281,-52.9075335059375,-52.504675625368,-50.0044304952463,-50.4517065634607,-58.2766764179394,-51.9702151534501,-51.2981496659562,-45.9473754154362,-12.4734613734411,-56.2168598423107,-52.8741765639864,-53.2918233018187,189.251396249138,229.810826230989,184.220946427514,207.923159406409,206.918736979218,212.726643828627,-0.127014076563953,35.9950858964973,76.3348382099419,60.1135215179851,15.7675893772864,45.239090998133,60.2861280530401,25.6050113868888,-31.1081537600343,98.8348761988351,129.360345580852,15.6782648185401,30.8135843578619,-43.6142511621915,-59.5913230316593,-56.0986107332035,-58.618181933373,-56.6463807083576,-54.92002649081,-55.113996603679,-45.750256028078,-40.9817976262989,-17.525137345856,-5.75995739725385,-46.2564917554785,-39.24276900048,-51.4743365541216,-47.8156202459192,-54.2960889791476,-47.7653596959596,-51.885513874134,-54.3494075990173,-47.2177717123892,-32.7986741594261,-34.2005689345618,-54.0536421383502,-60.539232391587,-73.5915297907194,-76.1542139141948,-61.2647063485495,-63.3787854536758,-71.1018520358535,-66.821345611745,-72.0728236769829,-68.6151079489174,-50.31253017864,-56.9286580793452,-48.9675029900721,-71.127621489154,-68.982320712344,-59.0175857368929,-64.5712181523536,-19.6188232639178,-51.8276906914001,-69.5156540426607,-70.8657337774277,-65.6326745897335,-56.7077187934067,-60.336700536203,-57.9905576301152,-62.7010561574433,-62.5535736527177,-63.7860010566353,-64.1966018396958,-68.7193740525498
"Inh LAMP5 LOC108591196",59.1320964598851,162.859727068477,117.312434396152,201.552642107879,257.942755419641,251.341908179017,252.539737034685,218.804184461244,233.946302316508,58.8834428416391,8.84965485261201,16.0278954720035,-32.0718522109461,-20.167462349027,46.9382782508638,7.79537605529625,44.9427532072426,9.1205499405067,-36.5261567085223,5.55474216723279,-33.7227910400781,-38.7526382295361,-47.6262052252646,-47.1767273015645,-41.7878737834136,-43.608553754472,-42.5530992022552,-44.3723575143156,-38.5584680524474,-42.2756802171862,-25.7931195564637,-40.2091234184425,-48.0910147812563,-40.1935617378997,-45.3272317576218,-39.747838961808,-50.3318148724115,-37.0780450759396,-40.7253762811944,-23.1868154141053,-51.1568861140481,-56.0182490655756,-48.8938292936731,-46.5413076317326,-48.2263361030086,-44.8764248692697,-48.4135907970316,-47.2126725058173,-46.0100394106992,-36.7630615736141,-53.0573038509226,-46.9211560677846,-47.0913952013213,-51.1076969603083,-44.9966683059331,-42.4980371255376,-37.2830836095542,-54.3728430287457,-49.1095332196987,-49.3845412305255,-51.3905274951076,-46.6707301271943,-46.1706234843045,-51.6688867643157,-52.6059193447934,-51.687810426056,-50.3325877246017,-42.264204195023,-11.2697103294912,-51.872430989321,-48.7691975665135,-49.9236092816108,174.598132936521,222.80030302377,187.981673183408,231.159429873677,222.241268081389,204.16617999243,2.7055130820476,30.4668191743522,68.0175182824978,50.3383164139644,5.68474869812641,29.1071864181406,49.4097571069329,10.1191468185349,-29.5848271546982,100.404498165859,132.585450263761,16.951168733189,26.2038480655138,-40.9844488861118,-56.0355980017651,-53.9025200687789,-56.0434282466902,-53.3984644175316,-51.0999022161329,-51.575029459943,-45.5088307304624,-41.7176901753513,-29.2694301608194,-20.1027996928657,-52.9687387145248,-46.4138869795117,-50.1108442419375,-53.0310711753829,-48.2722549080409,-39.3399808912121,-54.4664017520964,-54.2776903188149,-44.3912628482902,-25.0130995985673,-29.9916327099242,-48.6195121129621,-54.0962916713842,-60.7119498609896,-65.036617072412,-55.4050133614087,-56.6208361823516,-60.9684544933914,-61.3562868367635,-58.8457680365938,-56.5341136947845,-45.9632199667085,-51.8736116407967,-45.5311329882835,-61.9178755333151,-59.108364250022,-56.4545084355237,-61.6708754987957,-18.8458034801068,-49.0167964614624,-62.4986944136221,-62.2124824018755,-59.5485115098376,-50.9823284388039,-52.3097425052394,-52.3892370001885,-62.5411056639832,-57.7691732025824,-61.339302438421,-55.7592312404571,-58.7969570372156
"Inh GAD1 PCP4",129.315374878706,73.3248579352677,154.111648525914,25.0571105604517,4.6198293517153,-1.21491153397713,3.29610120410926,-25.2095424230016,-17.7991944138448,81.6565667939553,135.495694568073,158.778558507219,224.33589044757,241.629597110073,232.035083453524,276.078043947743,196.049108766731,192.78659316809,50.8060581396708,79.570460042768,24.714383928814,55.8170350223954,26.984239184221,30.3288858089168,45.7468579524423,83.1130747740363,84.7477407915842,43.411379126508,131.490205323273,123.535660720254,79.6039825652516,25.8390045142011,53.4552694882879,134.696277512585,31.5032886802062,19.7838610675597,54.6291773981062,51.461342604689,28.6363154697926,-46.9286813344313,-70.560159227663,-80.2400021210104,-64.4152110121935,-63.6967554443529,-66.5737869870463,-63.8858399679566,-74.1027358881355,-71.5136777979003,-67.5670171009949,-68.33396863939,-75.5509226301798,-55.2446748561132,-57.9589584389775,-68.6412982923297,-58.9113203220304,-57.3314878567074,-68.8225986785091,-76.1991168242319,-67.4205494234781,-70.0310599470907,-74.2740027422869,-64.5165002110474,-65.6692638731902,-73.8378695497352,-70.7504120262996,-67.9582193038223,-68.7901482014868,-75.3525551354004,-59.9508140862483,-78.9601383386129,-65.1142835434317,-78.5429910078414,-36.3582697220355,-24.2955552713998,6.1686536681022,-11.6203732829745,-17.9833949868466,-37.6523381697205,-46.0770144548185,52.543414397128,120.878640106976,86.5985280138387,259.281523543685,212.077140705283,177.487359466816,164.459506440069,290.606479837821,171.937640963057,109.455304852187,207.708765258493,268.93971451231,66.2037420601414,52.4991624617361,26.4726327133946,28.446446280662,109.593065498915,83.0199542567684,67.394896033135,105.393516698608,85.3446931925329,56.4426705078568,53.7221397573127,37.9926119562651,33.1320413868951,18.8993188247397,29.0896172676448,95.9573075788403,104.024820787049,53.3201710525371,62.0560459020966,92.030354108523,-51.0581400392109,-75.3141295129752,-83.2718227740096,-101.366386071716,-100.33622566938,-97.5584148319811,-75.622494165226,-83.6680572537138,-91.1206382247849,-90.1240673477005,-90.5770684406664,-89.4663456905964,-86.762167965694,-91.9133464879861,-63.6376204510515,-91.1961940050593,-82.1095901200988,-70.1426209093398,-85.1178613807871,-63.5479808771218,-93.2187697952768,-102.112763466396,-92.3698073423006,-87.0679218334512,-73.5160272773294,-76.6016743257471,-93.1515181823481,-87.3045633728294,-90.510365179226,-88.1593048701171,-82.3298962163075,-96.2470045425581
"Inh PAX6 CDH4",220.238721948388,83.1327016673694,146.690151580755,41.4764390113491,26.3813840365392,21.7572741099562,31.3162784566925,-9.60420043980183,1.05492623759119,158.49247918204,191.048959424904,234.950864446149,157.35593758538,280.732957637012,286.824990550543,212.98765002853,194.174993239129,168.372814367571,67.2158218934436,109.614618363777,27.0308089319035,53.0024906385054,0.149514177332981,2.51260236914132,21.1539185392289,49.7259489024585,53.1189284345177,16.5288625765357,64.9546363532422,92.1769347579075,61.6224798921523,20.3592998628438,23.0108420642598,121.468581826395,14.4700067622106,15.1718344094798,20.5500204053614,30.1694060417774,40.4201096666592,-48.5350430929521,-60.8401768709205,-68.6135513792824,-62.1197074372138,-66.2854234853727,-67.3937515622726,-56.1702601288376,-63.2003606082464,-67.7644252968134,-55.9909856037061,-63.3418061081318,-61.8699973414128,-58.205798095188,-60.2507213562485,-60.4790849150688,-63.9539735495663,-53.3021911177885,-73.0046751767274,-76.2083141967761,-70.2536714331712,-68.8840541233915,-68.6345902418112,-67.3564834415078,-62.2695922556626,-71.1334929770582,-85.8820934501022,-63.9478041146629,-63.9508795088829,-62.104136362818,-52.707415638946,-68.7319430283479,-58.8628837959695,-66.0774843522197,-16.8806413536187,-2.50891823338021,22.5325748617387,11.2041110321494,6.94536037468102,-18.2323400242517,-43.3087173252343,79.6800891725047,170.951073321099,156.980919566583,257.381046832632,281.966579496871,260.79346400772,235.324354311276,233.846808137024,166.255541738437,110.170758685531,186.754307280816,225.619148714855,45.1333671224118,22.7854605158738,-2.3587424134789,0.240434874989248,73.0318382881775,45.3918058666423,32.4302142699064,85.5878651168614,64.0648959326964,67.57403981754,71.7220638191133,36.7438352612219,45.6050068389056,23.0886528676858,16.0138610121292,56.5500745675068,72.0563884399316,17.9940683774672,24.3640307194266,43.033944004449,-52.304839195177,-70.9841535978292,-73.4669540432074,-84.1462062978824,-79.8954479393109,-87.5209911359495,-74.0237324585271,-86.3828351055867,-77.2461953688965,-84.4074770443638,-77.2297042905008,-71.7172921339819,-76.8693915200119,-80.6963677876574,-58.4944313491637,-84.2025188730885,-75.8024804121605,-72.206621781469,-83.6368934712885,-57.4084538195051,-84.9351147037184,-90.5479457982678,-90.6327910581389,-84.4251122499211,-72.145115727201,-77.9003789226499,-75.3466419034011,-80.1718559873341,-78.5853759056965,-92.6716420886754,-81.7647298345174,-81.0955774011125
