,index,TF,eRegulon_name,size_name,color_name,size_val,color_val,repressor_activator
97,B intermediate,CREB5,CREB5_-_(248r),CREB5_-_(248r),CREB5,0.6811368854953543,0.0152404,repressor
98,B intermediate,CREB5,CREB5_-_(248r),CREB5_-_(248r),CREB5,0.6811368854953543,0.0152404,repressor
99,B intermediate,CREB5,CREB5_-_(248r),CREB5_-_(248r),CREB5,0.6811368854953543,0.0152404,repressor
100,B intermediate,CREB5,CREB5_-_(248r),CREB5_-_(248r),CREB5,0.6811368854953543,0.0152404,repressor
101,B intermediate,NR3C1,NR3C1_-_(23r),NR3C1_-_(23r),NR3C1,0.8070492408594735,0.38576442,repressor
102,B intermediate,IRF8,IRF8_-_(351r),IRF8_-_(351r),IRF8,0.3821604517149959,0.30298293,repressor
103,B intermediate,PAX5,PAX5_-_(56r),PAX5_-_(56r),PAX5,0.01658869511547673,0.91701525,repressor
104,B intermediate,PAX5,PAX5_-_(56r),PAX5_-_(56r),PAX5,0.01658869511547673,0.91701525,repressor
105,B intermediate,PAX5,PAX5_-_(56r),PAX5_-_(56r),PAX5,0.01658869511547673,0.91701525,repressor
106,B intermediate,PAX5,PAX5_-_(56r),PAX5_-_(56r),PAX5,0.01658869511547673,0.91701525,repressor
107,B intermediate,PAX5,PAX5_+_(203r),PAX5_+_(203r),PAX5,1.0,0.91701525,activator
108,B intermediate,PAX5,PAX5_+_(203r),PAX5_+_(203r),PAX5,1.0,0.91701525,activator
109,B intermediate,PAX5,PAX5_+_(203r),PAX5_+_(203r),PAX5,1.0,0.91701525,activator
110,B intermediate,PAX5,PAX5_+_(203r),PAX5_+_(203r),PAX5,1.0,0.91701525,activator
111,B intermediate,KLF6,KLF6_+_(277r),KLF6_+_(277r),KLF6,0.16133017189230495,0.5052992,activator
112,B intermediate,BCL11A,BCL11A_-_(430r),BCL11A_-_(430r),BCL11A,0.008988723733564678,0.51609564,repressor
113,B intermediate,BCL11A,BCL11A_-_(430r),BCL11A_-_(430r),BCL11A,0.008988723733564678,0.51609564,repressor
114,B intermediate,BCL11A,BCL11A_-_(430r),BCL11A_-_(430r),BCL11A,0.008988723733564678,0.51609564,repressor
115,B intermediate,BCL11A,BCL11A_-_(430r),BCL11A_-_(430r),BCL11A,0.008988723733564678,0.51609564,repressor
116,B intermediate,BCL11A,BCL11A_+_(1335r),BCL11A_+_(1335r),BCL11A,1.0,0.51609564,activator
117,B intermediate,BCL11A,BCL11A_+_(1335r),BCL11A_+_(1335r),BCL11A,1.0,0.51609564,activator
118,B intermediate,BCL11A,BCL11A_+_(1335r),BCL11A_+_(1335r),BCL11A,1.0,0.51609564,activator
119,B intermediate,BCL11A,BCL11A_+_(1335r),BCL11A_+_(1335r),BCL11A,1.0,0.51609564,activator
120,B intermediate,TCF7,TCF7_+_(639r),TCF7_+_(639r),TCF7,0.1772172317535983,0.056796044,activator
121,B intermediate,TCF7,TCF7_+_(639r),TCF7_+_(639r),TCF7,0.1772172317535983,0.056796044,activator
122,B intermediate,TCF7,TCF7_+_(639r),TCF7_+_(639r),TCF7,0.1772172317535983,0.056796044,activator
123,B intermediate,TCF7,TCF7_+_(639r),TCF7_+_(639r),TCF7,0.1772172317535983,0.056796044,activator
124,B intermediate,TCF7,TCF7_-_(27r),TCF7_-_(27r),TCF7,0.4550105726043821,0.056796044,repressor
125,B intermediate,TCF7,TCF7_-_(27r),TCF7_-_(27r),TCF7,0.4550105726043821,0.056796044,repressor
126,B intermediate,TCF7,TCF7_-_(27r),TCF7_-_(27r),TCF7,0.4550105726043821,0.056796044,repressor
127,B intermediate,TCF7,TCF7_-_(27r),TCF7_-_(27r),TCF7,0.4550105726043821,0.056796044,repressor
128,B intermediate,TCF4,TCF4_+_(1279r),TCF4_+_(1279r),TCF4,0.3738458066277747,0.413855,activator
129,B intermediate,TCF4,TCF4_+_(1279r),TCF4_+_(1279r),TCF4,0.3738458066277747,0.413855,activator
130,B intermediate,TCF4,TCF4_+_(1279r),TCF4_+_(1279r),TCF4,0.3738458066277747,0.413855,activator
131,B intermediate,TCF4,TCF4_+_(1279r),TCF4_+_(1279r),TCF4,0.3738458066277747,0.413855,activator
132,B intermediate,TCF4,TCF4_-_(217r),TCF4_-_(217r),TCF4,0.31653885846887553,0.413855,repressor
133,B intermediate,TCF4,TCF4_-_(217r),TCF4_-_(217r),TCF4,0.31653885846887553,0.413855,repressor
134,B intermediate,TCF4,TCF4_-_(217r),TCF4_-_(217r),TCF4,0.31653885846887553,0.413855,repressor
135,B intermediate,TCF4,TCF4_-_(217r),TCF4_-_(217r),TCF4,0.31653885846887553,0.413855,repressor
136,B intermediate,RUNX1,RUNX1_-_(17r),RUNX1_-_(17r),RUNX1,1.0,0.413065,repressor
137,B intermediate,RELB,RELB_+_(18r),RELB_+_(18r),RELB,0.20149817791586405,0.8015162,activator
138,B intermediate,HHEX,HHEX_-_(22r),HHEX_-_(22r),HHEX,0.3567775651407305,0.67372566,repressor
139,B intermediate,FOSB,FOSB_-_(171r),FOSB_-_(171r),FOSB,0.5901185848396437,0.22337048,repressor
140,B intermediate,RXRA,RXRA_+_(2462r),RXRA_+_(2462r),RXRA,0.18855073419092633,0.06892997,activator
141,B intermediate,RXRA,RXRA_+_(2462r),RXRA_+_(2462r),RXRA,0.18855073419092633,0.06892997,activator
142,B intermediate,RXRA,RXRA_+_(2462r),RXRA_+_(2462r),RXRA,0.18855073419092633,0.06892997,activator
143,B intermediate,RXRA,RXRA_+_(2462r),RXRA_+_(2462r),RXRA,0.18855073419092633,0.06892997,activator
144,B intermediate,RXRA,RXRA_-_(234r),RXRA_-_(234r),RXRA,0.9669032671870645,0.06892997,repressor
145,B intermediate,RXRA,RXRA_-_(234r),RXRA_-_(234r),RXRA,0.9669032671870645,0.06892997,repressor
146,B intermediate,RXRA,RXRA_-_(234r),RXRA_-_(234r),RXRA,0.9669032671870645,0.06892997,repressor
147,B intermediate,RXRA,RXRA_-_(234r),RXRA_-_(234r),RXRA,0.9669032671870645,0.06892997,repressor
148,B intermediate,RBPJ,RBPJ_extended_+_(29r),RBPJ_extended_+_(29r),RBPJ,0.23679298978480706,0.12099625,activator
149,B intermediate,MEF2C,MEF2C_-_(222r),MEF2C_-_(222r),MEF2C,0.22070925342898237,0.641611,repressor
150,B intermediate,MEF2C,MEF2C_-_(222r),MEF2C_-_(222r),MEF2C,0.22070925342898237,0.641611,repressor
151,B intermediate,MEF2C,MEF2C_-_(222r),MEF2C_-_(222r),MEF2C,0.22070925342898237,0.641611,repressor
152,B intermediate,MEF2C,MEF2C_-_(222r),MEF2C_-_(222r),MEF2C,0.22070925342898237,0.641611,repressor
153,B intermediate,MEF2C,MEF2C_+_(1378r),MEF2C_+_(1378r),MEF2C,0.41092487263616007,0.641611,activator
154,B intermediate,MEF2C,MEF2C_+_(1378r),MEF2C_+_(1378r),MEF2C,0.41092487263616007,0.641611,activator
155,B intermediate,MEF2C,MEF2C_+_(1378r),MEF2C_+_(1378r),MEF2C,0.41092487263616007,0.641611,activator
156,B intermediate,MEF2C,MEF2C_+_(1378r),MEF2C_+_(1378r),MEF2C,0.41092487263616007,0.641611,activator
157,B intermediate,BACH1,BACH1_+_(2005r),BACH1_+_(2005r),BACH1,0.10768933860927847,0.24324502,activator
158,B intermediate,BACH1,BACH1_+_(2005r),BACH1_+_(2005r),BACH1,0.10768933860927847,0.24324502,activator
159,B intermediate,BACH1,BACH1_+_(2005r),BACH1_+_(2005r),BACH1,0.10768933860927847,0.24324502,activator
160,B intermediate,BACH1,BACH1_+_(2005r),BACH1_+_(2005r),BACH1,0.10768933860927847,0.24324502,activator
161,B intermediate,BACH1,BACH1_-_(520r),BACH1_-_(520r),BACH1,0.6043874418845084,0.24324502,repressor
162,B intermediate,BACH1,BACH1_-_(520r),BACH1_-_(520r),BACH1,0.6043874418845084,0.24324502,repressor
163,B intermediate,BACH1,BACH1_-_(520r),BACH1_-_(520r),BACH1,0.6043874418845084,0.24324502,repressor
164,B intermediate,BACH1,BACH1_-_(520r),BACH1_-_(520r),BACH1,0.6043874418845084,0.24324502,repressor
165,B intermediate,IRF7,IRF7_extended_-_(28r),IRF7_extended_-_(28r),IRF7,0.731297127774633,0.120462984,repressor
166,B intermediate,FOS,FOS_-_(985r),FOS_-_(985r),FOS,0.673853854877191,0.15156631,repressor
167,B intermediate,FOS,FOS_-_(985r),FOS_-_(985r),FOS,0.673853854877191,0.15156631,repressor
168,B intermediate,FOS,FOS_-_(985r),FOS_-_(985r),FOS,0.673853854877191,0.15156631,repressor
169,B intermediate,FOS,FOS_-_(985r),FOS_-_(985r),FOS,0.673853854877191,0.15156631,repressor
170,B intermediate,FOS,FOS_+_(2062r),FOS_+_(2062r),FOS,0.08975384441499261,0.15156631,activator
171,B intermediate,FOS,FOS_+_(2062r),FOS_+_(2062r),FOS,0.08975384441499261,0.15156631,activator
172,B intermediate,FOS,FOS_+_(2062r),FOS_+_(2062r),FOS,0.08975384441499261,0.15156631,activator
173,B intermediate,FOS,FOS_+_(2062r),FOS_+_(2062r),FOS,0.08975384441499261,0.15156631,activator
174,B intermediate,CEBPB,CEBPB_+_(848r),CEBPB_+_(848r),CEBPB,0.13816454674160827,0.0459837,activator
175,B intermediate,BACH2,BACH2_-_(1849r),BACH2_-_(1849r),BACH2,0.11926205458752359,0.5577452,repressor
176,B intermediate,BACH2,BACH2_-_(1849r),BACH2_-_(1849r),BACH2,0.11926205458752359,0.5577452,repressor
177,B intermediate,BACH2,BACH2_-_(1849r),BACH2_-_(1849r),BACH2,0.11926205458752359,0.5577452,repressor
178,B intermediate,BACH2,BACH2_-_(1849r),BACH2_-_(1849r),BACH2,0.11926205458752359,0.5577452,repressor
179,B intermediate,BACH2,BACH2_+_(437r),BACH2_+_(437r),BACH2,0.4705276652173938,0.5577452,activator
180,B intermediate,BACH2,BACH2_+_(437r),BACH2_+_(437r),BACH2,0.4705276652173938,0.5577452,activator
181,B intermediate,BACH2,BACH2_+_(437r),BACH2_+_(437r),BACH2,0.4705276652173938,0.5577452,activator
182,B intermediate,BACH2,BACH2_+_(437r),BACH2_+_(437r),BACH2,0.4705276652173938,0.5577452,activator
183,B intermediate,LEF1,LEF1_+_(1092r),LEF1_+_(1092r),LEF1,0.2899277197519708,0.015954817,activator
184,B intermediate,LEF1,LEF1_+_(1092r),LEF1_+_(1092r),LEF1,0.2899277197519708,0.015954817,activator
185,B intermediate,LEF1,LEF1_+_(1092r),LEF1_+_(1092r),LEF1,0.2899277197519708,0.015954817,activator
186,B intermediate,LEF1,LEF1_+_(1092r),LEF1_+_(1092r),LEF1,0.2899277197519708,0.015954817,activator
187,B intermediate,LEF1,LEF1_-_(1166r),LEF1_-_(1166r),LEF1,0.31086834728161117,0.015954817,repressor
188,B intermediate,LEF1,LEF1_-_(1166r),LEF1_-_(1166r),LEF1,0.31086834728161117,0.015954817,repressor
189,B intermediate,LEF1,LEF1_-_(1166r),LEF1_-_(1166r),LEF1,0.31086834728161117,0.015954817,repressor
190,B intermediate,LEF1,LEF1_-_(1166r),LEF1_-_(1166r),LEF1,0.31086834728161117,0.015954817,repressor
191,B intermediate,RUNX3,RUNX3_+_(496r),RUNX3_+_(496r),RUNX3,0.04601487026833619,0.10543548,activator
192,B intermediate,RUNX3,RUNX3_+_(496r),RUNX3_+_(496r),RUNX3,0.04601487026833619,0.10543548,activator
193,B intermediate,RUNX3,RUNX3_+_(496r),RUNX3_+_(496r),RUNX3,0.04601487026833619,0.10543548,activator
194,B intermediate,RUNX3,RUNX3_+_(496r),RUNX3_+_(496r),RUNX3,0.04601487026833619,0.10543548,activator
195,B intermediate,RUNX3,RUNX3_-_(140r),RUNX3_-_(140r),RUNX3,0.46471097792788846,0.10543548,repressor
196,B intermediate,RUNX3,RUNX3_-_(140r),RUNX3_-_(140r),RUNX3,0.46471097792788846,0.10543548,repressor
197,B intermediate,RUNX3,RUNX3_-_(140r),RUNX3_-_(140r),RUNX3,0.46471097792788846,0.10543548,repressor
198,B intermediate,RUNX3,RUNX3_-_(140r),RUNX3_-_(140r),RUNX3,0.46471097792788846,0.10543548,repressor
199,B intermediate,PLAGL1,PLAGL1_extended_-_(33r),PLAGL1_extended_-_(33r),PLAGL1,0.28841421022226327,0.2712681,repressor
200,B intermediate,SPI1,SPI1_+_(5699r),SPI1_+_(5699r),SPI1,0.2123898192510308,0.16526926,activator
201,B intermediate,SPI1,SPI1_+_(5699r),SPI1_+_(5699r),SPI1,0.2123898192510308,0.16526926,activator
202,B intermediate,SPI1,SPI1_+_(5699r),SPI1_+_(5699r),SPI1,0.2123898192510308,0.16526926,activator
203,B intermediate,SPI1,SPI1_+_(5699r),SPI1_+_(5699r),SPI1,0.2123898192510308,0.16526926,activator
204,B intermediate,SPI1,SPI1_-_(862r),SPI1_-_(862r),SPI1,0.6167037588114804,0.16526926,repressor
205,B intermediate,SPI1,SPI1_-_(862r),SPI1_-_(862r),SPI1,0.6167037588114804,0.16526926,repressor
206,B intermediate,SPI1,SPI1_-_(862r),SPI1_-_(862r),SPI1,0.6167037588114804,0.16526926,repressor
207,B intermediate,SPI1,SPI1_-_(862r),SPI1_-_(862r),SPI1,0.6167037588114804,0.16526926,repressor
208,B intermediate,ETV6,ETV6_+_(2999r),ETV6_+_(2999r),ETV6,0.18484461593162027,0.43416736,activator
209,B intermediate,ETV6,ETV6_+_(2999r),ETV6_+_(2999r),ETV6,0.18484461593162027,0.43416736,activator
210,B intermediate,ETV6,ETV6_+_(2999r),ETV6_+_(2999r),ETV6,0.18484461593162027,0.43416736,activator
211,B intermediate,ETV6,ETV6_+_(2999r),ETV6_+_(2999r),ETV6,0.18484461593162027,0.43416736,activator
212,B intermediate,ETV6,ETV6_-_(1437r),ETV6_-_(1437r),ETV6,0.635740857114881,0.43416736,repressor
213,B intermediate,ETV6,ETV6_-_(1437r),ETV6_-_(1437r),ETV6,0.635740857114881,0.43416736,repressor
214,B intermediate,ETV6,ETV6_-_(1437r),ETV6_-_(1437r),ETV6,0.635740857114881,0.43416736,repressor
215,B intermediate,ETV6,ETV6_-_(1437r),ETV6_-_(1437r),ETV6,0.635740857114881,0.43416736,repressor
216,B intermediate,POU2AF1,POU2AF1_+_(106r),POU2AF1_+_(106r),POU2AF1,1.0,0.46343932,activator
217,B intermediate,KLF4,KLF4_+_(3148r),KLF4_+_(3148r),KLF4,0.1579998376249618,0.032131106,activator
218,B intermediate,KLF4,KLF4_+_(3148r),KLF4_+_(3148r),KLF4,0.1579998376249618,0.032131106,activator
219,B intermediate,KLF4,KLF4_+_(3148r),KLF4_+_(3148r),KLF4,0.1579998376249618,0.032131106,activator
220,B intermediate,KLF4,KLF4_+_(3148r),KLF4_+_(3148r),KLF4,0.1579998376249618,0.032131106,activator
221,B intermediate,KLF4,KLF4_-_(1877r),KLF4_-_(1877r),KLF4,0.6554648669282123,0.032131106,repressor
222,B intermediate,KLF4,KLF4_-_(1877r),KLF4_-_(1877r),KLF4,0.6554648669282123,0.032131106,repressor
223,B intermediate,KLF4,KLF4_-_(1877r),KLF4_-_(1877r),KLF4,0.6554648669282123,0.032131106,repressor
224,B intermediate,KLF4,KLF4_-_(1877r),KLF4_-_(1877r),KLF4,0.6554648669282123,0.032131106,repressor
225,B intermediate,CUX1,CUX1_-_(81r),CUX1_-_(81r),CUX1,0.5552005970382656,0.14525034,repressor
226,B intermediate,GATA3,GATA3_+_(59r),GATA3_+_(59r),GATA3,0.13012336749397044,0.021094231,activator
227,B intermediate,GATA3,GATA3_+_(59r),GATA3_+_(59r),GATA3,0.13012336749397044,0.021094231,activator
228,B intermediate,GATA3,GATA3_+_(59r),GATA3_+_(59r),GATA3,0.13012336749397044,0.021094231,activator
229,B intermediate,GATA3,GATA3_+_(59r),GATA3_+_(59r),GATA3,0.13012336749397044,0.021094231,activator
230,B intermediate,GATA3,GATA3_-_(22r),GATA3_-_(22r),GATA3,0.6801117040870445,0.021094231,repressor
