"","Sst","Pvalb","Vip","Lamp5","Sncg","Sst.Chodl","Sst.Chodl.Sncg.4","Sst.Sncg.3","Sst.Pvalb.1","Lamp5.Sncg.2","Vip.Sncg.1"
"MEF2C",-9.67908928758104,11.5308689647752,-24.2915886613562,-8.66568665190922,-21.3547055042721,-21.3859029600438,-21.6204090703077,-21.8085982007773,-0.336503217347273,-15.3542704840615,-25.3454999714033
"NR2C2",-4.35855468029816,-0.0025539795190492,-1.33622502213375,-7.67967703717841,-4.15741406612795,-5.75177790357565,-6.17231099739575,-10.6581229916124,-2.8801803673069,-8.15510753245197,-3.29066746725254
"Nr5a2",-9.93002543995405,6.91279634626726,-3.60306617198824,-6.85267090856978,-6.61556748766758,-12.0509641294737,-12.3152320978611,-14.4717560083279,-2.83028955903729,-8.6344824470624,-5.89484623794457
"NRF1",8.13525072437194,-5.96909668441805,2.07964016062518,-0.622004568675227,0.646564061583127,12.6766356646143,12.651324713836,10.4368509446687,2.42910112693922,0.339965115403261,1.53895441870764
"POU2F2",-2.76074944842736,-14.7991851134036,-7.70738200848666,-6.27410162593282,-6.10174285966959,-7.83882971395296,-8.66629999023167,-18.4317209008915,-11.473536273761,-8.82431033034254,-8.19143376658896
"Sox6",-21.0426422041144,-17.2895024352192,7.34206372484866,5.23825337732903,7.55191101902059,-17.7754984362619,-18.6998982910854,-29.1668118228521,-24.3255242202148,5.28407194853808,8.14841047408505
"Stat4",-6.26063401018595,-3.7422498141704,-10.9266512050251,-1.92099366965215,-9.49018712927951,-6.66563068556465,-7.05942745343924,-11.7147937972654,-6.51729799213144,-5.59527198839915,-11.1131044853009
"Stat6",-6.38860866077931,-1.90773081729429,-13.3350266509198,-3.93125719952648,-11.8036056934573,-8.45159670905459,-8.92134228975782,-13.9256786182005,-5.25231640468815,-7.86945029658353,-13.7683333080753
"Tcf12",-1.03406775798642,0.340010949525221,7.10834565926811,-24.5424266852458,-12.1069885150955,-3.72352790844746,-4.56260560379766,-15.3759207568565,-1.04850857968055,-24.0801689903625,-3.75263942326552
"TCF7L2",-5.57300208838757,-3.37757574708012,-12.0868803042942,-3.37405637902983,-12.1799896799526,-4.77325621695092,-5.25941397823137,-11.8482526033271,-6.04906919085118,-7.07418910905065,-13.1695996869493
"ZBTB33",7.015818955356,-2.9956960097457,0.0994663258697903,-0.401291881264597,-0.767075147983032,7.22539565901532,7.28394426060077,6.82555970363997,2.436136768481,-0.109680538980333,-0.284060652644431
"ELK4",3.67765698207224,-1.30751357963568,-2.07552183883302,-1.62088428766745,-2.99039835993636,6.65235206857899,6.57728785304905,4.24492771691506,1.36125440447382,-1.92863391608916,-2.72393154449905
"ESR2",-8.2562717364931,1.7085474517298,1.20704881662075,-4.29189163932714,-2.04570668099698,-8.88684333124221,-9.18903220023844,-12.2364705286078,-4.68616811176481,-4.54612526709891,-0.752876727267481
"IRF1",-9.08983122073047,-8.70349810731086,-22.6589510125882,-7.0452617303157,-21.2475015094766,-11.8501079581888,-12.800366460074,-22.6406342590189,-11.0391719117786,-14.2141765926364,-24.0521420007447
"Nfe2l2",-5.28301582854127,0.60286554375187,-3.27508125046869,-8.66757780774717,-11.821949071553,-5.71454923758083,-6.29417576549491,-12.5550610004106,-2.91497983664803,-10.7324570363746,-8.63968388823762
"STAT1",-6.40996997527731,-2.81729430846714,-10.6434583844872,-1.51477660850824,-8.28123623246072,-7.24807204266735,-7.67651821644184,-13.0991523696659,-6.17836278629179,-4.78137637028509,-10.3288315028856
