"","Pvalb","Sncg","Sst","Lamp5","Vip","Pvalb.Vip.3","Pvalb.Sst.1","Lamp5.Vip.2","Sncg.Vip.1"
"Crx",0.152201839550625,-0.841707082636773,1.07858120002934,-0.9431551788711,-1.31843184246381,-0.24010905235953,1.0757384915492,-1.18439482407462,-1.3212178451395
"FOSL2",2.47874763310978,-6.8438837243367,6.28474035050878,-8.31727450452118,-4.40279031269796,-2.83079037311292,7.94351697362696,-8.7336323873092,-6.8328685128
"FOXH1",-1.46329742918857,-0.47840685073898,0.998898158370546,0.159786520330595,0.172631245390278,0.192225596056845,0.0433371228329003,0.110972004636964,-0.118614125651282
"Foxo1",0.281842592967901,-1.16448012760843,2.40007643342484,-2.88322512770664,-1.84436075933624,-0.958370108308265,2.63953527059017,-2.99543723361418,-2.08399769362329
"Gfi1b",2.34719282417638,-1.49662376694508,0.315465917688886,-2.21244146683604,-2.20805359902403,-1.41999514028984,1.81202888957186,-2.47000643996703,-2.36090899878093
"JUN",1.57960307748601,-7.36796617044549,6.57714039680141,-7.05966759796874,-4.55184372848046,-1.35766485450987,8.44934083684591,-8.35914046812333,-7.52405909095431
"JUND",2.89931945382399,-7.12614886937764,6.49555628998445,-7.68600807776786,-4.66590241084164,-1.29102892629426,7.40430992388795,-8.62285177611957,-6.76188475046733
"Klf1",-3.54884272435009,2.56987726803404,-0.650982657979721,2.72588842981437,1.89280739338859,0.693208119077574,-3.04586146500996,3.04872709111051,2.81753482034743
"MEF2C",10.6567106045681,-7.89537749746006,-2.33754328375838,-6.07832711647595,-8.00764324617802,-4.4056882566896,4.35520345153337,-7.85240432555628,-9.48186165055926
"NR2C2",1.24867681955981,1.19323453707827,-3.45790688700336,0.254125735245097,0.191292835236479,-2.55995014536072,-2.67056898187178,0.312715450662946,0.661610160416422
"Nr5a2",5.15060020928658,-1.20020116828952,-5.36488761317731,-1.00528555476664,0.0894847718410709,-3.69062656791657,-1.92495465080746,-1.13192239106009,-0.71412747897859
"NRF1",-3.92026401465643,4.13110815285765,-0.530476121008515,2.38003211151851,2.27919424519704,0.463142431275472,-2.95640779063509,2.92447979381252,3.6671743452821
"POU2F2",-5.62338111451785,-0.544657253587573,6.44427325826505,-0.140803602325077,-0.261453140609716,2.24840731141186,2.75675917885078,-0.138564025071707,-0.449476482599545
"Sox6",-4.50648624904865,2.38420522623068,-0.31578140413001,0.520041977560457,4.55459996957119,-2.15849002369961,-3.58187677555679,1.37428463493099,4.27762204618108
"Stat4",0.06847871772339,-3.74955513205108,3.13092189967267,-1.28194719654168,-2.9017111916909,0.631308683943642,3.05561306610935,-2.03597334279677,-3.81990728070636
"Stat6",1.04822436638591,-2.88699449766889,1.50462151132236,-2.14279320004893,-2.26717300267068,-0.887814110675362,2.08508830155947,-2.67038777738593,-3.05622962051907
"TCF7L2",0.764998112599709,-0.599531788738847,1.1034113446658,-0.180696076202954,-1.72353543086022,1.20041076490464,1.66417022101502,-0.489364160856993,-1.38211190430735
"ZBTB33",-0.732668805327707,0.898307095819926,0.449515657464173,0.45696667098241,-0.0488501418174374,0.551123955379551,-0.129911347199331,0.529868149148098,0.498571119651988
"ELK4",-1.43298888735743,0.225155552658416,0.585959361126911,-0.669628519190488,0.572351171356143,-1.16168665289159,-0.489804848755199,-0.50702577514574,0.393681564902819
"ESR2",1.92219398215139,-1.05116012342846,-2.70446992951914,-1.11006948854102,0.484821683800689,-3.28652736836409,-1.42656820094262,-1.12157938895355,-0.365097764648262
"IRF1",1.38208581321971,-3.44702641067237,0.625290232309378,-0.40495321202281,-2.87229198213184,0.206044423704502,1.63456001125665,-1.3483553685673,-3.6930678812085
"Nfe2l2",1.85080895286939,-3.90212023739084,2.4831733196362,-4.94402091954117,-1.41493187630596,-2.37980827428922,3.85491312717402,-5.21950381729477,-3.24702641393088
"STAT1",1.28055899128201,-3.3038449020021,1.05526632058012,-1.23711789367843,-2.84927713043364,-0.0681069515684716,2.00480139859562,-2.06247458084144,-3.44674104102008
"STAT3",-0.283303946641227,-2.52048428555291,1.75814443649866,-0.666486410856679,-1.67447478076772,0.104369050687359,1.50394357343093,-1.1866897315171,-2.42559799156103
"YY1",1.60077544108146,-1.85732021184803,-1.41289175840646,-0.600496322491576,-0.108525707461961,-1.60139066025513,-0.270053289826182,-0.861222089270937,-1.05909333027884
"FOXP2",1.54440252759859,-2.41936172032536,1.62722037171132,-2.38753181725324,-4.28329173754205,-1.12888908979947,2.90248350664493,-3.03738457005037,-4.38911219203252
"SREBF1",1.54040026484529,-1.17904351509565,0.286829409650198,-1.99518885934089,-1.32763322956888,-1.20807105992732,1.36057727426299,-2.13567431903407,-1.53563144764442
"SREBF2",-0.41935700893854,0.0670805723543408,-0.221139097388781,-0.143724754988176,-0.0758246044583171,-0.746463248045591,-0.535729608468779,-0.156106729875233,-0.0309302940891539
"THAP1",1.05227197930721,-0.659297263585935,-1.57988953322186,-0.683294078427515,0.426580772621001,-1.65959852629943,-0.885584252339675,-0.693543296555917,-0.191598480869544
"KLF5",-4.00710800031267,3.30057528997805,-0.992356584560492,3.38714393587139,1.73247172409026,0.758917225993584,-3.67762640523199,3.58219184155082,2.98884449721446
"Arid3b",-0.385719163236803,2.14459233485001,-2.09429140146542,0.775184106598004,0.778663406498213,-1.1463878694427,-2.234515694242,1.02098263751634,1.63154433049323
"Arid5a",0.614450653539585,-0.500208465240649,-0.371723470656281,-0.361596551543487,-1.17208540059918,-0.749404813543866,0.0369079605457775,-0.602615014007626,-1.00539987824017
"Arntl",-0.755479007039021,1.02040347138529,-1.75430720857439,0.995872957295209,1.29644507835503,-1.12202621135473,-2.10324618310223,1.19016775644581,1.31771744204132
"Atf1",0.580070791792428,-0.341263823680323,0.319730889517101,-0.925313321166211,-0.914244830492072,-0.514969688219461,0.705692310066975,-0.989379197072048,-0.782035790600945
"NFAT5",-0.0344039654545039,-1.2841916191925,2.25404749706147,-1.93790797152195,-1.69203827077937,-0.45304374619187,2.2387718727871,-2.18803484823841,-1.94431865216117
"Bhlha15",-0.604629639652863,-0.537246610000172,-0.294719758840942,-0.581639891122682,1.82701650680379,-1.2917108591819,-0.851695591232156,-0.333949290860751,0.821716608504403
