"","Endothelial","Mural","U1","U2","U4","Microglia","OPC","Astrocyte","oRG","tRG","vRG","RG.div2","RG.div1","IPC.div1","IPC.div2","IPC.nEN3","nEN.early1","EN.V1.1","EN.PFC1","EN.PFC2","EN.PFC3","EN.V1.3","EN.V1.2","Choroid","RG.early","Glyc","MGE.RG1","MGE.RG2","MGE.div","MGE.IPC1","MGE.IPC2","MGE.IPC3","nIN1","nIN2","nIN3","nIN4","nIN5","IN.CTX.MGE1","IN.CTX.MGE2","IN.CTX.CGE1","IN.CTX.CGE2","IN.STR","EN.PFC3.EN.V1.2.1","EN.V1.3.EN.V1.2.2","nEN.early1.EN.V1.2.3","EN.PFC2.EN.V1.2.4","EN.V1.1.EN.PFC1.1","EN.PFC2.EN.PFC1.5","Glyc.EN.PFC1.6","nIN1.nIN3.1","nIN5.nIN3.2","nIN4.nIN2.1","nIN5.nIN2.3","IN.CTX.MGE1.IN.CTX.MGE2.1","IN.CTX.CGE1.IN.CTX.CGE2.1","IN.CTX.MGE1.IN.CTX.CGE2.2","IN.STR.IN.CTX.CGE2.3","nIN5.IN.CTX.CGE2.4","IPC.nEN1.IN.CTX.CGE2.8","MGE.div.MGE.IPC2.1","IPC.div1.IPC.div2.1","MGE.IPC1.MGE.IPC2.2","IPC.div1.MGE.IPC2.3","MGE.RG2.MGE.IPC2.4","RG.early.MGE.IPC2.5","MGE.IPC3.MGE.IPC2.6","IPC.nEN3.MGE.IPC2.7","oRG.tRG.1","vRG.tRG.2","RG.div2.RG.div1.1","vRG.RG.div1.3","MGE.RG1.RG.div1.4","OPC.Astrocyte.1","MGE.RG1.Astrocyte.5","IPC.nEN3.Astrocyte.8","Endothelial.Mural.1","U2.U1.1","Endothelial.U1.2","Choroid.U1.3","Microglia.U1.4","Microglia.U4.5","IPC.nEN3.U4.9","IPC.nEN1.U4.10"
"ExM-U",-33.0652379525622,-37.6985109265419,-36.3516660220598,-50.3464353766779,-46.3066989704452,-52.0152695956428,-18.6573795679565,-52.3254438117674,-53.4552356957112,-56.0644369823161,-55.2367704489209,-59.6543729761679,-55.4727724743044,-45.0964688617366,-47.3299246471408,-78.5840788163117,35.9763193371872,97.5061582994444,99.6808649539903,123.074305097826,61.8411963187731,150.245721437455,126.972451573884,-24.4095362616536,-73.8126627909983,10.7461969446795,-68.2271212471831,-78.5849420805548,-50.6707360868046,-46.0445495994404,-49.9300752401525,-80.1256219281564,-44.8633719163346,-39.4729469796931,-47.8814676083342,-55.1047570301277,-56.3987106444081,-24.3777715516946,-18.5527748788766,-34.3283982707934,-16.0001119404635,-14.4750804534889,103.916676187995,139.725665121832,98.9950113244608,122.200988144151,100.449783996364,114.388086284807,57.3565860218285,-47.7323346105209,-53.1466005423087,-48.015577719217,-50.6217644509496,-21.5729771737733,-24.9729556246411,-23.8689406896348,-20.9696175126465,-35.142159289057,10.24229178385,-50.5704240660284,-47.3292311662333,-49.2284158729728,-48.9911624162507,-65.5867538878417,-72.3426446043472,-91.5061616445714,-92.5454353544805,-55.4845087583854,-55.7343708785364,-59.9481384904763,-60.4556580051996,-66.2052163968629,-40.7683295194165,-57.8761943420322,-82.7972560584952,-40.9452990053437,-46.4608552184014,-50.7605099011726,-36.7063214225259,-50.6174489261911,-61.2806367174853,-80.6409903149463,-56.5658207073389
"InCGE",-16.5166882098244,-12.8983187177856,-10.2599546634618,-34.2723768922373,16.7694106374649,7.23702480900024,-17.9368951971386,-33.8297830274712,-45.0661495780109,-50.2194206413687,-47.7081519573224,-51.4812380540515,-52.831444597105,-38.8267180648358,-43.2386358265178,-39.0475290666232,-22.5429306956661,-24.6150398288608,-22.2510686639521,-29.6171219816913,-27.3154808070399,-30.6380096696694,-29.8874937838018,-4.1799169700298,-45.1627040631826,16.4532735765448,-34.4553056407696,-29.5542285571683,-34.9401602662206,-37.2294925105376,-27.9970731868142,82.4139709226644,128.714776464836,124.363055848521,124.07814773485,112.922589946271,128.400417281455,116.724908761299,114.746723794605,137.797478133224,129.40092051608,108.347469808828,-30.9684182441915,-32.826117146249,-31.6211834389471,-33.3519176220834,-23.7293288278471,-28.0547588918145,4.18419106731906,128.057938990441,130.020247889639,122.478679360452,127.638102714935,117.013038822026,135.419617390046,131.089957231234,128.285709906819,130.571127603786,70.1824359164916,-31.8766098372095,-42.3003084257571,-36.0693306108197,-39.7952433660702,-39.0674874474007,-42.3045357895771,16.0980986417971,-23.2804177950353,-48.5217272848791,-48.6109819247214,-55.4396391372765,-54.3071842973999,-44.7236005620853,-28.1853744595441,-36.3535268263993,-34.901343669264,-16.7614271871689,-21.4669739738319,-22.6583078589549,-12.6146753620907,-1.64617726348308,10.6916885096372,-4.86257414162514,34.2926635471015
"InMGE",-16.0666550842248,-13.126878022848,-11.7072591753655,-32.4710685342702,9.31387296379428,4.32223172343091,-23.0267702459367,-39.3215024542927,-45.2161122964113,-46.8528840928662,-47.0690256872666,-52.5422203797675,-45.6798278095144,-34.8833118814168,-40.9230888898088,-42.095063735633,-22.8942735207163,-18.9151969889585,-16.9490529706022,-24.4613440021864,-29.9340101346269,-25.8029268785666,-28.7816412056314,-6.14039188062579,-42.7753097440715,16.1736973406322,-32.3876836041881,-32.6055089103672,-34.1385190998389,-34.2408264150551,-26.4259488718116,79.3285791478681,132.535539180183,129.368914214761,130.663919977963,110.627352165069,126.155661578012,140.27404305838,137.488132331309,116.198808717737,119.222514704672,98.6321246574829,-31.9729668244717,-29.1797954331411,-28.6370806652845,-27.1525961202977,-18.1584430172922,-21.2720456782001,4.52255764929146,133.39037558574,131.130065763465,122.857804132429,128.465186971696,140.342441755429,120.633654185104,135.914030001216,126.853582083966,131.315016927506,74.240899590354,-30.5403398123664,-38.2621657595843,-33.2936562074421,-36.2185056723171,-37.5921561497513,-40.2775108524213,6.95504660061098,-29.3651090594704,-46.6355653569834,-47.3353022697885,-51.407223310193,-51.932253787698,-42.1058541750928,-37.1508836306972,-43.5959551772868,-43.1719896279812,-16.3147206073556,-22.5236213033402,-21.6454799948607,-13.4258864360844,-5.47519397268524,4.25159518337492,-10.6868681737327,33.6191656187273
"oRG1",15.2700210760908,19.4171082661423,18.5386438048645,19.1364348931143,31.2265452301354,2.90646491127128,26.6084705539157,90.0444374289362,99.1580528819077,100.270487686164,103.545156341752,94.5832331475629,50.8781522583469,12.707818436682,23.3161209726103,28.7032058483416,-43.912749127506,-30.6522385144024,-30.1639790951314,-40.1727124984293,-42.0180711238275,-42.2505001471913,-41.7099977665796,8.19154559274354,49.8780777603146,-23.9743164783759,81.7216120998749,52.1163096763318,18.4596756795873,16.7739993657319,11.912039007234,-14.8923772744389,-41.8057786214598,-45.1065577015775,-43.7211490042922,-41.2842005751904,-37.6482929971242,-46.1214637038037,-43.8028283860015,-44.9851369666221,-37.9442253515489,-58.5545179388587,-43.8205376525048,-44.415357117082,-47.6700127093157,-43.9172115718025,-30.6654292705028,-35.5187794430352,-38.2592386931435,-43.3395915927407,-40.8596526045698,-45.5545558688453,-44.1214023744732,-45.4508395487566,-41.8341752028657,-45.1269719094386,-58.6949757552482,-54.3532866140282,-48.8154499258529,15.3225556114911,18.4487563216604,16.6838103053543,18.4346999567591,38.8074180152937,45.3102367506767,22.216609568941,32.2558460565946,100.811098481997,102.668995803624,77.22620664097,96.6740129571412,91.4286256813255,68.2950463705726,88.51383925471,75.7154150567546,18.1921230493919,19.9110594865121,21.1383230790316,14.9388154004933,10.2539057107115,26.1365357623258,44.0205496258101,16.3722481020455
"PgS",-3.51674659475008,-1.28039237992577,0.473256915716356,62.1009741562226,2.46583278676531,-2.80121076159167,-1.62285251525052,10.9578791674405,18.4296893564767,21.9592381968388,21.756359313647,56.7573920398838,80.3135412526284,71.9464843987793,86.768342281616,52.6577032724482,-46.1625971083099,-36.9793226286677,-35.624874048613,-45.4426049206655,-44.132650334565,-41.0431516846334,-45.4304308863339,11.3513146716447,82.0144330857855,-22.7333436337042,34.1947834953373,82.8994139095955,86.9567508107868,70.7358073003005,80.7252461438618,19.7967446727484,-29.980917456218,-33.0729732506916,-24.4072601025404,-19.9602020761598,-23.2996548565382,-35.3448767803929,-36.0371768288551,-32.9556971905843,-34.8739048666011,-38.8418171735407,-51.8201900127114,-47.0150052097428,-51.5859091996547,-49.3939671120928,-36.7733151762459,-41.8929121783466,-40.4891408718066,-27.4717270171823,-25.4688222335066,-27.3626212311268,-26.9663594688773,-36.1401874104597,-35.1094459857318,-37.3530563547815,-40.9344615957496,-35.678445724899,-45.9086763865398,83.8897792396358,80.0047235148957,77.4762732039545,79.3560963425665,85.6682828068711,85.0044210005268,70.5398567244417,68.3672821876212,20.3381914004018,22.1107462702011,74.9579329196382,50.4900949990627,42.3248032041446,5.75596897112503,22.5899815924992,46.196136041396,-2.3226548590705,27.8956724488794,11.3493104356479,13.8320789541693,6.45179722182352,5.33563849339189,21.7698785134857,-6.46895795415891
"vRG1",19.3732131160568,16.8598420018933,25.1847663984514,27.7560227038502,30.8683118238197,7.58589840364513,20.5383766435536,82.5173074257815,97.1574698070367,98.8814870643167,97.4039843560587,87.9999117589765,54.7146882299185,15.1511083384042,25.8909747403143,38.4494804185692,-44.0897299687183,-38.3268070170436,-37.3428584951523,-44.7360127582443,-42.0007947853628,-41.3141677781583,-41.4098608917584,14.3591792360403,58.7506489324638,-22.1290117648025,88.3728889387401,62.6066274818745,23.8515606216747,18.797461609412,17.1887537523916,-9.77040406645967,-40.6663982853591,-38.2072040883281,-38.8127709831119,-30.6826273700774,-34.0732342598798,-41.2819381795362,-39.2030163614584,-37.6609671330419,-38.1853604401013,-40.9410017966333,-44.5635118987328,-44.8082314091551,-50.6459242121725,-49.2856395685629,-38.2462513659608,-43.559206859077,-37.2599513919997,-40.2403737865012,-37.2803657259222,-35.685116325703,-37.0904264114533,-40.5597050903875,-38.7589555073367,-40.9244514642853,-42.9844967494476,-41.4398098343867,-36.9863897331156,20.6726692793616,21.2096460075343,20.2683109954426,21.695327595623,44.6569086175488,53.7667227555671,34.9686881140356,45.3788331396699,99.6656467740534,98.8539763765835,76.1856786641289,93.2920833931204,95.2740484660678,54.1834879621218,76.4987445275554,75.7036541628606,19.8085507725401,27.7542453045171,24.8048319688518,21.742690179159,16.0522955901515,29.625220224569,47.3663804780148,16.5122580391665
"ExN:ExM",-55.1100757388417,-53.7144082488416,-65.6297688998399,-125.197803456978,-74.7010369494995,-28.7256888166054,-79.196122185182,-107.065804285132,-109.528703390931,-112.880323723325,-109.740138096046,-120.4659381232,-137.940065830685,-102.003024509432,-109.91704321077,-59.3190820058994,114.385750026651,0.43148013822914,-12.8512112474347,66.809781434689,145.18479562144,48.1690142156416,114.540114093887,-51.9183611212207,-134.275130551537,5.25041422778779,-121.874103825686,-130.753245072302,-119.084541616092,-109.551697412813,-119.720596377872,-40.0078206078073,-2.95275427202792,2.43416170320556,-9.10935499179416,-1.45976438349385,-1.17522108166338,-3.94398383781681,-6.0743756722505,-10.5114868209013,-13.3039178089626,14.3615552787163,142.73648320046,89.0968337516038,124.452887602438,93.9156812504181,-5.71407088277676,30.9597738214131,14.0615213606688,-6.10834111141099,-3.45526889536865,0.435227738566871,-1.35404607178332,-5.23675569786642,-12.2286206232362,-8.2351632570267,5.88838794453289,2.40220651631373,0.356435125068569,-120.945619155709,-111.660869015476,-119.437053675162,-117.425711788955,-139.875125229863,-141.950202541164,-111.983051807837,-92.8050650864664,-112.344952818117,-111.948834939963,-135.593754011544,-129.123935412629,-131.363876734173,-107.748172074503,-131.03474680301,-138.446257503755,-58.7337184103485,-93.7862972365446,-82.4848149094539,-70.4991316612283,-55.0807360930804,-90.056565912003,-119.919648480636,-74.7523891443159
"ExN:IP",-16.6974723878215,-15.2546060490971,-18.2215216532177,-1.76021797198953,-15.7563737837869,4.96747452265633,-29.6659587000755,-21.0876990134961,-11.8875239765121,-2.61794109596836,-8.25544333825059,3.79133903138943,13.4537232457365,23.6721934671061,27.6709119248089,141.849030827288,37.2263693451008,-55.0550900860042,-55.9262207466214,-49.9291177303424,-5.77353059995331,-43.0808134046852,-33.83233350815,-4.68844455284522,25.3410103892718,-3.10821485923362,-4.50520949416603,23.822425028639,21.9051688887151,18.4813881805356,18.6535256857169,34.110889603624,-11.943705430542,-13.8468789483873,-11.6269653947766,-0.168444047893416,-7.65380983523748,-36.4943246765685,-40.0997883499511,-21.599696925667,-37.9639769314649,-12.2264164488285,-23.6848364865623,-37.5898452578262,-8.03081292060637,-38.6765886648302,-56.311121443787,-54.0951030660459,-25.4858883614899,-11.9338651061881,-9.93438466416072,-8.00307433140529,-9.41333631000551,-38.5261378739312,-31.370550420941,-35.7005776208552,-24.6588961320986,-18.2582202119886,-27.3206818232253,20.3717618983818,26.1778904490358,19.8997604904447,23.5389211262292,26.2590036701651,26.9467314546266,42.11567884722,125.115802475225,-7.50796756781715,-7.73931968323509,9.51427736515264,0.398522708573329,-3.27118499466592,-29.4074260201416,-19.7757263517654,43.081997280793,-17.2981778920971,-12.3116956701737,-16.6532620388464,-10.2674118856613,-3.18937304560707,-13.0367624581839,3.61284886439828,-8.39452989951121
"ExN:ExM-U",-37.0451794835964,-39.6951841672588,-38.6321755701375,-49.6095713526641,-47.1329956153656,-48.277635402781,-23.364321239583,-55.4552698841135,-54.484672513422,-55.8886687202634,-55.0842919066033,-59.5734357070223,-53.4427897074186,-39.0373062576711,-41.1121415708267,-54.5320162801892,40.251119084632,84.8325661402022,85.8583462504833,111.723569481792,59.0387317423626,135.730979097131,115.714147056287,-24.7652276459222,-67.8463242158549,9.84627028783082,-68.3708396835345,-74.7738222525958,-45.7313135653339,-41.5825527942812,-44.8178842955404,-70.2923230749196,-46.5293511847194,-40.4720174234824,-48.8541017313489,-52.9269395196745,-56.3914797108767,-30.0541156495436,-24.1958148672932,-38.1317842012371,-22.178842664504,-15.634837343679,95.1331051732817,126.388214770107,92.1231027391689,110.98236086647,87.0472724444622,101.498315521031,49.4204004662587,-49.0400691822244,-53.8004979582759,-47.7057917810915,-50.7990685827435,-27.2642131538341,-30.1823616367607,-29.5070952736907,-24.4282908869875,-37.1791681835474,6.24393416997348,-45.5192071035784,-41.0436529322283,-44.3291872189999,-43.288496114924,-60.4675117107468,-66.494690061864,-81.1845070248687,-72.7529263588358,-55.8953398843729,-55.8476850404087,-59.3320452625853,-60.7352335397042,-66.5396085613096,-44.581061784395,-59.6881240348277,-75.9443363332676,-44.800558261927,-47.4157607018932,-52.646861361192,-37.5138243952919,-49.4430132935552,-61.7349239690666,-77.741722984719,-52.0483936642603
"InCGE:InMGE",-24.9258212424201,-21.7263132286751,-14.9092162504073,-48.148626200654,17.8354437482952,8.02930546249108,-33.9714698394584,-52.7637366536369,-61.1002388388551,-64.8788951680087,-63.2312881695444,-66.8245904197778,-68.4810088798063,-52.1258437479233,-60.066498357439,-57.6096795969278,-32.0143527615503,-30.5022648250598,-27.0512336424909,-36.1975736969727,-40.4268675600635,-36.6318356176302,-39.6623418271428,-9.02383716559637,-60.9618266742489,25.4292644895794,-48.8022957522168,-44.0296429545382,-50.0798199582527,-50.9304623554947,-38.7502578334442,121.60319513475,191.104771882461,185.070481148981,191.81916757234,166.282595351486,180.947278020453,186.402783380989,173.078817785607,190.026379460693,182.99255667369,134.43879204504,-43.4737703937903,-41.1389850462069,-41.8778319718261,-41.1618121693039,-29.0567712127907,-33.809407266743,6.65714405679428,194.17804065972,189.601809947367,179.810915448475,186.882181403645,181.526187468045,189.607032535975,194.133669506513,176.773769154501,187.076854835343,106.879715907048,-44.8507339470657,-57.3323120762138,-49.6105936387555,-54.1774983671773,-54.9732729936341,-58.1845443062872,16.4102349534494,-36.5764671384264,-63.7272237258398,-63.9772614514312,-71.5117615577575,-70.5036006938691,-60.4420410123144,-51.0561864967553,-60.0930254262795,-57.0129924247147,-26.4349909874809,-30.7884151431413,-33.4972351303661,-21.6180223312565,-5.65486455720295,10.2435400697555,-10.9163593002703,44.2868502599532
"ExN:InMGE",-41.7716511679432,-38.5102702706318,-30.8432735088232,-67.967065098339,-7.5060824942638,-14.0030632998801,-40.1562379272022,-70.4005195647,-82.9417696383711,-89.9768779968555,-86.6446468622079,-88.0649143725627,-87.1920308730346,-65.8266662336031,-73.8468667818546,-80.9150955981153,-4.24279321605007,17.8696629470515,18.822166179155,29.120205118379,0.390350283341683,35.5735625219252,24.9602877033301,-22.8920141897065,-79.7914200779213,27.5691373365186,-81.3121759582954,-75.126816469628,-68.4342733302111,-65.9003871462474,-57.8940885556412,58.2499688289957,156.348685463292,144.344628885021,148.833649410876,124.687450171412,140.528735635191,156.504884533698,144.427232528197,151.869875071852,140.642230629937,110.761354045576,15.2617312776423,29.2284759096656,15.8122530058886,25.3906326117945,18.6049764158902,22.5484161770181,32.4299645731358,154.84480768317,149.558350772249,138.688294364951,145.65218106756,151.748540338584,148.44792204821,156.041474474183,140.511635684677,147.75775720911,90.5760305483913,-63.5391452308743,-71.0417983797975,-65.9441770118717,-69.2679422207205,-77.3544320949512,-79.1609548248813,-27.5874627661024,-66.8895100065714,-87.6994875369041,-87.7041787801138,-92.2335282463524,-93.3512197737514,-89.0035972929488,-63.5426987249817,-79.122273222798,-82.8920192725942,-45.0619522930293,-50.1058924879189,-52.8236780380644,-38.3204354844033,-28.3802060694146,-19.1623362389018,-44.3829299259602,22.8726639346309
"ExDp1:ExDp2",-34.0911158209257,-35.3552922963052,-25.9169732812239,-60.5154451979841,-35.5326126470872,-39.4206884814236,6.3175806978044,-58.7821934822842,-77.4898719025523,-86.3062652036384,-80.3542536608228,-94.4394775716147,-88.0848868706256,-60.6426931304445,-72.6695059529051,-79.1854248654728,69.3997489253961,165.700738432448,163.821138978611,147.137065720961,59.9102199669642,122.094834124261,74.7980227555773,-21.0164949269614,-93.098041339419,42.5176542534488,-96.5347512431323,-104.830821081455,-71.8278104423243,-62.7507796721627,-68.2213902658774,-62.2126406705959,-32.0476404638782,-33.5942563181676,-40.1675481045951,-48.9690880124126,-46.0173168959536,-11.3369627226125,-6.85149124275849,-19.9129897317669,0.559270049186619,12.0161211559115,74.8951596746873,112.376566634338,101.803920095825,139.274400886828,165.786270303901,164.580136860371,120.549475501936,-37.0023039671992,-42.4623560931716,-42.4247240381733,-42.2545941811275,-9.30697840576142,-9.34911676136644,-9.34688536786341,1.21538684623814,-18.5095165141069,65.8176737199926,-70.4551910019264,-68.9932666412522,-68.3301599768311,-69.7975834904302,-93.0386007088209,-95.9865420108985,-101.409731925201,-101.273504717871,-83.0490784936114,-82.6467626276979,-101.272889887106,-101.30112199763,-101.496816145085,-28.9201633407163,-60.4721160187484,-90.533925466856,-38.3267237623234,-43.0282570182311,-45.4312380084525,-36.4145086519629,-42.9215486711476,-48.1878836703091,-66.9586238221491,-14.7423689544253
"ExN:ExDp2",-42.4385480177434,-42.23183537931,-30.4169346238904,-68.6073216475711,-34.0718612201317,-43.5175639431245,-1.67576175132227,-75.9408862745086,-97.3789143910641,-104.102051277586,-99.651023404637,-118.990812285998,-107.857324153694,-70.6847823105843,-87.7087193803689,-95.3189123228881,64.648514796988,163.182145173886,163.165961608551,147.129526291221,55.9806947420034,128.874463816313,77.2390871523368,-24.3699951848067,-110.903459249328,48.1187890568857,-115.677891458798,-119.866528143528,-82.9680566472543,-72.5486643180715,-76.6875917048919,-46.0899441739709,7.14301920969571,3.91720317992359,-3.12744715545459,-17.7261929991654,-10.3185705055251,31.9297612841978,38.4103416782734,16.4254833621687,36.7536628534684,42.327281191873,73.80501288708,115.791756062364,101.258949757996,139.606295597019,164.304999333817,164.96019721823,128.881923452135,1.78938000331627,-4.69611127792388,-6.83563643568234,-4.91099888335869,35.7137797089598,28.2092271700413,33.1146437523566,41.8833626486475,19.4641205775599,88.1901750251232,-80.2487729974628,-81.5077633510027,-78.3643646053799,-81.1099066695458,-107.127328202065,-111.9829071854,-98.2040297277806,-110.687472919559,-102.332208848037,-102.159382775309,-127.057244574574,-126.363918923286,-124.010361202234,-43.141366640697,-79.2468056953243,-108.904876349146,-47.0509326535662,-49.5068298691344,-53.5740817209563,-42.1640187649239,-47.4562515105556,-48.5873040502306,-68.7369536742033,-10.7611312549811
"oRG:vRG",21.9295202237773,26.0070437731795,30.3098814064887,37.0844550877484,44.1095609692147,8.72835129806924,36.5167816083291,123.437804801083,143.270363255029,151.934546386685,151.076430949355,131.40516006699,83.7332086293991,23.8965476715547,36.3641104574097,46.3870810723367,-59.2582238819813,-43.6225987809216,-42.7275871220145,-56.0915120019414,-62.0026614968244,-57.6833665301811,-57.7736692564065,16.2261508094686,84.7541491924967,-33.0194906503214,122.67879624097,76.814178907461,31.4932492496693,30.2202637313232,22.6711621210355,-18.4663509950734,-64.4507802922303,-67.8454903035248,-70.4668052210954,-60.4034101553,-60.8130323327654,-68.5405705102309,-63.4423710413538,-68.8120724385578,-61.454503878085,-82.1962796015581,-62.5306417419828,-61.0233875629114,-64.9014888027174,-60.5665847711433,-43.509130855656,-49.9281614656925,-49.8254527552273,-68.3780446024402,-65.2862404591764,-68.65460148497,-68.5465744745316,-66.750006702978,-66.239008622198,-69.5089984144104,-84.5207520686512,-81.0797620529771,-69.642214599827,27.4674167944925,31.8986942602877,30.3494653217565,32.5346622802878,61.9761124958543,74.977239459198,39.1724539822651,52.4751358952879,149.861415229807,151.269496679637,116.968775281291,144.927513783442,138.899006518967,89.6279704451906,119.111768664942,105.19629809063,25.3421001285285,34.6235611692896,31.0019007597281,26.1322510142503,20.7357034078941,40.5687709780111,65.7270948338539,26.6712696162896
"oRG:OPC",33.2816847717442,38.859228002137,42.6187297751373,67.4584319041756,50.4649179059438,11.2393905960837,126.509355874981,132.475080084401,130.017519622449,124.654907722567,121.908153164031,133.112776423387,88.8043739550075,46.9969485634634,55.7896949113304,45.1894975410544,-70.0531159892189,-44.8370967693948,-41.9227222404671,-59.6649823617864,-72.9090819215283,-54.1885249257425,-69.8111602832059,24.3320479698371,82.708118289336,-21.8753604111801,114.257106309086,97.2408941923573,55.2893015870641,53.9369750106826,50.6951234614718,-12.0369458105179,-46.4536931764451,-45.0607596224029,-44.1547014028287,-39.6211017668141,-43.2151245393622,-50.7714875587852,-47.9823925233906,-48.8664611392965,-43.1701030591459,-54.3386487677079,-77.9641577705246,-66.2949768432365,-80.3347583814085,-70.6526435201714,-43.9329938787435,-54.0950917591836,-37.7403329014529,-45.9377777987727,-44.9885077104978,-43.5171252304255,-44.7717672577783,-49.8123218953238,-46.6324011151405,-49.5832254421875,-55.170564961196,-51.1245229140268,-39.4087058731152,53.2868457767304,52.2501975224599,54.7759573874552,54.3508065914582,80.1297480115653,83.0233510375987,49.8833920870043,58.1914560781968,129.940400837013,126.714813565304,118.259399134196,139.376582614351,133.936690936845,150.505449325778,157.544701463829,149.465347264976,37.9324896913022,57.5827132021436,53.5168379307586,41.6022275600521,29.9900745332615,54.5198318763084,90.0710036880849,37.295365678261
"PgG2M:PgS",-5.01018582914005,-1.53498307720256,1.92919918643004,99.2839590835623,0.18588884568507,-4.28082555346248,-3.94687605193191,12.2150530151504,21.9846207113749,24.6940603335397,25.0563849992934,62.6045898239152,111.045002498585,124.325476477797,113.985875605899,58.761472354058,-53.2751052503992,-48.0950443694267,-44.4232403787961,-56.7737176111429,-61.2533147845333,-51.5483431460643,-60.5490727384532,15.8514244415804,103.83849325199,-30.8475779963486,36.8576459272892,73.3563748743463,113.390377646284,127.090274062284,119.84365355839,20.5283066861744,-42.59086008315,-45.6929290383011,-35.1939050212469,-27.1842660930955,-36.8443782798586,-50.7789097294818,-53.9855906134119,-47.500875959641,-51.8852009352299,-57.4125293690302,-67.8216100763485,-59.3384253723652,-62.1774997297193,-60.6156566750672,-46.5917068357667,-52.4204345038931,-54.0136137659543,-39.5183574405523,-38.6598294103516,-37.5772819087656,-38.9719077303972,-53.1157234048135,-51.5328127121545,-54.6280910282875,-62.4420313992633,-52.8918564085883,-66.9516604261786,117.567042434562,121.701200007981,125.267131630543,123.435272107258,105.597967116906,105.536876034321,79.9193507689326,74.2418328199393,23.5452588199121,25.688386225294,90.9662987972371,60.6543538315335,48.5132542875126,5.63890141643744,26.9642894388456,52.996387117965,-3.10415167871724,46.4675306240941,19.6063481793804,20.1141124411338,9.17613621003083,5.29684673556517,24.1219005684723,-10.8091173798918
"oRG:PgS",14.5062226407705,18.130594684608,25.6372209683496,107.590755626791,35.1460001801197,3.56874745944793,58.5506778834867,75.7763007459419,82.3408919223004,80.5356092868917,81.3628644487559,124.945271066762,147.6062925853,132.717116613662,126.399596232443,83.3905674115493,-88.9512578978768,-70.1883544584973,-63.1939512072161,-87.7514915604975,-97.8830078561157,-73.194481918885,-87.8234427678155,27.7048303110615,147.753735338698,-31.082386034437,95.5644597814825,111.242184837132,122.265650659304,141.602355255238,128.445855555963,10.3578831876699,-58.3005748569188,-57.9716704071152,-50.6953830903443,-43.8567973970718,-53.7645672348988,-69.5625361362945,-74.4040643282132,-65.3210449910347,-69.1744994181587,-80.8420968557103,-102.401174104773,-87.6212187946835,-102.190211744104,-97.7985282399387,-67.3970994851145,-79.0901056667231,-57.6203313350596,-55.0780258798777,-54.8481490585458,-52.5011192704847,-54.5844564420535,-72.8304710533818,-69.2742669820807,-73.4535259995034,-83.6797271707498,-69.6051592350855,-62.617844839794,126.43868220852,132.194569574263,137.49066530028,135.181962172305,133.344531879689,143.019110933787,95.2769724249801,100.443572513958,82.5379893713657,83.548293544364,145.792861759237,122.765760963884,110.957945646138,76.9094453384746,96.6796430915008,116.638030426445,18.1190667138218,65.6692533941495,43.6060901412096,39.8318810182213,24.9943537808269,41.2390491786909,68.7591098281177,9.66934547660246
"ExN:PgS",32.2343864726079,17.8077320598469,17.9027552046919,45.8360714695471,15.9232243766732,-0.92757675115228,52.3566069603904,23.3710635666443,15.8708349978247,12.669450192918,13.3639825032284,29.9886328331189,53.933981977913,54.4253131359833,47.0465914844733,-5.29963243688184,-29.3255614205622,52.3939707793277,54.1407902125453,26.7204426405987,-35.3655770113219,17.3188093264651,-18.8373643879246,24.3090920675932,49.234444107647,0.576480758079687,22.1459619334195,29.7688496723516,45.9532097242383,57.9681617593456,48.9682378025105,-19.9010117110493,-56.0130666502593,-53.5118308470173,-51.8758515648278,-56.7660761297751,-59.0317565871748,-52.8677062130351,-48.2718190887358,-52.516701797544,-33.7705801342966,-42.5043653486144,-26.3200853383632,2.71440966867424,-12.8989245628562,14.6436675335867,53.6330630397679,44.0162691802414,22.2471107951033,-55.0092982853258,-57.7819094360204,-57.014529409625,-58.1447246039907,-51.6374733520066,-43.4662194038759,-48.6284464633978,-50.7695088580993,-54.3316557384091,-9.13065752657152,47.9424097433851,51.9468732449573,54.4542945647612,53.0070616808419,45.8137081437823,47.3194025564855,17.2289949576918,1.73405533400533,14.4853785810347,14.4278701519477,45.1253858933611,31.0276922785021,27.9861897787486,41.8333753908581,37.4686102913359,28.2398172478548,27.4614696352395,32.5811913979154,32.5592294051707,32.5910038607291,19.5266934262812,20.4860567555424,27.0043187535441,14.7190069950803
