"","Endothelial","Mural","U1","U2","U4","Microglia","OPC","Astrocyte","oRG","tRG","vRG","RG.div2","RG.div1","IPC.div1","IPC.div2","nEN","IPC.nEN3","nEN.early1","EN.V1.1","EN.PFC1","EN.PFC2","EN.PFC3","EN.V1.3","EN.V1.2","Choroid","RG.early","Glyc","MGE.RG1","MGE.RG2","MGE.div","MGE.IPC1","MGE.IPC2","MGE.IPC3","nIN1","nIN2","nIN3","nIN4","nIN5","IN.CTX.MGE1","IN.CTX.MGE2","IN.CTX.CGE1","IN.CTX.CGE2","IN.STR","EN.PFC3.EN.V1.2.1","EN.V1.3.EN.V1.2.2","nEN.early1.EN.V1.2.3","EN.PFC2.EN.V1.2.4","EN.V1.1.EN.PFC1.1","EN.PFC2.EN.PFC1.5","Glyc.EN.PFC1.6","IPC.nEN1.EN.PFC1.7","nIN1.nIN3.1","nIN5.nIN3.2","nIN4.nIN2.1","nIN5.nIN2.3","IN.CTX.MGE1.IN.CTX.MGE2.1","IN.CTX.CGE1.IN.CTX.CGE2.1","IN.CTX.MGE1.IN.CTX.CGE2.2","IN.STR.IN.CTX.CGE2.3","nIN5.IN.CTX.CGE2.4","IPC.nEN1.IN.CTX.CGE2.8","MGE.div.MGE.IPC2.1","IPC.div1.IPC.div2.1","MGE.IPC1.MGE.IPC2.2","IPC.div1.MGE.IPC2.3","MGE.RG2.MGE.IPC2.4","RG.early.MGE.IPC2.5","MGE.IPC3.MGE.IPC2.6","IPC.nEN3.MGE.IPC2.7","oRG.tRG.1","vRG.tRG.2","RG.div2.RG.div1.1","vRG.RG.div1.3","MGE.RG1.RG.div1.4","OPC.Astrocyte.1","MGE.RG1.Astrocyte.5","IPC.nEN3.Astrocyte.8","Endothelial.Mural.1","U2.U1.1","Endothelial.U1.2","Choroid.U1.3","Microglia.U1.4","Microglia.U4.5","IPC.nEN3.U4.9","IPC.nEN1.U4.10"
"ExM-U",-30.2700449792745,-37.3585609102991,-33.1395783296261,-59.0463158399817,-39.4379787428162,-40.3714527636143,-16.3342418323034,-53.9743955249786,-58.8998367376295,-61.3133846515094,-61.0022926433813,-73.1134051768922,-75.8112017763348,-53.6640411491599,-57.9734391004915,-40.0591620764006,-78.6212108621055,35.5241225449617,112.420722569174,114.677078342185,124.236892759935,60.3897283922995,160.664013566549,138.258925010616,-29.5230540650134,-80.4428304036328,10.1531306683368,-71.7712713020725,-90.038288681454,-62.1721505525603,-56.2848814709221,-59.5343159474503,-77.8427885166183,-49.1338421472514,-44.9966164830478,-46.834925157238,-51.3583178494039,-55.2418098102639,-26.9667880116038,-22.3500067490166,-34.1223764836303,-15.8391953554151,-21.4006195764591,110.312540066736,153.312634675949,113.885025126743,129.84460194958,116.637223785083,130.62689745148,53.8608581788529,0.43453879119225,-50.0018394291544,-53.8509016743558,-49.9455682895171,-52.3567867007298,-25.0587796115617,-25.2817131840595,-26.0145267792595,-25.9138313295437,-40.7752524844322,-38.9282128728247,-61.2122090169597,-57.6728605560399,-59.8500685040457,-59.822939414961,-81.1541563559271,-84.5005871322045,-102.745990417978,-98.3158769589326,-60.9910965429123,-61.7886305385992,-80.4409618960031,-74.8787773359312,-76.0374750606788,-37.5618585959887,-59.1212531505456,-88.6867403041059,-36.8006705619535,-46.7681582101078,-47.2000914138597,-41.975566786343,-49.9706549563352,-50.3739137226207,-71.6290708616167,-72.2413399382041
"InCGE",-15.6755400849255,-14.5085007815997,-14.1242143600374,-38.8659770113865,13.7440797243924,4.6138668144931,-17.6264360290417,-40.4162685601539,-48.9424855595474,-47.8216724140402,-47.6231078404428,-56.1083705216326,-52.8134727982794,-35.2576170371772,-43.7289644224305,-19.5789596405284,-48.6953922201137,-18.7975576371467,-22.4020565918083,-21.9097941612734,-24.3306162961552,-26.046168806412,-25.9245515094889,-27.2023025589488,-3.03812332067579,-50.189082205161,14.1912832391503,-36.2361227693207,-28.8111693709942,-31.4871785173848,-34.6303039705053,-24.044586457212,71.987134768943,132.541938969489,138.111247662365,131.395287426774,106.762223325852,120.951469148799,138.689599391072,133.4288573697,150.323556334788,151.269756450892,102.095948281308,-28.5687522639669,-28.0049749485115,-26.0119730456688,-25.9024595978692,-22.5153175281271,-23.7373510740684,-0.725632444177367,-10.382708095087,134.960132882956,129.583365193311,126.145704072873,130.015679234306,139.176153812314,156.002959080572,151.747485740193,136.301329388299,135.708494688925,64.7158578269232,-28.1408319163279,-40.1138041927639,-32.692084131583,-36.8873231397353,-38.4886486964113,-44.4861966820339,15.6255101293526,-25.3269752739016,-49.4582039012337,-49.1234485964484,-60.1698596016681,-58.6058614388452,-48.6605121068863,-31.4876599872802,-44.3481732136218,-44.7843217198148,-17.4423352028349,-27.5699372172572,-25.5415366158867,-12.5730788784313,-2.53127726833787,9.01618964442543,-5.19112804688723,29.018269120726
"InMGE",-14.7585048141936,-14.2053470688699,-13.1309182315563,-31.6121414798935,11.6838242611959,2.33503401488892,-20.2350893567454,-44.4895981217853,-50.4216542715598,-51.7549756311834,-51.5939858941642,-57.4215066367245,-49.3082853301985,-36.0061662547266,-37.6902968334039,-22.0158065263136,-48.093902403065,-23.8182610278,-16.4425889072257,-14.133235237157,-20.1809727240627,-26.8199919219476,-26.471334433512,-30.1597463736241,-5.52823189845987,-49.1878954519476,12.70387022514,-39.4341737600551,-32.8908566007156,-29.6650586970805,-36.4967837528644,-23.4129526863813,67.3126072611324,135.47475794293,132.960108242258,127.96616618511,123.85190806181,138.011729178847,138.8398683121,128.457769792421,127.540886531117,102.450570268115,101.184285986832,-31.7219678725613,-29.9722249243592,-30.228728238945,-24.3601524727256,-15.4323453243352,-18.614611114593,0.261296151436667,-14.2944190358578,133.88567554016,137.837510190626,134.733729679439,137.45337926367,134.9956019166,118.115681442992,129.0688478108,119.189121002142,129.862462599685,71.2132681469961,-26.9365371129639,-37.5284369643655,-32.8738513172859,-35.6166548495659,-37.7253072104179,-43.4402489149683,7.30948279573711,-29.5163153400757,-51.9404362670925,-52.5420084232031,-56.4248142554592,-59.6660996994332,-51.1073986682826,-36.5999766885449,-48.6344849009635,-47.290760767551,-15.9940527165432,-23.5913154047238,-21.0228704616263,-12.9468555674335,-5.09746721858213,4.75611384221236,-9.97640666255854,23.984297290924
"oRG1",17.375189974739,15.5059467653791,21.1503785848663,20.7209869821676,30.0639636153016,1.56188216335104,22.7556129117989,73.5289667236495,102.164002810136,100.766056680871,101.101526355878,105.28986526428,53.3503010791455,12.0662293912878,25.0949738669323,-32.7930315308297,34.3616781659733,-49.6354610775564,-38.0144756306232,-34.7485055450311,-42.3074277915155,-44.9130169313301,-44.2898626532836,-47.7538142429342,10.9750345749927,50.8520127629801,-20.6426013317013,80.0511029486352,62.4167505446543,19.6672014061098,14.9376678613212,11.9437488112839,-16.5124587624473,-41.7730713136532,-37.1267839891254,-40.8833412724192,-39.4685955375007,-40.260063507482,-42.1662985693781,-40.794751267645,-39.0433489022156,-38.428006217109,-47.1485638510069,-50.6406650561393,-49.767849263411,-56.0934478784625,-48.5470764213091,-36.6746766359828,-42.2500358282378,-37.0212327344368,-48.2668639663583,-41.898193326221,-41.7342991703185,-39.4068101282565,-41.10171722193,-41.8242959296826,-39.8413314043623,-42.1075522218864,-46.6342369588276,-45.2890310874512,-47.8884441129355,15.8447168652273,18.6264682931484,15.758547489786,18.1022339823395,43.228068301293,48.8709683157785,27.9414686854343,38.7110507449371,102.996085115698,102.705318127301,85.6039537384542,102.600853118153,92.6785540043322,53.4556237470092,73.9524282007345,72.993761639236,17.5428649171736,22.2108809218252,21.2053573963323,19.6236691810792,9.51337185699075,26.0205230397827,43.2651746919376,17.3102583907569
"PgS",-4.31923042402753,-2.03209820451603,1.69877032642504,60.8194748550274,1.62992557670055,-1.89575537785153,-2.74037006275635,12.2999568333905,20.6197411935032,22.5291687775519,21.5198257363528,49.8979331824658,66.6157547489681,62.2595477985696,71.8127612038876,-15.0606160247499,43.1843579121511,-37.0763606592271,-34.734827163423,-33.1960424013465,-38.1785780200313,-36.8297341899138,-34.2917819964972,-41.5846202193903,9.1957316324205,66.8374473152193,-20.9367605129879,29.5062302221684,64.4854170532631,72.5866617204586,62.9904462623276,70.4578583370268,18.0466608209085,-28.8454729244987,-32.7511665516611,-25.6930085192479,-19.397200595104,-25.469095887647,-36.3123357322288,-36.3750585615688,-29.2773877917684,-29.653037439168,-39.7381478862908,-42.1251760530933,-38.5043402070885,-40.8495757606453,-40.1038076412917,-34.3928641168104,-37.3668091331791,-33.2393095619747,-33.1254499570262,-27.7475020446978,-26.9453653592905,-27.0245279215547,-27.492587786432,-36.7197191809632,-30.1071313687435,-34.359451584919,-38.7158258697079,-34.1739450236522,-38.2831105753417,71.6677288571475,67.9061015742864,67.5279274542433,68.0396039703978,71.6312731736577,69.8721159650135,60.1674122835139,54.5966324671835,21.9440383123505,22.7191400284126,62.3168390646125,46.7412201255324,38.6829161922679,5.32341786679426,24.1425747400746,43.9718007904428,-3.21210333751687,31.7644184663794,13.4776623712237,12.3991587947282,3.51451932145923,3.83670179322755,20.2827818738958,-1.46879386225642
"vRG1",20.1573634869012,17.4375899487184,31.4471480976115,33.8364211715093,34.8382982149123,5.10439337214986,19.5560805120279,71.4067354041422,82.8128519469173,81.9231079102556,80.6178078030111,81.8757972255793,59.3091875858462,16.9029569055314,30.0038353685551,-29.4845366464751,38.7742127728469,-47.480665239214,-42.9119276650446,-39.0847843404641,-41.3853844811187,-43.9285123385615,-36.3593631626326,-39.5476206434995,13.8209030690286,63.0192679666505,-18.1202736390149,77.6465623062596,60.0327926519315,26.3170029573382,20.3121220610902,18.2776898548797,-11.402861640901,-44.8710143697205,-45.9198685943482,-42.834571901555,-36.637500834982,-43.3172868856295,-46.409804417907,-47.839030856325,-46.6253430050764,-43.4907140074801,-49.4059845295069,-44.231805841394,-40.9278974868945,-49.0349250990288,-45.3145502038642,-41.533719961638,-44.9217984184191,-35.075555894559,-42.694293272226,-44.85943366769,-44.7994012878687,-43.8159466748452,-45.2272474513882,-47.7998071009499,-46.4321924550797,-49.1992833081944,-51.742416229497,-50.5754704304024,-46.2409794682613,22.45734420041,24.014920182578,21.8806577329265,23.90611762016,47.3299941254657,57.5399409944017,34.8006438730272,42.5358948988477,83.2499045522446,82.254382581809,78.606620580367,85.1153803523992,82.5216726776541,51.4472099852508,69.9605596085937,69.374303089191,20.8336398461808,35.5798543163828,29.7529435969784,23.3381820516531,14.7642622263866,36.9253885757165,56.1856206749934,22.9111781966594
"ExN:ExM",-55.5984888329846,-54.182886567,-60.0045307651885,-91.1177132222406,-79.1388692804346,-28.2909393335695,-73.3555620798222,-112.413880631551,-123.819718840131,-123.152749845094,-123.942133123621,-128.508456399935,-103.75206258657,-76.798072789516,-91.2265088455497,92.7951365335328,-48.1460250111522,96.2027295802665,4.68780836654075,-10.4101806529815,53.5790057779904,107.60988591494,52.1993006935629,93.6064239233427,-51.8847172903841,-109.687377687425,5.74284969557693,-130.263234601459,-112.356016491057,-90.7082343265115,-79.1297181425503,-85.075941171095,-33.2909459588227,-4.82873243903902,0.420691521345639,-12.1073669781263,-3.54193751640956,-2.26745791840429,-5.01366643401724,-5.92515385895554,-12.3400327982532,-10.3137208548702,19.8497525161523,105.73966823696,81.326655231579,109.026125623188,77.5557876903823,-2.16376753410835,33.6296426948862,19.5631561967554,77.6741988480624,-8.5710102945785,-5.12672635807169,-1.67315749061099,-3.21629936734572,-5.64789059982259,-11.5487313474352,-8.5037975026788,6.65217594641214,3.13545112457632,38.6525381866285,-88.3027600407891,-85.944472167373,-84.73225999874,-86.4679335767176,-106.360043019982,-110.071372759911,-79.526508642278,-71.0923041260433,-125.082468444608,-125.617911559409,-119.54701010007,-128.987151938208,-136.52186036905,-107.189261182656,-134.927512050855,-131.490647613733,-58.237533393049,-80.096268923356,-77.6302436312028,-67.5948595649418,-57.5554353357052,-88.6018641471832,-110.288857173588,-43.6949785239305
"ExN:IP",-13.364702681778,-12.0927997412924,-18.6453942512282,-2.20576370302863,-19.2402764800788,3.6270807765621,-30.7771872943846,-24.3494042843441,-12.6480661685679,-2.66990653444707,-7.96371861643394,1.8424498386232,12.0715685618349,25.9740310804967,26.1549742655822,136.450486466272,124.664911114939,28.4264860108682,-52.4755030634409,-57.8566039745075,-46.463409293429,-3.42372157578133,-48.7596372505961,-31.6787062514809,-5.98595578826069,23.4142239486034,-4.18950446785265,-3.00294246878968,20.2506987987088,21.0210881586871,19.8278378346016,19.2514144676753,24.9886360710434,-9.63504091776855,-11.6482363262767,-11.7269764192638,-0.0149729402681044,-4.72502163976271,-33.2745160976405,-36.349157643452,-20.4699427608194,-34.7697013757251,-9.21610866075685,-21.1600868462703,-39.4158547527515,-7.84655904409873,-35.9993652352288,-55.8122220671309,-49.9616181457323,-19.6045021095153,71.6730146552387,-10.7242911872929,-7.57195390525944,-5.89910394005667,-6.96950029768974,-35.3686034837728,-28.6725386086516,-32.2083034214374,-21.3845189860223,-12.6910164959339,36.0212582524127,20.3072754844488,26.8874109203973,20.7694527620347,24.229570405563,24.3410169697476,24.5930167014949,31.6789797279305,100.173398096155,-7.91608433177819,-7.78385259652,7.17823911879253,-0.467794767774578,-2.80638683704354,-31.7723405411901,-21.304541074144,38.8038786196578,-14.0515690353813,-12.7349754676738,-15.4604250403291,-11.3700375374975,-3.01715738455773,-14.7081600454966,6.76255098619589,27.7711084600386
"ExN:ExM-U",-33.2858744534779,-40.5420081094526,-37.4764771449184,-59.3789684074458,-41.2523638478946,-39.645570717279,-21.9917203456169,-59.9100150642324,-59.6051156944808,-59.0428728497888,-59.2746644029681,-69.7071129934603,-70.6810515628286,-47.4383277038515,-51.6671129313199,-15.500706684814,-51.1442604847187,41.2405414752132,93.7680973884423,97.0042958580829,106.500456206476,59.456317553,142.284024321458,122.087517326298,-29.2675681237221,-74.9346977699376,9.09167491096384,-72.2409731725962,-84.9225778223354,-56.1297351759565,-51.5020130128557,-54.3356840207722,-65.4505513100956,-46.7906104996471,-43.8484542744605,-45.4053855318985,-45.0858206816681,-51.0401058323836,-32.1636110954123,-28.7577923208652,-35.6289806082805,-21.6987808421579,-20.6157769238758,101.378464567314,136.507548744363,107.792775224068,113.810486663142,97.8517812746003,111.463901870322,47.1908326228508,16.6625776723491,-47.9942291741886,-50.4253639257355,-46.0844660587748,-48.6152824915789,-30.9714871191205,-29.445886054417,-31.0737721236163,-27.9398187166981,-39.7794554552834,-24.606596834407,-55.5679428578319,-51.2366073410045,-54.509485399508,-53.796077390621,-74.5803958739601,-77.8974473562431,-89.0787943131947,-72.7496533984656,-60.1156975502799,-60.347496522184,-75.8425179102856,-71.76380270175,-74.8215473510389,-43.5830432268598,-62.8873975978493,-79.6535519891018,-40.5455332614807,-50.2260437871849,-51.9437817551476,-43.7145438649,-50.6308601505826,-51.5769657630972,-66.3606940747383,-63.3236102362596
"InCGE:InMGE",-19.7942022571016,-18.7613184350227,-20.0979736798816,-47.2212294635795,18.4576752857208,4.78360395055846,-25.1883364485907,-67.4156239824123,-80.9988179836459,-80.2033835339016,-79.4130069118923,-87.6626108537637,-73.0935308268998,-49.900900098376,-57.1662132541715,-27.6951907902617,-65.0349902957956,-33.9340854273935,-27.5696497017086,-24.4330552594659,-32.1860657213927,-41.6694227695128,-35.2605511704114,-39.6267693030814,-7.35138036329562,-70.7671421645133,18.5772709522952,-65.4211583710204,-47.9218155608391,-42.5410435397286,-49.3253899525683,-33.0039271009394,99.19757535832,187.737789386571,187.132572915426,180.994864444095,166.36421486241,173.887136383463,174.800671555452,164.324058394222,181.898345370031,151.269308675354,129.313861862147,-45.5773956419275,-40.4250559363958,-42.6984435751999,-37.1558239469191,-26.3445011994761,-30.0644056368762,-0.150295113261429,-16.4543605294477,188.15788468661,183.490091155496,184.018716275534,185.236770618245,171.492743598824,167.90602857154,172.512885124434,157.953390160778,172.909298775862,87.0299083628069,-38.2207335693312,-54.3860487080758,-45.2768045426144,-50.436810666025,-54.8379028410933,-62.983076499559,16.3100209434783,-38.1771040907227,-83.1967791626356,-82.5057202266524,-87.2169229210856,-95.0886176606298,-86.7684909598571,-48.8004809467563,-74.5366697065651,-74.0189663465948,-21.5390842303931,-36.1651764871684,-30.4302805105823,-19.5054644530409,-5.62164237178804,9.23347669618701,-9.55380352347503,30.9144391207166
"ExN:InMGE",-34.0129751335285,-33.45252397917,-38.2688325952122,-71.200077155562,-6.56789052431043,-16.0053506581827,-32.0246399061038,-97.4276825694761,-109.292050152186,-112.631360610712,-111.884652586331,-112.289499275022,-95.8300353992769,-66.4890173405315,-74.4765181748392,-31.0624118354785,-83.3739010778817,-3.28718992348431,16.4786832880346,18.419180334731,27.2624525812769,-0.889293359670191,34.9531886463598,25.1287902539413,-20.1954436550957,-98.6779067403878,22.4011068293571,-108.607255038018,-87.7787194037451,-65.4615802013789,-68.1206046596075,-55.1409530609011,56.7998306233771,146.964895873661,143.376895703331,138.977357134525,119.534016000616,129.375565843551,148.705803361856,140.203972610284,139.873660775786,127.075107042884,110.410388378079,15.9946381053261,29.9669447436634,16.1343234726826,24.5624045633323,17.8310564252656,21.4170761088765,25.1941189850242,-5.8072839873863,146.633583973935,139.066402179419,136.626504420507,139.598876520534,146.072557995318,136.358514396317,144.056060037869,134.208314780295,137.792959167029,64.9243622665261,-60.8141545133352,-72.1684752095985,-66.0610716977669,-70.0794116597363,-85.5797286953481,-93.8857321194994,-31.0421326583669,-73.7114770218478,-113.81394858793,-114.381931582991,-112.374917394253,-125.442201245921,-128.864290276398,-67.2490986379311,-107.086170405312,-120.884046864922,-37.3653423093772,-58.6688694271434,-51.7364822857395,-37.4300200098507,-30.9624561455488,-20.464202263447,-53.1772868748103,7.88886143602207
"ExDp1:ExDp2",-25.5934956535499,-33.9550072188729,-31.0262917472055,-47.2163347426074,-29.2628164132639,-26.7279447488886,6.81900162922871,-56.6542999857595,-78.2088163347104,-83.0519312407684,-77.7667492188179,-83.860269005289,-65.0959339214148,-47.367720251504,-57.5311700321188,-48.8892197572751,-75.272932531118,68.4436485624567,161.065074454589,175.977923943957,139.694223661486,56.4553340334159,130.097914618802,74.9039842124691,-21.0406253760459,-70.8283763985051,45.8426145470935,-80.3437864407374,-91.8076230143917,-59.8587000240907,-48.4431672343647,-54.6172617649116,-79.6318777297723,-35.2611671428911,-39.5822387969338,-48.9454408756333,-50.4173209079632,-55.4432451336817,-12.6773604668628,-7.13146717972634,-23.8082041503096,0.308502278916199,5.1973842055489,72.5820313796234,115.020247268179,99.7498622068998,132.505537054003,170.450634250126,163.954874287459,113.123759320232,48.5036657548345,-43.1024957903458,-50.8180844915077,-47.3975373976838,-48.7328133579925,-9.94277466242018,-10.6009712923862,-10.5884695893354,-3.05356567633683,-25.809954535229,-0.405146914349701,-57.1177136841695,-52.9957931535668,-52.7043093121423,-53.6295461001364,-73.6539587862932,-73.817567297407,-96.1842037268932,-95.5334452723255,-81.9824199673321,-80.4208871461562,-78.9507752205336,-86.6189077589309,-86.501607452141,-21.8260762760565,-53.3064182419113,-85.3240164606971,-30.7389110822542,-41.8872636907755,-41.1306426817585,-35.8225252364946,-33.8275460597804,-40.972082530937,-61.9327807275971,-56.3581918465345
"ExN:ExDp2",-32.0768647679443,-41.4902788578075,-36.7720480760578,-57.4255536409599,-29.0531771861665,-28.5054205060116,1.18648884378156,-71.6177307404291,-100.558842396248,-106.738446364479,-101.118228032945,-108.830882764159,-81.8220202065774,-57.2192804155012,-70.926084692909,-60.3231491317123,-92.5227804750925,64.2358469404914,158.4506481582,171.718089787665,144.143101988223,54.9917624419354,146.349329257457,82.9991249037596,-25.9875506272152,-87.2094764028198,51.714570310134,-99.0124242564978,-111.905706158679,-70.2499177121002,-58.2294043356311,-62.0597406229311,-65.4137766102411,4.23273706871764,1.9601672088342,-5.47130351892679,-20.4076059779235,-15.039752522349,30.3300841923337,32.0238699671251,18.3427251241487,36.9211832458469,33.4215756063335,76.5906691963043,126.79167369948,101.794713955604,135.979598185981,167.039334470326,162.655838757055,117.063453241921,42.7965393327141,-0.591016943301257,-8.36299634173328,-10.2615645609487,-8.52158570218788,31.7749275505676,29.5943028757648,32.5119956546372,36.1502334038188,14.5149882800724,17.4497398917963,-65.993212990117,-64.5487311828757,-62.2232852976345,-64.2351014797521,-88.7658200917815,-89.2037103880643,-100.56591678577,-109.121674254446,-105.583146482289,-104.145876260152,-101.604089592434,-112.682979423898,-109.294562101116,-32.0778081664576,-68.6572796854879,-103.765081764912,-37.9235898342839,-50.3279329542582,-49.6652376036519,-43.7776540017628,-37.8139272995605,-41.7459389787695,-65.2929373908005,-48.2311686140594
"oRG:vRG",25.0170596867794,22.7755731921035,36.546375006796,44.1326753907507,46.079834672527,5.10715963522538,32.7978687270402,93.9861676235825,117.523647613716,119.258923025207,117.304362121806,123.875450651641,87.4557408766177,24.7080575315027,42.006600618686,-49.3097846023437,51.0998271582816,-76.6557879961232,-55.8399238958468,-53.7136547105172,-59.9803867527584,-60.4252792207869,-54.2628679791822,-59.3987051437293,22.6864477602764,92.701818771641,-26.5209148901506,103.322469351263,93.3979239031923,36.6792798439419,30.9430130666322,25.0423456792561,-21.7089640592957,-68.8329590344847,-63.6017006766211,-66.1564548393088,-63.7823435608616,-64.9186494139297,-62.0257622273082,-60.1189090493899,-62.792572414419,-60.2784452216924,-74.5515818348215,-63.9111946025432,-60.719401548069,-75.2030867443911,-67.1736694795151,-55.3975338846338,-62.2155157456851,-50.0335018510183,-67.020307141011,-68.9387283302562,-68.1715841005442,-66.9618656219692,-68.8411509572615,-61.8088188352487,-63.2344965070684,-64.7355436841322,-73.2903088199636,-73.4734969059141,-69.5803675367661,31.1848974563202,34.3392820307389,32.0312942694892,34.6295490009746,72.9886618936544,86.9022752074574,54.7626523535103,58.9598014216952,119.500549877339,118.994260277232,115.383758146025,124.516359450789,116.086261800113,72.4719508192858,96.2706770031052,97.5372505782986,25.5506375162051,42.8280800503793,35.2514018604364,35.6748432747546,19.4480984207074,43.5821199196978,65.424302645113,28.0330766160656
"oRG:OPC",41.5672612253861,45.7709143307941,46.0008054432063,67.2205415534089,60.2732266022159,9.56532507276434,112.123472060166,122.115749944941,120.803499661943,119.865638171614,116.738254426215,135.450417270314,85.4828271492988,47.4197937478916,56.6857349950438,-50.3300507933052,40.2903500559592,-66.0056878553481,-61.9666926882737,-52.8442654571947,-63.595941502778,-67.2607474861688,-57.8341452432575,-60.7162933407679,23.6745264915023,83.3029905832395,-22.3043970884378,111.89737690749,94.3270435192584,54.4796051609761,50.7347794473893,47.7250519888272,-15.1676486895881,-54.25649319131,-58.2149691904796,-50.3238998090029,-46.6668104384885,-47.9701832832513,-51.3832193889438,-50.3000044207969,-45.6474004379048,-40.5355135264157,-58.7935941940082,-68.2149786981367,-68.1031016628829,-77.2678337726632,-72.729945454576,-58.6549185734155,-69.4914526143042,-43.3444042524603,-62.0516196838094,-53.763231109046,-51.7226927567915,-54.8969004739161,-54.1751039493916,-51.444281213051,-43.933719744418,-49.1155470331463,-57.131997048714,-57.8314401258611,-56.1629501993872,51.2415488960904,52.6852774651986,51.8220345291459,53.1130102007395,75.8284398487574,81.3826552371341,51.3252221745404,53.6962534613804,122.578348925125,120.951006752931,117.01830925652,134.940217017765,130.953286677583,125.400975726803,139.207128121217,143.951137446684,51.2546379851937,61.7197411417968,64.2386043931588,46.9199005322029,31.1883419323948,64.4816983002173,104.249096672698,47.9706086770132
"PgG2M:PgS",-6.68865304401123,-2.72701880532994,4.9778499119139,93.7391507780043,-1.52578326853167,-3.31058092360897,-4.53159117761914,11.2506144519639,22.7295381730601,23.8072082313094,25.6740137448964,70.4377672444263,103.850862652549,102.820563719687,102.725497038395,-24.3989051711614,59.4958015670565,-51.8138938742918,-43.2831129019054,-43.7633964859694,-48.9090613064928,-51.7213155113115,-47.2956199823084,-62.8126398679832,14.2835022787339,106.919564494345,-28.8603318136617,39.6237964328498,88.1588050069512,99.7356835354626,104.179484731071,101.113481516204,21.3655067280797,-45.4029542200455,-50.4395807221255,-37.912326288761,-29.7917694185207,-39.2560768159498,-59.2621661023371,-59.7092250090956,-44.4640009175149,-47.2745314462922,-63.3278790757629,-61.2290659090951,-53.7676956159872,-56.7663195704665,-52.7084989103971,-44.0441106537713,-47.5571230664467,-40.4585374458749,-46.1602824786024,-42.3488252576572,-41.3686660491841,-41.2821522477746,-42.2812855876179,-60.4439528874748,-47.632665130492,-55.6433217587493,-63.2468723904602,-55.0379374706083,-63.9656642575535,100.970326839275,104.465959507577,104.146119900987,104.524259654982,103.773905425645,106.463038513925,86.0136489343681,79.3938026869293,23.6099633826988,26.1870300536909,94.3163520745918,65.7937551176407,53.560278426889,3.40856113591113,25.7358272613104,55.6885473105421,-4.62007828308146,59.5083505751448,23.0058652484193,19.7337485704183,5.80798980152511,3.16660553945603,21.8143540873889,-4.15018687276131
"oRG:PgS",15.7519828790207,22.8402243166577,33.5802857575133,106.32330580056,40.0329508908144,1.7147075784735,51.9965474958022,68.671727301525,75.883018171988,75.1788214669159,78.6269317503653,121.131325553189,126.55381497214,107.544744667767,113.275127019733,-56.312341924484,75.0491241310044,-81.060014263066,-62.9914419109401,-60.5512691353367,-72.5776926798505,-82.8676755853655,-67.4870859578723,-89.2452923217045,23.4979913448734,131.284862187735,-37.8830125432114,90.9985300536965,125.218057396168,113.245721036634,110.975760537668,109.866270506607,9.91525510112514,-63.9381216214728,-70.4465781574477,-58.3267687309972,-51.0132296745307,-57.3937635140502,-78.7867402974962,-80.5765223331647,-58.5252433032534,-60.3339086303726,-83.3026368563539,-90.6294568035248,-80.4141327358261,-88.449540032256,-80.3786731127015,-62.6164232428217,-70.6465127046138,-59.0297917076612,-75.4095124755082,-62.5105901995658,-60.7466510005184,-62.889408913932,-62.9861612414713,-80.9331469564283,-61.3250953369782,-72.2342361166416,-83.5485456809195,-75.3448610386758,-87.6708183024634,111.977615004081,111.839427801249,112.741930023878,112.797274161157,125.70261170854,129.91840921514,102.815186566241,96.99075981806,76.7320806280413,79.3967288159496,131.63142580912,115.799877870342,107.234620106766,66.3628394770091,91.3260513897619,109.318095444973,21.79485710046,79.8177756024794,53.6340426725272,39.7591255915699,20.6527629036723,38.3441684096891,65.7039265498351,13.4952614127392
"ExN:PgS",27.7431182319367,18.956805765034,20.1302424175268,43.7893022507822,17.9456147024886,-1.08244679043905,47.9633448203723,23.1669805089565,16.7646660711862,13.1987711029248,14.0937463500157,32.4389777227632,45.3316974477784,43.2225360705825,42.1801490367394,-100.233441541427,-5.94680238020492,-27.3330193538887,42.8551283523511,48.5723680595268,21.8096045250381,-36.2551846262425,16.7007963392251,-19.638230856502,23.0015066473876,39.9669577413974,1.80108633180763,20.7262873321876,32.3780502477532,43.178069395539,44.687635631456,42.809629536735,-29.0822515428893,-48.8454251007773,-56.3566700299602,-50.2718649115545,-53.6346172575828,-56.1567928616377,-42.891278111649,-37.940731627984,-40.939480864035,-31.7499139726373,-43.2534663048998,-26.7761738389899,2.1301540804958,-11.3329814551805,12.4152426700004,46.0265015421688,36.5292149295744,20.155075690693,-46.1920819293762,-51.0876341851543,-54.5860311108453,-56.3879923371458,-56.3405539958799,-41.0843369149689,-37.0227700599624,-39.9411589425691,-46.2969143885599,-52.6454650758328,-64.2909563887151,43.1976955784154,43.3805097055798,44.5710786065427,43.9379335899631,42.4628953821199,40.7877641155163,17.6347828531293,0.192359349772944,15.2864532282228,15.2715981190956,42.7404169276896,32.4645858510464,28.4322778155169,40.0634769460887,39.5129822081175,28.0842585970382,26.6170435913873,35.2456799844433,33.1031919330821,33.2449385054176,12.4843420703059,19.2358569647667,23.6823719797436,-11.1593591340971
