"","Endothelial","Mural","U1","U2","U4","Microglia","OPC","Astrocyte","oRG","tRG","vRG","RG.div2","RG.div1","IPC.div1","IPC.div2","IPC.nEN1","IPC.nEN3","nEN.early1","nEN.early2","EN.V1.1","EN.PFC1","EN.PFC2","EN.PFC3","EN.V1.3","EN.V1.2","Choroid","RG.early","Glyc","MGE.RG1","MGE.RG2","MGE.div","MGE.IPC1","MGE.IPC2","MGE.IPC3","nIN1","nIN2","nIN3","nIN4","nIN5","IN.CTX.MGE1","IN.CTX.MGE2","IN.CTX.CGE1","IN.CTX.CGE2","IN.STR","IPC.nEN1.nEN.late.3","EN.PFC3.EN.V1.2.1","EN.V1.3.EN.V1.2.2","nEN.early1.EN.V1.2.3","EN.PFC2.EN.V1.2.4","EN.V1.1.EN.PFC1.1","EN.PFC2.EN.PFC1.5","Glyc.EN.PFC1.6","IPC.nEN1.EN.PFC1.7","nIN1.nIN3.1","nIN5.nIN3.2","nIN4.nIN2.1","nIN5.nIN2.3","IN.CTX.MGE1.IN.CTX.MGE2.1","IN.CTX.CGE1.IN.CTX.CGE2.1","IN.CTX.MGE1.IN.CTX.CGE2.2","IN.STR.IN.CTX.CGE2.3","nIN5.IN.CTX.CGE2.4","IPC.nEN1.IN.CTX.CGE2.8","MGE.div.MGE.IPC2.1","IPC.div1.IPC.div2.1","MGE.IPC1.MGE.IPC2.2","IPC.div1.MGE.IPC2.3","MGE.RG2.MGE.IPC2.4","RG.early.MGE.IPC2.5","MGE.IPC3.MGE.IPC2.6","IPC.nEN3.MGE.IPC2.7","oRG.tRG.1","vRG.tRG.2","RG.div2.RG.div1.1","vRG.RG.div1.3","MGE.RG1.RG.div1.4","OPC.Astrocyte.1","MGE.RG1.Astrocyte.5","IPC.nEN3.Astrocyte.8","Endothelial.Mural.1","U2.U1.1","Endothelial.U1.2","Choroid.U1.3","Microglia.U1.4","Microglia.U4.5","IPC.nEN3.U4.9","IPC.nEN1.U4.10"
"ExM-U",-25.5501397479632,-35.2086020261919,-28.6216718717883,-45.1273898645085,-32.3799343701646,-35.3112217643715,-16.2382050851226,-43.8550446303677,-54.8037981852628,-65.5827914923706,-58.0301303309217,-66.5440687590145,-60.4322519790732,-46.7667172622408,-51.3326718686234,-68.385178385695,-103.331334833579,32.6898939819146,7.59612848939773,107.367231000375,90.7878573261933,133.225919058447,70.2932821397612,152.101149343224,118.035119512885,-21.6744505670192,-75.1939764391192,5.36829038722658,-68.1530171899605,-85.6650731812624,-57.5343084783437,-48.931272081575,-56.1641664613126,-85.0651240318198,-42.7958655706192,-39.9814963563459,-45.6370606179887,-51.2010120430513,-53.3848477168256,-22.605277357361,-17.8791695741831,-33.5814826967974,-16.5757158275675,-16.0550779129925,-44.1539127284168,106.984599734607,143.582293585824,100.074455472717,125.827805888793,99.7870415499215,116.167072119286,45.2179045927504,10.5048936506184,-45.4729095787944,-50.6185948235031,-47.1901906287137,-48.8912742618201,-20.4208879070753,-25.3298251791334,-23.5052113245763,-21.0905172406829,-35.1798920920102,-30.3154992310952,-57.074684872762,-50.2687583467705,-53.5527082210504,-52.8958285430529,-75.280243750073,-78.0724728787013,-105.953833720211,-116.543388335621,-60.3521669526519,-59.7699800461445,-67.3748432067849,-67.8989313779996,-71.2237065577098,-34.0266968800166,-53.1834394965374,-81.7163269683919,-31.3716523465,-38.2725694108447,-37.7564121841526,-30.7519321756717,-37.2467537087807,-44.2290404296849,-61.9718464353394,-59.4534251418964
"InCGE",-13.6602315292188,-12.4535705522198,-13.0209805415989,-45.5743010768654,16.1315934655734,5.18914270269724,-21.9572237306439,-34.8237887640089,-39.579403684789,-41.6961981436321,-39.348234674037,-45.3582946515921,-51.0439119533371,-44.1662258199919,-43.3148161054527,-24.8615265730123,-44.7055564628546,-21.9828657408369,-24.0131729294628,-23.6543192665721,-22.902007951122,-25.0273498575467,-28.0572022182588,-26.6445774823413,-28.8605929253657,-2.99281969524654,-49.4681358729488,14.4891954988269,-32.6984005246831,-28.8138949102448,-33.3179715606994,-40.472103728147,-27.9058780218073,67.3067071450516,119.53920550452,120.490810907098,112.277030526448,109.429458778458,114.030006782145,126.030134244987,114.079141891113,124.248470625528,130.2230416032,96.1130536704681,-27.7831002481681,-30.657778282547,-29.4568946206823,-28.8075829323666,-27.6301181492444,-23.6320119266053,-25.5813612622291,-1.34489031130237,-14.4828658150304,117.688231241511,117.23900733863,117.307660349731,118.28933351807,121.52278048126,130.806467161997,129.682621025926,119.096012657869,121.128254740953,71.8160509129296,-31.2315656018986,-45.4809132485452,-37.8560567586098,-42.1771847049234,-39.1030750354737,-45.1546613699968,13.0905653068513,-25.7850696361154,-40.9589418149215,-40.4527778217,-50.6609635615851,-46.9001221794346,-40.5022553095551,-32.7293915000139,-38.7770728789288,-37.562813346145,-14.8135709899573,-28.2288147329525,-24.2011483540045,-12.7194398630795,-3.27023711595717,11.8305850040356,-6.8186484246481,32.0650769065892
"InMGE",-15.5897030013138,-11.56871291324,-11.712785982702,-34.3131705572437,8.11468441739066,1.99495710115885,-15.8545479262398,-34.8283773024941,-49.3286904231121,-50.6376100450983,-48.7372809003835,-63.3374868879689,-60.3566502112281,-41.9183262236156,-49.4594476270171,-29.5046070776947,-47.5981814925728,-25.0246716934516,-32.4353998865079,-17.0365884526584,-15.4887653443866,-22.2057826894319,-27.425988673819,-26.3697933765617,-28.0305264225758,-5.99161635819271,-49.8203707124076,12.2939536300952,-43.5048096499278,-40.7831405716335,-40.8209211444987,-40.2034712320141,-31.9525345222077,86.2982421191857,173.39987031288,160.388719887839,154.650858098892,137.496767573691,155.749723160317,160.513366381532,150.219923745682,148.610637822663,134.180303278684,135.008305487641,-36.7607675549976,-29.6534404411278,-28.8322081501612,-30.1501506979021,-25.4946296741439,-16.4171576296719,-19.561704407352,-1.55078372640246,-19.50513097384,167.419355644549,164.825926598351,158.303413409926,163.611197669498,157.285630878811,146.375515549535,159.227820956272,160.322844554137,170.072633920498,91.0853737909074,-36.7907889110394,-46.6826498281959,-39.8196535329126,-43.8892659223174,-46.8837013842876,-48.6621658015477,7.27137461536555,-33.2728113385722,-50.6916560989595,-50.3689573418821,-66.5502826586625,-61.8606262661655,-53.1594246157908,-26.825230835889,-38.8242908779973,-43.0560297951685,-14.496463350455,-22.7754530917637,-20.3703292008376,-13.8523921326027,-5.41692074641492,3.30221088160819,-10.1113336784719,21.8376231927644
"oRG1",19.2730438577433,19.217231244023,25.7845596300005,21.541677796383,37.019432602098,3.52203369448846,25.6992139685382,86.668615138335,121.410477786226,116.092464272131,118.644280428188,103.088741549914,43.2704488971346,10.0523005200987,18.8975693184153,-23.7913757331609,38.6496570491051,-49.7127161988636,-43.4350911023723,-38.8070424432856,-38.7739912796222,-45.1204506502689,-50.2005474202718,-50.7675132796115,-49.8126795790456,11.0267764146536,44.9789508263208,-19.9682134808664,111.726592319102,52.2527345367267,15.2677088620329,12.5545829772167,9.93477432363497,-12.2153212491065,-38.7393276466606,-39.1431026046355,-39.4031023577168,-33.4208997610915,-37.5381349444237,-38.9719842421759,-39.0176914575571,-40.8474167188781,-40.9791144969356,-51.2127655232933,-39.1289748369271,-53.6501911473658,-54.3468321030933,-56.8932757870088,-50.5678503553046,-39.3624336623594,-44.5441332465432,-40.4707302226252,-47.993533681502,-39.6372566882488,-39.0581538915061,-37.5840199063495,-38.9439348973102,-39.536258549185,-41.666846560263,-41.9876510111786,-49.8708348785839,-45.5236183278003,-47.4314428364953,12.6325399015736,14.5031237124858,12.8513066002681,14.2884078421856,32.215475966087,39.7683525520949,20.4667012370284,37.3578798461738,120.948016258968,120.618448253314,74.5290647076239,109.735340293281,118.186093524089,64.5023793700685,96.5428086789103,96.1555331129604,21.3565023275969,27.3596638985039,28.6335769842468,21.06726192969,14.6766776924354,36.4483786164088,64.3941492823564,26.1278802630951
"PgS",-4.23177965147198,-1.59978760211327,1.60505705290161,60.3988837523409,2.52444080196949,-2.69871591423062,-2.3205417544892,10.4304175489952,19.5608251177926,21.6960105663556,23.3025138463457,53.4230203424505,77.8202186744311,79.0378038636816,81.9269188154881,19.9470792021953,51.1903339405917,-34.7782662420729,-35.8816727170392,-33.5031780355924,-33.7728790153162,-41.5286694171314,-39.9654121365684,-38.2179599145074,-39.8810703150828,8.99478437367823,69.6119577070972,-25.7153667717633,31.6708406248658,67.2816291330103,83.9365705321074,77.0017012961686,83.6617129225819,24.2164379499851,-34.5656371305042,-39.3202162996331,-28.6202793026237,-22.9270438111865,-29.7897391655045,-40.8635199392275,-43.907521043724,-36.1146316767043,-39.4423867833224,-45.5381970822625,3.30703036564621,-43.0610632990696,-41.5257251454133,-41.6337648883876,-42.7836819524498,-33.9246962020512,-37.7145573694411,-38.8004397773316,-24.7584950953818,-32.495062224758,-31.7307083560617,-32.4247428281263,-32.9708421057594,-42.8913809984733,-38.8980669641078,-42.5338960008047,-46.0707374959668,-40.5882800970008,-35.9712469568323,84.2205552749455,82.6632555828318,81.8758239362649,82.6054823121553,81.1192085776587,75.7382855072211,65.7414371857494,60.9285983245493,20.8668788775121,23.1744178103522,69.4847987091899,48.6323753138483,40.120667192287,5.15952342291575,22.3294940971215,44.5443895518295,-2.75304649798805,29.2328002789718,12.2076652471117,11.2724939095434,4.76105599372174,4.5229735830232,20.4647475337509,3.11886777044098
"vRG1",20.921286862332,20.2599715477185,26.9874891639917,29.2508356901539,33.7573170747593,8.91224811161477,22.2116744306252,82.0321591725364,100.102248239695,106.695605181957,99.7954997140024,107.701485364157,66.8551597334821,18.9695968091112,36.3259077060631,-14.4599925093924,42.0030366638328,-46.1477643129793,-47.5840281853551,-35.3951182647739,-34.7214379263446,-42.9898776206424,-48.6955190299307,-43.7344319637293,-50.4799549946558,13.5961256783372,66.3342714859438,-19.2810670772617,95.396345251176,87.182351775235,32.4554532470248,22.131226932435,21.9843201023149,-9.17386530399484,-45.0040258583677,-45.3282465678718,-41.8512493636705,-37.1639727662363,-40.5308758075797,-50.1041761620693,-45.3306238022867,-45.2455391614383,-43.7378775937785,-51.4379189315926,-28.9149906940016,-54.2714433213829,-49.9372696165864,-52.0878275011468,-47.3648441808672,-35.4386089239871,-40.405587550826,-34.870857783676,-41.1559710791881,-44.2213601064973,-42.9913228250704,-43.1806512582318,-43.8383733731209,-48.259378105773,-45.6160324144178,-49.2011372455914,-54.6488769118067,-51.2171081927234,-42.8966648613132,27.2350729770969,27.828462801737,25.0616637681462,27.656663409131,60.7041196847014,65.7754029655327,37.8504090080297,47.6160289740556,104.741441508528,102.783646320633,96.6851350017473,107.086482552406,104.556957539478,57.7965173119316,84.8637453966592,87.7312769329699,22.9990977361494,29.4675325328846,29.8238265754771,23.2531465481998,20.6817350237627,35.6575983782545,57.550543243881,24.7076221034001
"ExN:ExM",-66.0970980358101,-62.3316737232565,-66.1736212774381,-113.290227934971,-94.0034464234375,-26.8584246540922,-80.8595165863253,-121.137398727116,-142.185445549534,-145.426805981204,-146.24153183765,-149.674772605102,-117.962006041242,-77.7529395621049,-88.9809057806065,51.34580075292,-65.3128481155173,131.629135511764,159.646815783203,1.97121348088429,-14.3238692470443,60.5554253658345,127.392592429585,48.6616424460646,93.1241810681982,-44.4797878549514,-130.950803610187,2.03982926769954,-151.230329262178,-123.495228802119,-92.6348058605849,-81.9484424536564,-87.5980641821441,-35.8119754347035,-5.71875990743356,-2.34493920357027,-12.4617785319448,-5.72995722527721,-3.72506626172933,-6.39837380340984,-6.4304797214234,-12.1100818564821,-12.1379305315837,12.2461697097101,121.96139138624,119.730801639868,84.2937841295779,141.693497705895,93.0503450502412,-5.5420818816445,35.0327851879211,14.7721327103721,80.6136003102761,-8.94034265481516,-6.12522424275314,-4.07967450200901,-4.93191423514489,-6.56084987983068,-12.1940171078814,-8.95689767427659,3.13200865739184,-0.173935485317395,22.2567143071725,-90.6802557640218,-85.2748055096933,-87.0618645575383,-87.5024991524775,-114.747806021396,-126.709999286307,-95.1933607340817,-93.6187650056673,-147.123271967013,-148.309804609163,-142.605829893125,-160.327200809359,-166.800230044593,-112.905203202553,-152.510224784795,-156.392959054416,-69.6207917130325,-97.0541989949475,-90.2322389176144,-66.2941893813413,-52.0024450213592,-92.0309376382405,-115.337381176392,-57.7317988719971
"ExN:IP",-13.0956816820903,-10.477915751673,-15.8385930220415,-1.21191541642772,-18.4618004753514,7.16077893433441,-31.7675699459235,-19.0006205482251,-9.78673087883989,-1.88332310383131,-6.29167724945089,2.26475359674984,9.42725372403239,18.717121048001,23.1143579018262,137.419265655196,110.595631154888,32.6471763581164,57.0471841294606,-54.9494603003137,-56.2132106592307,-51.2926573393019,-5.02574804377617,-50.6828185370969,-32.5386508947274,-4.73376758057003,18.8105671036074,-1.17043938353631,-2.16877541740765,22.6426975799401,19.1182347501941,14.3473009001997,16.4656765468629,30.7595787054971,-10.1087992187089,-12.2540764411379,-11.3349878356113,-0.664901273268049,-4.88910963674784,-30.5058437250399,-30.006340379361,-19.941744450849,-35.2410028034927,-7.07302656682502,118.772570816162,-23.5717852375823,-42.054051066299,-5.3874950472561,-37.7020643024207,-56.2437767348549,-52.9416595505091,-21.9353003232121,63.8445127988378,-10.6956009720705,-7.71782876171669,-7.0942557086728,-7.63032155089406,-30.4676744613273,-28.4162728194742,-29.5451624020534,-18.6300435421504,-12.3386614624126,26.2739172946769,17.7694003832172,20.9396003433351,16.056412645729,18.7957005486432,21.7635844482417,20.6999949344487,35.0190871263538,90.6856493678031,-6.05006115182852,-6.00759594197408,6.20615624196768,0.172038297721558,-1.69557639473703,-27.2292227415501,-16.1057070445565,31.9129703682007,-12.5322237326579,-9.77730414661044,-12.3818487206195,-8.26400701499793,-1.23224371035863,-12.1675001411251,7.45745765430903,23.0257711635374
"ExN:ExM-U",-28.0555142775951,-37.2672189648748,-30.4910234938023,-43.0074104098986,-33.969394330239,-33.8230537984321,-22.0392362761662,-46.2087259240064,-55.057555657902,-64.1172802285401,-57.1037607613222,-63.1950622463164,-56.5968391758412,-40.6780429543311,-44.8135337904512,-32.2862436694232,-66.1140385770279,38.6567121139158,19.697490696064,91.602527438118,76.1390456815151,118.460862884963,65.4075457535728,133.825294803391,106.260709284178,-22.4085304910666,-65.5334329192888,5.23522150792765,-65.4234132755547,-76.9081943605585,-51.6452365527232,-44.2374243133763,-50.9740917625637,-71.6045860928111,-41.7121903163202,-38.8612584579761,-45.2366369240414,-47.408709538878,-50.669681110108,-27.0770464764364,-22.5692596136578,-36.3975096347267,-22.3526595498122,-15.6868744427794,-11.4452550677503,97.5344589677823,128.436912901779,96.0777890663171,113.845081515915,84.3854236530028,101.276537707623,41.0238003533369,22.8477687844148,-44.6912760599661,-48.7166441977634,-44.6322128508397,-46.6104186397109,-25.052711018824,-29.769391294662,-28.0833610136294,-22.9783210611517,-35.2725777733151,-19.9120320011477,-51.5032102170302,-43.7545798441623,-48.3127753978912,-46.8169585027512,-67.0634853525376,-68.316729443532,-90.4821998717144,-84.3159701123949,-59.8029445603751,-58.9219446248575,-63.4035624370864,-65.1178395259798,-68.3049995511499,-39.0740398793682,-55.3514795044758,-73.3513558565896,-33.9259093466853,-38.2728556348028,-39.0787090008578,-32.26331290839,-36.8811304409538,-44.9209388311398,-58.2401095800133,-54.8661362659102
"InCGE:InMGE",-22.7320571582623,-17.1943496473524,-17.304651137789,-54.0726928922732,14.7374682423946,4.66280522753046,-24.8934269209894,-43.2931297028869,-55.2488013541713,-59.1713005412417,-56.6669661440621,-68.5658093094312,-69.4660136362311,-52.3785827067501,-58.7952655097623,-37.2890959438203,-65.8821826000503,-29.7177978001057,-37.5326230166524,-24.6602599996368,-23.7592744857873,-30.7203762188974,-36.7168431658245,-34.087330584252,-37.5777306517183,-5.98145684681864,-62.5104084134418,16.3718242573176,-46.021129531223,-46.6772645430459,-47.5018372134523,-49.8401032465611,-37.7054359205869,105.314122854688,188.885686694412,185.166872982227,167.31220925891,156.6819506139,169.577777032949,190.151970582091,188.287678678903,174.246983219691,178.583499656765,162.671542377717,-44.2007076952827,-39.8883592671727,-37.6772509681692,-36.7130548025257,-33.8841008740712,-24.4529937365642,-27.8561355963103,-1.61188909321997,-20.7759620678012,180.309618904328,177.018719219359,176.337711847403,178.251409684834,191.715873057301,181.267567415498,192.711390480394,189.400570277673,189.07912041306,104.867034628091,-43.0631212108461,-56.7885572149755,-47.9226954558017,-53.0218235867838,-54.6717018204719,-59.1422192791764,13.5479286167053,-40.834216321681,-57.5843909432384,-57.7091471629836,-73.7482936004576,-68.6256586716753,-56.8760198108253,-37.9850487617145,-47.9054002335792,-51.7381981926974,-22.316144998318,-35.8144490693394,-34.1804806076113,-18.0841866507252,-6.05648329795193,7.87350358259489,-9.67594522717959,28.8176510382407
"ExN:InMGE",-33.0425229177701,-31.6890525645299,-32.3635066949464,-75.2095834034046,-6.44360362474491,-15.0863206214977,-31.0451264941232,-56.1208598686535,-72.8429880825112,-81.6647749642778,-74.7988146302914,-90.8477876838226,-90.7199095895703,-65.5093000235434,-73.2438293853984,-50.4277672130346,-93.541351427165,-5.07694964514315,-23.8763257778893,13.8497541014362,15.0873273797232,24.0098412623308,-0.891000186263842,31.6234571777252,22.9350825630056,-17.968433992123,-89.2503237515572,19.88669052879,-69.8190147738189,-77.5360818942334,-66.4962751124253,-64.578969638495,-57.2734655510706,57.5083241474974,143.747914487008,143.99225037455,132.063765289647,116.973610512439,126.609912237375,153.371957938316,151.435161488766,135.04214473898,141.837229872066,109.735650397843,-49.11979975843,14.4789903984135,26.7092177149277,12.0895623345969,20.3599241031094,14.6404475316767,17.2944140570025,23.1847887493176,-6.94965979068637,139.677580688425,134.410821665516,134.524874539077,135.520147249185,154.223853733593,142.137956147717,151.386055637617,136.320774637926,139.014914448761,83.2167626230039,-62.3001331958972,-71.0612777968318,-64.7387289721647,-68.9768602059685,-81.020399940877,-86.8224811591656,-31.8313619880274,-80.1848702968135,-77.6227844756367,-76.9602457835927,-97.8444511852167,-91.9946464747307,-80.9810319678965,-48.8711364013295,-64.6424709803959,-79.5738294580911,-35.7969740567915,-55.3980231735133,-51.5905417221511,-35.0446385908135,-27.5135321422098,-18.3456682932482,-40.688413394368,4.64366533361864
"ExDp1:ExDp2",-26.6755719671909,-33.1122582809278,-26.3009583298824,-50.4737437155016,-37.1503517959855,-39.8010783596599,6.39004261607992,-57.8561592658062,-75.4580954202285,-78.8989105276288,-75.1737936614754,-82.372187156393,-68.0874867412583,-47.587643196313,-55.8725411646164,-53.1644311898635,-80.6492196872333,66.3300418036604,-8.23747483302931,165.054567212247,172.74436639487,155.969960465803,62.2465710866083,125.296583720542,80.1889253010197,-18.3752716476123,-74.6174537996547,42.9986488335084,-77.5517469459291,-92.7808287528852,-58.5012353723846,-49.2838223947887,-55.2597298730978,-76.9764159861454,-26.1995198039743,-28.4098020113183,-35.0968339984647,-44.9455141005707,-38.2472091668658,-8.44216040319166,-5.5448918532465,-18.0984435545143,1.14592994297402,8.13791164079167,-46.4659953853264,80.0164520947982,115.70455535097,101.299995993101,141.876788115156,170.317951479159,169.061602265234,124.700616010541,62.7729384772531,-31.2313869805104,-35.424205823548,-37.4237994937064,-36.0961951569863,-7.04031162122364,-8.22100785108641,-7.66064494093698,-0.47481103798076,-18.5522432536915,4.67023569478282,-56.9884133799949,-52.5816464944497,-53.3675615344868,-53.8551618649347,-77.1383682737441,-77.9660864697354,-103.750591016604,-105.706235590501,-78.4946887268612,-77.8049513256375,-81.2775149866777,-89.569250322368,-86.3408245872038,-27.0717657831245,-56.0265754203821,-89.6666066933347,-31.4921893958028,-40.5570709354482,-41.9293605620343,-34.0513001118348,-45.2687026560249,-48.9420541080024,-73.3911669071868,-56.5575300021367
"ExN:ExDp2",-33.0582527586844,-39.9297632666316,-33.8539025596748,-63.5248510208419,-35.4824135314641,-42.6542002039449,-0.961848770451401,-70.8325896683815,-97.5467833317798,-103.707155296336,-97.6373341936088,-105.38364612065,-83.5991789482285,-57.0929251580633,-69.7861945334312,-64.7908504255278,-99.909375809968,59.3299684984445,-14.3193175487691,165.863472959597,173.309615904963,154.158967454379,59.3500985357339,126.408876458406,82.1088692702626,-22.1590304766876,-90.3689760082048,49.9085036780448,-94.559211404471,-111.909781307944,-69.4635419455783,-58.0848213329711,-63.72860364005,-64.7543550588136,6.16072297367466,3.78353201915948,-3.06505782093407,-17.8585584434697,-10.1510269599611,26.8800727380266,27.9315226297492,15.4404726775141,36.0623216091377,36.5488533675729,-58.318764119183,79.3588905952467,116.057806734057,96.8795154390141,138.591787423276,171.051035547823,167.958445096293,129.791698345711,58.1966242204894,1.39294535301057,-4.90325991884838,-6.93491531903034,-5.22597879858157,27.7797159437935,26.9745684995857,28.5725737593227,34.0092972638057,13.7529487978973,20.472555285503,-66.6897639372446,-64.2864617204651,-62.6085600189593,-64.4131191539981,-91.8661837889347,-92.8809963342663,-108.712285603196,-120.327023007706,-102.344580057865,-101.146995878547,-102.082230013298,-114.201930471214,-107.260786882192,-38.4329510203259,-71.8654508671437,-106.192317259529,-38.8455667388339,-52.1955542769894,-52.4580041594709,-42.3048344788826,-50.8477527047453,-50.6986767890171,-76.1650399932212,-48.8394079612859
"oRG:vRG",31.8258595508914,31.3759952419523,39.1920181820319,35.5368573284352,53.4257243593683,9.09909813291356,30.9425371362791,116.749620727328,153.974812144343,161.964602511166,153.965501934416,137.512425719354,70.6240004583204,18.9009381534709,34.040076863015,-24.5803229403083,54.9734672564116,-65.433412044395,-61.490795313299,-51.9274971933044,-52.5098738035192,-62.1543496460105,-68.8449500685288,-66.7054601502475,-76.7999732620213,16.5610483135814,73.9206377560263,-28.8815615658907,137.634459908536,89.7879320648901,29.9726436638298,23.1727491724789,20.208248423972,-14.9563770963218,-60.8523491700038,-66.1609926468263,-57.6698318340059,-50.1091676420748,-58.5171321825113,-65.1500676813636,-62.8532214299517,-64.1357934741127,-60.5080067302666,-76.0392415466707,-44.7855314691823,-80.2626837795825,-75.4439385228123,-76.9991604608361,-68.8290586621019,-52.8330480790757,-59.5895268893434,-51.2859763662864,-61.6897984277045,-60.2791291986409,-60.2219719431673,-60.737100396458,-61.6014374986984,-65.05064799984,-63.8166867076564,-67.3982141733217,-80.1902241696872,-73.0361060654664,-69.7391275817295,25.0436148164309,26.5869484484198,24.5235512441153,26.6172168669136,58.1445373641422,68.3674038827828,39.0468345968112,58.1721129380679,159.988281530413,157.584583804611,109.61311456703,145.304282764786,147.633544169916,78.1602592428158,115.94871514698,123.465005270995,36.6014315073632,41.5423850369122,48.2338049687389,32.2062203649201,27.2023891481622,52.1001561919926,83.494930721204,41.1888858426881
"oRG:OPC",30.7549683987053,29.1433077661691,36.5651459826752,56.9721531431075,66.1742967426765,11.4744183588373,108.151216513198,105.956983734948,94.2673507907734,90.4243353606449,91.4783652226348,97.2623051593455,85.8117197947776,54.7539484284454,62.4920497041485,-29.7184755441981,43.21292892887,-85.6642512506108,-84.8623110786699,-44.9205082085015,-42.2927008925508,-62.6524887368827,-67.4353380128437,-60.8806344120165,-65.4745069525191,23.8719657912395,81.1717693561917,-19.0216649377487,84.8313038673609,78.6399258793921,61.0740900271552,59.0391659292539,54.3381544582255,-14.5343247932976,-57.4569285910088,-54.1591110075839,-53.2448200890494,-48.9965397263647,-51.0840041728021,-58.4801843094994,-52.5674094841628,-55.8924263461641,-50.3638682794922,-59.5268457376086,-61.7328108457608,-70.1302427317363,-68.2045165320914,-84.4801294779348,-73.5114003401232,-44.4625628751656,-57.0913663992407,-38.7976474353401,-63.250298723708,-56.3733689457167,-54.4470220249686,-53.3621595386762,-54.8104230722516,-56.0541801934114,-54.1031307929968,-57.0888901919879,-63.8771765875995,-61.5630992552999,-54.7341333448996,58.3355442637476,60.9734394978395,60.4942007972418,61.7176405419495,77.6928152030548,81.0163283665279,52.7859200284305,54.9448207035228,93.143011966882,92.9085875547737,98.016576464937,99.5087066456355,94.8717737859934,118.652336985558,115.604501411017,107.8528598289,32.4338530795849,47.5997129125895,43.7218958151785,37.813773025676,29.9077452415782,61.8371164455174,83.3457991260737,46.8508098364748
"PgG2M:PgS",-5.59458433356063,-2.09733636791301,4.00424124503834,98.8402453541042,-0.19962951496694,-3.72790790447288,-3.73938815723382,10.5480427555181,20.3451585492361,20.9175189775195,22.8624931307804,61.8133557455776,114.447270074135,120.746452799697,118.942082023437,25.2868144492118,65.4918937206171,-52.3129827441842,-54.3944274182415,-49.7664506795188,-47.1528114389107,-62.5484945063996,-56.9822564519501,-55.4889499996229,-55.5221428545354,15.9076327304489,103.508878502497,-31.6394270041546,36.1171070726092,87.7305260047601,122.588090911924,121.395174047518,121.725469913153,28.826441290171,-47.7362459212298,-49.7354828066271,-39.1470605327227,-35.3629924110241,-40.3349706563384,-51.0532310302822,-55.6342516026831,-46.6701517338386,-47.6405180818676,-60.6889948746045,1.7279567228658,-59.9561397220622,-59.0306170052568,-60.3846281175854,-63.6973771498309,-48.8235529118471,-55.0181548582369,-49.2844407066088,-35.6318840560455,-44.5395935144312,-43.2043569740835,-44.6198542373507,-45.0497015183897,-53.9410354206135,-48.4593804215404,-53.0688481779559,-60.1899191716108,-54.833642357261,-52.8277772273223,123.053694301308,123.522019590719,124.647647174525,124.356846787212,117.470511311569,110.545906861237,92.9559688839599,82.1174466570125,20.924142940309,23.192418936532,93.5984819292509,58.238890333583,46.8658854096472,3.97021212108372,24.6616429008241,54.9586662504776,-3.65619456857216,50.8526196440135,23.5365808940139,20.7710397160322,8.19906806028063,4.78357898176261,25.0079246203035,2.76688241905421
"oRG:PgS",14.885931064597,17.7868886819311,25.0970874711564,102.912255688066,37.4402920597892,3.15475540019696,47.8942058430921,65.0061737196322,68.4231299408112,64.7660141764471,68.8231912383487,112.274778097745,137.342107681986,120.493737979411,139.5080100082,3.77908442773575,80.4185305388415,-91.5884852726678,-100.264090031067,-66.8763659091042,-61.7402899431558,-88.8365441371576,-83.7924462858387,-86.3546033162738,-92.385332423348,25.0129260212457,125.550929353241,-31.1208783352727,78.2680198335861,128.996235653581,139.631356185554,121.601717869576,129.830816809866,14.632500979047,-64.6858991286573,-65.540017400948,-60.1126391217377,-53.1185216291937,-58.2313110267409,-69.2786828391516,-67.822761628189,-67.0626349069055,-64.6135129592556,-80.816386031051,-34.7656610703688,-95.0108288162696,-94.1050614142812,-100.474427447437,-95.8137331327123,-64.9149451819572,-76.255042280809,-53.6665630806019,-58.1673918971241,-63.2690424965769,-61.5725928097341,-61.4444568526936,-62.5771680587586,-69.2401181644681,-66.670621310889,-69.9216807900182,-80.2476743439249,-72.2212492253064,-63.4280346914413,135.234706328436,132.238278692962,129.650283129405,131.659989247241,141.527164592493,133.56220519579,104.897175011733,99.5024033070338,67.3852256296342,69.5346572192083,133.19541440812,104.283417323848,91.9762286508219,61.0845162160678,80.2394496619248,104.831603764899,17.817013398508,62.8423944330293,43.7741397033288,35.801577888471,22.3584918923496,38.822379215562,65.6752770572744,20.3320741468218
