"","Endothelial","Mural","U1","U2","U4","Microglia","OPC","Astrocyte","oRG","tRG","vRG","RG.div2","RG.div1","IPC.div1","IPC.div2","IPC.nEN1","IPC.nEN2","IPC.nEN3","nEN.early1","EN.V1.1","EN.PFC1","EN.PFC2","EN.PFC3","EN.V1.3","EN.V1.2","Choroid","RG.early","Glyc","MGE.RG1","MGE.RG2","MGE.div","MGE.IPC1","MGE.IPC2","MGE.IPC3","nIN1","nIN2","nIN3","nIN4","nIN5","IN.CTX.MGE1","IN.CTX.MGE2","IN.CTX.CGE1","IN.CTX.CGE2","IN.STR","IPC.nEN1.nEN.late.3","EN.PFC3.EN.V1.2.1","EN.V1.3.EN.V1.2.2","nEN.early1.EN.V1.2.3","EN.PFC2.EN.V1.2.4","EN.V1.1.EN.PFC1.1","EN.PFC2.EN.PFC1.5","Glyc.EN.PFC1.6","IPC.nEN1.EN.PFC1.7","nIN1.nIN3.1","nIN5.nIN3.2","nIN4.nIN2.1","nIN5.nIN2.3","IN.CTX.MGE1.IN.CTX.MGE2.1","IN.CTX.CGE1.IN.CTX.CGE2.1","IN.CTX.MGE1.IN.CTX.CGE2.2","IN.STR.IN.CTX.CGE2.3","nIN5.IN.CTX.CGE2.4","IPC.nEN1.IN.CTX.CGE2.8","MGE.div.MGE.IPC2.1","IPC.div1.IPC.div2.1","MGE.IPC1.MGE.IPC2.2","IPC.div1.MGE.IPC2.3","MGE.RG2.MGE.IPC2.4","RG.early.MGE.IPC2.5","MGE.IPC3.MGE.IPC2.6","IPC.nEN3.MGE.IPC2.7","oRG.tRG.1","vRG.tRG.2","RG.div2.RG.div1.1","vRG.RG.div1.3","MGE.RG1.RG.div1.4","OPC.Astrocyte.1","MGE.RG1.Astrocyte.5","IPC.nEN3.Astrocyte.8","Endothelial.Mural.1","U2.U1.1","Endothelial.U1.2","Choroid.U1.3","Microglia.U1.4","Microglia.U4.5","IPC.nEN3.U4.9","IPC.nEN1.U4.10"
"ExM-U",-34.1524678205996,-36.1244814090772,-29.3975458933536,-49.6870009199687,-38.0982660399565,-35.3884288420132,-17.0928634702343,-45.5952161340481,-53.2682704035259,-56.9554375777704,-55.8739518607277,-62.7761408477361,-55.2603305013783,-41.6629466075245,-48.6744780244759,-54.8800048515405,-48.5320121510995,-79.1598914401241,27.3936182522397,89.0570236315627,86.094660443811,116.975297632029,55.9783809667964,133.225846166794,111.191920134862,-29.5189777756074,-68.79219862264,8.64375494031963,-68.3630893359587,-81.231454387364,-52.8602676027577,-43.7202344628057,-48.3629821894629,-74.8197451293386,-41.2549381417271,-40.3755635891728,-48.7094862732411,-47.8212589274266,-49.9521741470066,-23.6005861607602,-18.9776837109958,-35.8756270056722,-17.2187684904328,-13.7673943260691,-55.1131308882607,90.3213049033703,119.497582105182,76.9469148375488,105.954203534427,89.0815001552848,100.930293028869,43.6772902043798,-6.67397371779326,-46.3523425739726,-48.8101049856224,-46.0646764826989,-47.3553479772174,-21.6185126978057,-26.5318475670648,-25.2198414280107,-20.6840808526642,-34.9744797196544,-36.7625099201085,-50.6792266197497,-46.130500061158,-47.5845084864275,-47.6674610266117,-66.2651701177835,-70.0622161916851,-92.9317889314021,-96.4543874068352,-55.9341975289931,-56.4280870057941,-61.8857377135391,-62.4778692255271,-67.5549514128804,-34.7102373816976,-52.1052748753387,-84.6769777206638,-40.1579038373307,-41.2397235464214,-48.0936887599367,-42.8325270511723,-49.1450208825998,-53.0265201142072,-78.7920385347869,-77.9671380760612
"InCGE",-12.6834699536705,-9.63257770653103,-9.95952308795699,-31.5637533646975,17.8139725272483,5.47534435762727,-18.3688532223033,-32.8073810549692,-43.7697073953804,-48.3757270609953,-46.0101285467671,-54.5814391374076,-50.2024185022069,-34.90905420538,-42.9560492503793,-23.5722084102956,-13.8134520721876,-41.5815462597012,-24.538478293693,-22.4025521679715,-20.700655839584,-25.2281180449496,-29.5765899680254,-30.3570131555183,-30.5531011532802,-1.51224308884645,-52.6999898478068,14.0605902366469,-38.3655862456449,-34.6801247030941,-32.097985481325,-32.6281038477515,-25.1633872030997,65.6203143310399,116.778825546595,112.296800801591,112.532995454223,107.057058878956,117.034452184304,119.135820357584,118.509880831726,120.303346777428,126.63320561932,90.0459076669117,-20.2333749189344,-31.865434757009,-32.5820256535277,-33.3520162987439,-29.3091508143093,-21.932356052756,-24.908211253381,-2.14775030255819,-14.0669885450491,116.085768267174,117.607602465854,113.198889833942,116.380678035532,120.340175787615,125.615317054143,126.75897534907,115.30875175325,118.698636162258,76.1090044587548,-28.9359782334333,-40.0254142399863,-32.4036701971707,-36.7065659521179,-39.868507169396,-47.0246038190599,17.1152961884652,-25.7093901775671,-46.6311517258733,-46.8689530608636,-57.9767548193354,-55.6554486308039,-48.1084311360244,-28.3091854661417,-38.4925884217952,-42.0831506580029,-12.1779069789558,-20.5955222697759,-17.7638180904254,-9.2147294344161,-0.953061308333497,11.9690577831967,-4.90761882246822,34.4741046056516
"InMGE",-15.8596449998921,-12.754557947945,-9.73049554483939,-30.5127076988082,12.2364110999865,2.48832905664599,-23.4527134908381,-43.9535592552612,-54.6061208603989,-54.2712202522196,-53.1160077927502,-57.8695573058074,-52.2000693023683,-39.9293154728393,-44.7613932893175,-34.2360440689599,-20.9415238045262,-44.1631670467576,-25.8154402603606,-18.8393196893704,-14.8258601270863,-23.4926014908115,-28.9216071735345,-24.9476736165977,-28.996562715472,-3.951797370576,-56.0889249136712,9.29644225721531,-43.4543290616636,-34.7558930346092,-36.817770599144,-38.3963534685342,-31.7269523531015,79.8156152895136,117.28822020432,122.479506393765,119.793063283878,117.862427357272,116.112187792617,129.938356075454,128.478282626261,117.345067070071,101.984655255081,102.045300250884,-30.3922203965817,-31.4348963519528,-28.9696880266399,-32.3532784402638,-28.3818020395257,-16.8542598838622,-20.8172860149443,-1.39131696257303,-18.2983235568379,120.190878683338,119.591552716327,125.36568926181,123.587573453089,129.872677178055,111.992815571689,124.26228843474,118.686453836395,123.51434506187,74.1349760281075,-34.9175462420675,-43.9221294746532,-38.3406849182335,-41.728718508507,-43.2836590559528,-50.2798575212289,8.33501991908243,-32.1235589776691,-55.1389876097023,-54.6480228489347,-58.5118110313867,-59.6772729827517,-53.2679204403801,-38.8572669673728,-51.7027799692351,-50.0920274525096,-15.6756844372502,-19.6409024770169,-20.387111942115,-10.9275529014879,-3.49728152440774,5.08172258950019,-11.3223246970874,25.272389687992
"oRG1",19.2258577211741,17.1049690833485,18.5509419038314,17.4268943709512,30.1914451741406,1.58310009146157,24.2730002498333,87.9772065176658,115.907028099945,111.526932781311,121.171239913337,110.874477108417,46.5473987764822,9.91974097450373,20.9044859440695,-20.5093564865378,-29.8263173062644,39.380829916402,-44.535781448616,-38.8873629443577,-38.651834936661,-42.1383933502022,-43.560953113442,-39.5278513121885,-41.9033834991757,9.50538044216616,52.0788448554075,-17.6517060108039,94.8694356486501,58.8923929031482,17.4533972252571,12.641631751614,10.7731025041238,-18.3850231120362,-40.5046588087838,-40.1066371342414,-39.9457830734167,-39.7292736920395,-37.8050089638235,-44.0198412315911,-44.7117050917657,-45.34007705382,-47.3769555178205,-43.1263947470192,-26.5964676770712,-45.0362391282595,-43.1380389136871,-48.2859199089197,-45.5936812243935,-39.3593712502892,-42.8260798128698,-33.6269096786179,-38.9516327913662,-40.8070711593705,-39.7200643070411,-40.746309633733,-40.7160608142345,-44.9552129623744,-47.8991059164815,-48.4595003374114,-48.0388198011542,-45.5804663045663,-39.4046453100816,14.0686021410813,15.1571659330508,13.4785529571181,15.0081656975399,36.4553605047481,45.2363604986496,26.8975035232598,39.7273346484243,116.794900191241,120.101287847374,82.2401255150724,114.420907919252,107.394276873196,60.7690685933662,86.9004084766942,87.4387084167023,19.9669826101846,19.5735075481661,24.6930262540958,18.0179940994038,9.69087280844609,29.0372293363666,54.2887918149313,20.9929575174813
"PgS",-4.05044556612471,-2.32219790574451,0.260177672017475,68.1213462425536,1.9167011542689,-2.02752395447142,-2.1511090703699,11.7201715914182,20.6651926631829,23.2120540735563,22.4940752865744,55.0255830272736,88.152875255459,80.1754453536431,92.3447515489276,24.93854419594,-10.1423318359053,53.62342203919,-35.0240166905082,-33.9404190795112,-32.5924107602622,-35.7236098901029,-36.3625887444124,-33.4002862815259,-36.2037450872304,9.86226656398037,86.9776411985478,-23.8380913966003,32.741017186385,76.7890808010271,95.1396157000581,78.668581530849,91.5236341884163,24.4735711945184,-34.604324701013,-36.2238571657522,-28.9851740930366,-23.0093003923891,-29.8280193563368,-35.1476132189459,-34.9220403913605,-33.5723894006389,-33.1777079565591,-42.0559635958563,8.92395613910469,-39.0622070537761,-36.6111468606359,-38.2432263759149,-37.8932713812344,-33.4688257555597,-36.2399574664861,-36.2484006152252,-19.2249200203469,-32.604511952818,-31.7159060976488,-31.451939876798,-32.2121555417878,-35.3892764910847,-34.1984852077067,-36.5416623630418,-42.6158429047534,-39.2979871088497,-32.6991375175526,93.5336117235286,88.3720388741796,86.5946604179563,88.1154103314935,90.1467424723195,90.2104057323629,77.3485753270776,66.6154524044483,22.1430507962265,23.4246481406224,76.982936502502,51.7237080619144,42.1215411687577,4.92623705341221,22.0040238593976,43.5984665454537,-3.19344484080275,33.1003779050802,12.4171581814096,12.1754998408914,3.46465539084427,4.13869996479223,21.7023076164285,4.01040266213768
"vRG1",23.1381550036198,21.8106391693994,26.6459363491285,27.5744565087837,37.1469166113971,6.07891087496325,25.8318272859279,80.6125557579703,91.9590726024596,96.4427103223386,92.5541811087968,100.621299186443,56.4021522442209,14.5393418104388,27.2299890994342,-18.0418217445867,-29.2544172158323,48.584378947479,-51.5711505443005,-35.4161640551547,-35.0807389271443,-40.2690159495272,-38.8968006460698,-37.5227384176028,-40.7652340129753,13.6866477892984,60.7996038247298,-17.8786440528858,96.1513993310415,73.0075340122099,23.9495042488186,18.4492668438677,16.2125810941783,-9.11415491897498,-36.2172452524784,-36.2816126732656,-32.3426977633605,-30.4104557043924,-33.0646878778379,-39.9150915182289,-37.6421152465806,-37.146077348684,-40.2689994056244,-45.4624205949859,-25.700145674552,-41.7869841734942,-40.1935303564067,-49.131925732086,-44.7069930817143,-35.5309324481179,-39.762633148587,-33.8171587294685,-39.611094511521,-34.757191422989,-34.2055436885498,-34.3342976269129,-34.7620625352092,-39.1614559949304,-39.557907237231,-40.9295269728674,-45.9958803090458,-41.6554465066642,-41.5507788816857,20.0566616032975,20.7471087090287,19.5899473090681,21.0385765814473,47.172702400897,56.6429548261283,34.6214538326442,53.1904571589257,95.3894907650057,94.7643493643054,88.1423064026553,101.16601259183,103.064837051054,66.6071393830198,90.2212822095865,90.7496815783367,24.5197562449018,29.3765690014886,30.1420898644495,22.5112901932039,15.1306068446047,36.5754782930141,61.8221480413058,26.6896333765124
"ExN:ExM",-58.1944363313827,-66.4233102636343,-65.660199472307,-93.1888530077357,-83.6095253936707,-21.131125493744,-71.5104425225705,-102.279930437295,-107.312623746387,-112.272300046761,-107.664034215417,-117.498904578607,-102.497394316291,-78.4837779218509,-95.1981690779646,39.8674582818289,81.1485703753244,-61.5099667713297,94.8660952709344,1.72903472875762,-13.2662991021044,56.0513252746669,121.447994758418,52.8704397970318,112.543929435085,-53.6945037220529,-112.8341672195,3.41411907638576,-111.240892121754,-117.824370971328,-97.3879925283451,-80.4799107244663,-93.4101339384344,-48.9443552031639,-11.0998305639122,-3.96290144925796,-20.2798600764657,-10.3636421858445,-6.52500020230682,-8.48153899042724,-7.98848454797338,-15.9803845100613,-14.9268786876744,16.8661252336912,60.2762070309602,127.950082789971,89.9859601507727,110.91625057757,83.0139222667038,-5.04368312574937,31.4114405365625,17.2533480827175,51.2787372128391,-15.8556610097907,-10.6596964635223,-7.72831123573876,-8.97896069197938,-8.50922656801315,-15.8625821708411,-12.0039319763938,5.50576936616205,-0.361065955761937,21.9075413282183,-95.5063657522679,-88.1923761528284,-88.6364823289705,-89.5525503863756,-109.984436229383,-113.392006935535,-102.227943232659,-95.900515267046,-110.767778119981,-109.725272315419,-114.320174959259,-116.259065440645,-116.483915000422,-100.992602820581,-113.704913062824,-127.664562448824,-67.5963605257081,-84.3237752273524,-85.2769734434944,-73.2417998142029,-49.5883912884289,-91.7467945441816,-117.591603465196,-65.7140263712403
"ExN:IP",-16.1103516992921,-13.6427579459401,-24.1829187691162,-4.26648182174693,-28.2698670771399,2.94429526695956,-35.253831086238,-18.0192393350051,-10.9778565456345,-3.7923901177486,-8.22715426406279,1.00725132988553,10.4237942515769,23.9966309451574,25.7578353872719,138.400481332243,128.286881447258,120.819090093016,28.4680166427076,-43.11585366834,-45.5831802185423,-42.7032846049809,-3.47478129622648,-45.1326332818377,-29.3171113041825,-9.03742630437104,17.5606092900491,-3.40435054315892,-4.62023835184863,17.2075270548091,20.0337360096297,18.0622999073037,18.2335785555775,23.4817082094863,-16.916068265503,-19.23133703423,-16.6944277475346,-4.38194331935491,-9.04974702492562,-45.958355217874,-46.3928712551908,-25.9309666709837,-48.3523761834475,-10.875305306903,141.267707416574,-19.68723489458,-36.7724611872168,-4.36020939237474,-31.3410941578268,-44.7623558546358,-42.0304811824212,-20.6848023612848,82.8210864765877,-17.2214616476446,-13.1579699194214,-12.6497767074858,-13.3647311998423,-46.8085365892347,-38.7560951412583,-43.9178838187981,-26.9216578370389,-19.1095386698666,43.6665720366816,19.2406201900373,25.2768460804534,19.1420504382137,22.4704208801551,21.0376042396604,19.7351444707684,27.2628537760262,88.9004897221446,-7.64724088442113,-7.7875549746183,5.70356812639744,-1.28689505075277,-3.74559393498366,-27.4944885535483,-17.1385045632566,28.0828362672706,-15.7603756256538,-16.9704283827541,-18.1712385956206,-15.2385837932012,-5.07167546067102,-20.62453541335,7.16543014915111,31.7462943910966
"ExN:ExM-U",-36.2879866583359,-38.6495089966925,-34.9101920616007,-51.7857459918702,-40.6794214113468,-33.820402552964,-23.8008497583627,-48.7921273591152,-55.2007071655581,-57.9360022967866,-57.2278243890033,-62.7730874701182,-52.7110549394287,-36.6341032140244,-43.0336174437086,-23.774646919403,-21.8000149257104,-53.8733543316789,33.8275413840006,82.8271153271872,79.106404059923,112.058949577293,55.377895660105,130.098427166457,105.121358843715,-31.8848969968638,-64.7947777494795,7.94162328690029,-69.5763654867021,-76.7988172496594,-47.9166615707944,-39.5608128814289,-44.2846724581491,-66.523046681994,-40.0688043970764,-39.8790594205186,-47.1199322842353,-44.9510081276421,-47.4110634335113,-28.1511738077925,-23.9382144726964,-38.7757715773071,-23.1566965564448,-13.8940089528529,-23.8248273164515,87.2294530032715,116.67093548208,79.4523634855281,104.636181684079,82.58507444849,96.8298385739617,40.4124825660952,9.04589221894469,-44.8208622905757,-46.7237812797401,-44.1215565357091,-45.283359640282,-26.4281330298433,-31.2247644165832,-30.0470402956165,-22.6361620170775,-34.7304932714767,-23.44282856984,-46.1708192258853,-40.5958516466887,-43.0768477790188,-42.5433581596366,-60.8757303352169,-65.2432524435649,-84.4690884777354,-75.1163073329538,-57.4617725964083,-57.808057247112,-60.4652422447189,-62.6024731037782,-68.4846739669593,-40.2655625595379,-55.849817808385,-78.0063663027571,-42.8552492807478,-46.3421400226775,-52.684265440741,-46.7316142215556,-49.8133454229853,-55.8579442043287,-74.9659073171197,-69.4585521461941
"InCGE:InMGE",-21.078240754291,-16.1432669545916,-13.0098615908674,-39.212996628237,19.8398239696442,6.27350035753028,-28.6259548493892,-55.1383314076486,-70.1951946441347,-75.5462088948315,-71.4602028392616,-78.6708624766198,-65.2355769013424,-47.6341452464888,-60.0574945240209,-41.8841898638378,-25.1588494447375,-56.8252807113365,-34.4467726642699,-30.0475361639738,-25.4281207202196,-43.0897816960833,-43.9740122449953,-42.5950893500136,-46.9064738274722,-4.62944285573601,-70.4102468177344,17.4102322759495,-59.834858490486,-46.5834069288299,-47.66087624223,-44.9765888692269,-38.1232515773397,102.305192899952,174.548772304159,179.929706296483,175.68639056238,168.419416226902,174.298385627095,188.230321496214,186.226868552041,171.940971822164,158.033213755148,156.497664868793,-36.7777825191161,-49.6661279471253,-48.5230109809184,-48.7888324417675,-48.9675084400427,-28.1397064296588,-34.8454712540748,-2.45074642889314,-26.0882600228335,177.638278009126,178.271501758643,183.51036218147,182.86035874551,188.978023065381,168.736874634808,184.539799964812,181.526584832752,187.110067580214,122.858129508877,-43.3792550278222,-54.7457329380915,-45.6908852214016,-50.8875910081999,-55.3576589455051,-63.6688658174424,18.3358070666755,-38.6788095711215,-73.7445368366115,-73.3133375764943,-76.7983473107266,-79.4919410098148,-72.3628167314838,-46.5676671562656,-63.9692263511522,-65.5018366310801,-20.5763188583155,-25.9113450477766,-26.9825612442534,-15.3976745866461,-3.9090000550027,12.0074383652451,-11.1428503930192,40.2905594721018
"ExN:InMGE",-31.9844546786557,-31.0507972216431,-26.1935149073566,-58.0901486682293,-5.34150392813202,-13.3812922428621,-37.7280635804781,-77.3376007445727,-89.0136106518485,-93.8356846845464,-92.4305524710426,-99.9264752105758,-79.8015610684086,-57.7129739614503,-69.253989757874,-44.9826086649924,-33.5124683775881,-67.8050049716789,-6.64535200103416,16.2588273113906,16.3257210202483,30.8639426125659,-2.6854246467148,40.3227709329084,26.1580038689938,-21.8884123875174,-94.3094550413685,17.8676905879695,-89.9813089441466,-79.9237418734086,-63.2510357108013,-58.018111781176,-54.9530818059939,51.4543060447986,127.856643688235,130.391333178413,125.617838749738,108.390167416663,114.287273556674,147.299823096959,143.596701720465,129.750008981249,126.934948717531,130.689576537089,-42.2006125053342,14.7865012848151,32.2803141484381,14.2785341044408,26.4204259572287,16.5599093138846,20.5811162350868,20.6183322967257,-11.9027502756743,127.960703040105,122.209220386874,125.321499638926,125.056098583242,146.860079875364,131.470176921951,145.392036201306,147.042620133088,137.963724204356,76.307018067019,-59.4896753985777,-64.5407751442051,-59.8429437865458,-62.956097482161,-76.3218428120595,-86.9809795186372,-31.7017280982318,-63.9778042641721,-92.3618055223501,-93.3375673459623,-94.6178406563829,-99.9220357211267,-98.4365705013425,-65.3907357338993,-88.507471345466,-96.776640424442,-34.1805257017441,-42.9397370047635,-44.6069106947733,-35.7939195878084,-27.3131449498091,-17.2747682829855,-48.4081015677661,4.7273256656947
"ExDp1:ExDp2",-28.9164624697932,-32.8634974293901,-24.6076558245586,-56.5959486120668,-36.2782294090872,-28.6290063322543,8.18658349550038,-67.6987933159123,-87.0963432605158,-87.5729298152331,-85.8789357643034,-100.423755932517,-80.2198329238137,-57.4034892338395,-65.5708533316735,-49.5239978637999,-39.3348080034288,-86.8862146739299,57.3595508340978,175.951666469386,177.563302880245,163.046680330851,52.6832989691657,131.385649071672,72.1082714938421,-17.4151821174479,-86.9408502821016,39.4614537431716,-96.3959245136116,-109.167828564294,-70.6185905949407,-59.7262692555674,-64.9397105010235,-63.8301854210721,-26.1854029138942,-27.7265709667128,-37.7208348689204,-45.8532813094894,-43.9761278933185,-7.54475241772889,-4.3091232024858,-18.5966964965091,1.18623942034206,9.44141049588315,-45.9318085615005,68.4699303882997,112.374647450215,91.1466589120858,144.737368524814,178.565847053242,175.673921179764,107.810159304569,34.3605365345501,-32.6469568586124,-38.9914618737732,-37.4970511604812,-37.7798151218549,-6.01625251372948,-7.97461238118647,-6.92794427299997,1.225654556993,-17.3754890758628,-0.343189989006946,-67.9682595248446,-63.1137775106042,-65.0397334915679,-65.027279040414,-89.7434704051224,-91.0740799085483,-102.537567603984,-111.634673196932,-89.4258679541556,-89.3169107656927,-96.5977279786916,-103.343361012865,-104.145540351475,-30.725628827914,-68.339697513367,-103.452848747852,-33.1062125661417,-40.3798430083456,-40.6411636582714,-32.610239403034,-37.6966966421995,-48.2124567219326,-81.7280416537661,-65.9916430617238
"ExN:ExDp2",-34.4674392731709,-37.8593294454617,-29.932583873207,-73.7431979566005,-35.819547992064,-29.4627153039377,0.772398605266815,-81.1572546771345,-104.968041861936,-106.004454987833,-103.848235052155,-120.088398322149,-99.4497078887891,-71.4463027676787,-81.1955840006304,-58.1223515816659,-46.6724451076746,-100.623707363918,56.7529899543984,164.105520853636,165.693039114313,157.737288125699,52.8328107154103,132.454470624887,77.7668114468227,-20.6716971811848,-107.062054777977,43.3035485446423,-116.62364193553,-126.822947990519,-85.0446298704008,-73.9336404813126,-77.1352215003854,-48.0670004150465,7.42939289733453,4.63801076296871,-3.3039036061003,-16.2852311628743,-10.7913628436425,26.2652920092985,29.9713777486139,15.0318798907384,33.9711083782129,34.0627596865719,-54.4587129807118,71.9251058516063,115.275124679391,94.1330920252294,142.481658470081,166.236906680022,165.22825710169,106.378744829828,29.985743233868,2.0037544978452,-4.68618660848343,-5.65097422720966,-4.44476609652384,28.4054173582276,25.8370400236045,27.9954504395376,33.6838170487065,14.384184589112,11.6316324410148,-81.4425116138641,-78.7720402776058,-79.6061302155122,-80.2567971183656,-108.412588273758,-110.955812782428,-107.498207802512,-122.174088196556,-107.850750336113,-107.619322342328,-117.983967900633,-124.835088092346,-125.961492855498,-41.4603659787389,-83.1598447717937,-122.164885299789,-38.8920751754996,-50.8928339687749,-48.8485718863043,-38.6784406437432,-40.3534711431751,-49.2338359012267,-82.9617304833841,-52.3902035779318
"oRG:vRG",27.4308031057797,28.4514080978902,29.2719531309409,30.2414584622857,52.6796156869178,5.70547346860767,39.0852204667114,121.240238923621,146.890907570519,136.917614223668,146.963616531715,146.866125956832,74.6945903885469,18.8096334728148,36.0039790078529,-27.4460442566419,-38.8482936153492,59.2264928050899,-65.6801261956017,-48.8808777937623,-49.2412180476741,-57.01110900856,-57.7410672711814,-56.1651212977188,-59.1994366755023,16.8044024606606,84.4698571257143,-28.1905744736533,130.658459649497,96.9903086840466,30.8221477319751,23.9466180292026,20.1867256970056,-19.0684140564242,-51.5391162194012,-52.6308370077298,-49.2115143515394,-46.5496742808768,-47.9606839881372,-55.5605608765748,-53.9569785647944,-56.0778697811512,-60.4989813572458,-58.8575267988726,-35.3567420095488,-61.4751041159606,-59.6077821557495,-68.8731024833732,-62.8942662224944,-49.6189040233279,-55.4630936511004,-49.0885365408927,-56.6290995554094,-51.0829423968626,-49.9826396395536,-50.8150573459675,-51.0446398140792,-55.2172039932486,-59.7923702364298,-59.7210468156025,-62.8142792853523,-58.4691733819828,-58.5256242477352,25.4587361460397,27.1998630294509,25.1701828952776,27.3234364414477,62.0447128226745,75.768397757024,45.4239921267407,62.4679476068103,144.600882628717,146.870775594881,118.73982799493,145.767092886998,144.531086952379,96.4852462960143,131.252435151865,127.238246675487,29.9210575676214,31.5859392638293,36.5627248964877,28.1758599961471,18.5816289705197,48.6707315817096,84.278454717909,39.517552694125
"oRG:OPC",39.0809032739441,40.6737883973816,40.1649906215781,57.9893890240571,53.834011775101,7.85305510802469,107.296974971037,116.328412397082,120.216474936692,126.677512120238,120.2928198146,126.847190631077,95.9544306502398,54.4432447993165,64.8007846185475,-24.5451191011413,-51.0945038590883,37.9893850995536,-74.1194517957662,-51.1697716697544,-44.4077150660367,-66.9382906099335,-85.2631089150893,-65.4433188693002,-74.129083107486,26.2848982354418,94.8696434665225,-19.5493689414192,130.278706630706,101.941748083638,64.5341998831595,57.475324548074,58.5480917420949,-12.3430661027317,-59.6067866191627,-55.7693893978869,-52.8308377593746,-49.44136853926,-52.3743226733006,-59.7922345786493,-53.7578055387995,-57.8102647554311,-59.7927258072642,-73.606421232426,-37.136218471938,-86.8497083173177,-77.2783238281614,-87.6901530338756,-79.8080970115008,-48.4168007048447,-62.1552632477794,-40.0618592036042,-47.0735108290236,-57.3707058245421,-55.7275101099177,-54.7939202840112,-56.1958576169716,-57.543577348388,-61.067277654669,-62.3160794740903,-76.2153985541376,-68.0541220058669,-49.2021010242421,61.971326422784,61.3288118173788,61.2017212486191,62.3820036830205,87.2576869514586,93.2682318543858,54.7548572255029,51.3343590216492,125.163809938497,123.619862536996,120.548844560351,131.880265143514,139.104933069072,122.647422272634,138.599467724202,136.589227223872,44.3477809707711,50.2018467969667,54.6504544673661,45.3396326525035,27.4989719098152,55.136520155488,87.4565181359555,42.6390821347263
"PgG2M:PgS",-4.6118961429286,-2.5341609659656,1.94073151956711,102.858666764767,-0.90349908872747,-3.13647381798628,-4.03788036642918,14.6690840493575,28.0719982160033,29.784207313364,31.4340107977404,82.6177960436924,153.739022188762,141.354346701812,144.580227655921,24.634329360953,-18.2712546440409,77.652182252432,-46.2276412928428,-49.6941207007498,-49.3126014725629,-55.0708017724669,-57.2666479641174,-52.0631690860696,-51.0399045314233,15.8250257473997,136.087328055931,-34.333218218919,45.7170579973486,106.738137588559,143.43728977887,138.804277625694,147.318716651979,28.3508309700459,-50.4548995103647,-51.664033013588,-39.2105205653493,-29.6785092602695,-39.6049094679101,-50.312782482737,-47.7736666301556,-51.2282788341157,-53.5960566524624,-61.3836672583319,7.11190495963789,-57.0567852538969,-56.3358527909316,-56.4313979704203,-58.3220660054918,-49.9407985007935,-55.2136043071377,-53.7991184851496,-28.8571030546559,-45.7653649866915,-43.1072808332191,-42.6491066707907,-43.7556733266236,-49.6368424950615,-53.9961403187281,-54.9748863370776,-63.4952073644468,-56.1834186240914,-48.5031176219868,146.741928072245,148.99491867781,146.680416960957,148.746482545825,146.987711353055,143.218937537328,110.361716748823,100.331143631369,29.4709348082851,32.3699412947335,129.977308475521,83.3145302203516,64.341389532654,5.01984776528698,31.6653818940384,73.2180641943134,-3.4074894688622,45.1546776177041,18.013333603477,18.341863487566,5.97640034373819,4.02036421052445,28.3157622796381,3.99950991766146
"oRG:PgS",14.6810506606879,20.4571491440041,27.8398945486869,133.975403996546,43.8404465479919,1.91567318666717,52.0843104206235,85.1029169731887,104.718899001475,102.594252589285,102.390148199484,157.39217343474,202.697417337377,152.797190962259,173.458666564572,2.24400698890653,-45.5506746359453,80.0567748291016,-75.6888095444552,-68.3089676991335,-60.733658094546,-87.8599198823647,-97.2270696927893,-81.1716644607562,-86.9578880908024,30.3830443770592,183.785401135528,-39.8673365491302,124.873340063842,154.792970303663,171.729727539413,151.474942733437,166.000787501077,14.1903382521445,-86.5471548241109,-90.3555170566969,-74.1072802592577,-62.3777568822118,-72.9774392270453,-84.0100454902775,-76.4388707900856,-87.0921750108685,-91.5104882660772,-99.2944226638488,-18.9340714164991,-98.0167750685966,-90.6803463967315,-92.4510992323565,-95.0490613148815,-64.9387837459011,-77.3394886604936,-67.3812766135584,-56.7949827106357,-82.7046506734515,-79.4109310243997,-80.5288149559158,-81.7771164637272,-81.1932797393942,-92.6718882518595,-91.8526369099485,-107.296733663994,-100.392163633741,-76.6687610394361,170.303427286026,169.088204688864,163.962221697874,167.952546192644,182.167873602457,185.964244445308,118.338383492341,103.099884453252,105.524857920068,106.361750440046,202.512165392679,164.612256889655,150.571550042282,76.607947736077,120.072013148282,153.431835843992,19.1163373473041,75.9088847565217,47.6925276960318,43.133223093927,21.3050468638175,43.9738367952109,85.1311604157888,24.8725013189827
