"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GRIA3.1",9.11981511070279e-41,-1.06013379842908,0.032,0.171,2.10248217562142e-36,"oRG","GRIA3"
"MTCH1",1.06051351665241e-40,0.326399606586392,0.265,0.128,2.44490786129047e-36,"oRG","MTCH1"
"USP8.1",1.31758233336573e-40,0.349552969564908,0.326,0.171,3.03755431134135e-36,"oRG","USP8"
"CCNG1.1",1.40022435887515e-40,0.321394723659977,0.128,0.045,3.22807723695077e-36,"oRG","CCNG1"
"TMEM248",1.57927104785936e-40,0.262949094364069,0.113,0.037,3.64085147373497e-36,"oRG","TMEM248"
"TP53RK.1",2.2083937160423e-40,0.321512291775754,0.19,0.081,5.09123087296393e-36,"oRG","TP53RK"
"CARD8",2.32426180824193e-40,0.291589085859499,0.104,0.033,5.35835317272094e-36,"oRG","CARD8"
"UNG",3.87700597294922e-40,0.267316601509424,0.147,0.056,8.93804957003713e-36,"oRG","UNG"
"ENOPH1",5.83885591235602e-40,0.32019345238591,0.172,0.071,1.34608984203456e-35,"oRG","ENOPH1"
"ARL3",6.07121906534291e-40,0.334293480692647,0.474,0.279,1.39965884332415e-35,"oRG","ARL3"
"EEF1E1",6.12367274275566e-40,0.329055283281469,0.17,0.07,1.41175151411489e-35,"oRG","EEF1E1"
"CAPNS1",6.18758940377591e-40,0.32974075857448,0.16,0.064,1.4264868611465e-35,"oRG","CAPNS1"
"RAB6B.1",6.58257911553098e-40,0.366830143090122,0.196,0.085,1.51754778929451e-35,"oRG","RAB6B"
"GNG2.1",8.01895768075358e-40,-1.0196309612408,0.095,0.247,1.84869050372093e-35,"oRG","GNG2"
"GDAP1L1.1",8.14128854764535e-40,-0.920042642068275,0.011,0.138,1.87689266177416e-35,"oRG","GDAP1L1"
"IMPDH2.1",8.26038858266928e-40,0.356166911743166,0.261,0.127,1.90434998384857e-35,"oRG","IMPDH2"
"DESI2",9.14909781486328e-40,0.318047418933365,0.135,0.049,2.10923301023858e-35,"oRG","DESI2"
"PSMD7",1.01735314120997e-39,0.335335116885215,0.387,0.215,2.34540593174546e-35,"oRG","PSMD7"
"UBAP1",1.29647990821658e-39,0.294933699424807,0.159,0.063,2.98890478040251e-35,"oRG","UBAP1"
"SBK1.1",1.48938604355569e-39,-0.994683493009432,0.063,0.208,3.43363058481329e-35,"oRG","SBK1"
"ZCCHC9",1.56989763735901e-39,0.288454889518704,0.115,0.039,3.61924201316745e-35,"oRG","ZCCHC9"
"ANP32B.1",1.64807273264727e-39,0.284248725485033,0.337,0.177,3.79946687784502e-35,"oRG","ANP32B"
"PRDX3.1",1.65738076365045e-39,0.33440130800034,0.213,0.096,3.82092561251976e-35,"oRG","PRDX3"
"NDUFA6",1.90818672369904e-39,0.344255197119091,0.361,0.197,4.39913367281576e-35,"oRG","NDUFA6"
"SNRPB.1",1.95763074837247e-39,0.390926153784505,0.269,0.134,4.51312192729788e-35,"oRG","SNRPB"
"SSNA1.1",1.95983229379525e-39,0.337067548969739,0.162,0.066,4.51819737011557e-35,"oRG","SSNA1"
"UBL5",2.35507188167697e-39,0.264973193917299,0.55,0.336,5.42938271601809e-35,"oRG","UBL5"
"PKIA.1",2.38408247240789e-39,-1.15408735140405,0.176,0.32,5.49626373188916e-35,"oRG","PKIA"
"C5orf30",2.38895522671696e-39,0.279794434391793,0.136,0.05,5.50749737967328e-35,"oRG","C5orf30"
"NETO2.1",3.24300333633418e-39,-1.03172936866942,0.049,0.189,7.47641989158482e-35,"oRG","NETO2"
"TMED7",3.56959603395555e-39,0.263602789230255,0.122,0.043,8.22934669668112e-35,"oRG","TMED7"
"SERP1.1",3.78327093816998e-39,0.255779420179261,0.272,0.133,8.72195282085707e-35,"oRG","SERP1"
"KIF11.1",4.43910240555054e-39,0.280274871220788,0.125,0.044,1.02339066857562e-34,"oRG","KIF11"
"NTPCR",4.50923642277134e-39,0.265390621422605,0.117,0.04,1.0395593649057e-34,"oRG","NTPCR"
"XPC",4.59571730844871e-39,0.31240240474516,0.219,0.1,1.05949666828977e-34,"oRG","XPC"
"TRAPPC1",4.74775503000024e-39,0.340899686298996,0.224,0.104,1.09454744461625e-34,"oRG","TRAPPC1"
"LMBRD1",4.8741185360421e-39,0.305896494580644,0.125,0.044,1.12367928729915e-34,"oRG","LMBRD1"
"IFT74.1",5.41916086924128e-39,0.326194034202478,0.141,0.053,1.24933334679488e-34,"oRG","IFT74"
"NF1.1",7.34664208600308e-39,0.280363419390235,0.193,0.084,1.69369486650715e-34,"oRG","NF1"
"NGLY1",7.51871939248242e-39,0.337997273227935,0.125,0.045,1.7333655687429e-34,"oRG","NGLY1"
"NDRG4",7.71497714745837e-39,0.300146132268606,0.191,0.083,1.77861083157505e-34,"oRG","NDRG4"
"DPY30",8.16913140703839e-39,0.277953604290298,0.308,0.159,1.88331155457863e-34,"oRG","DPY30"
"NELFE",9.33390644879947e-39,0.263695894126737,0.199,0.087,2.15183879270623e-34,"oRG","NELFE"
"RUFY1.1",9.94768450949313e-39,0.29080196258048,0.197,0.086,2.29333918681855e-34,"oRG","RUFY1"
"SLC25A3.1",1.01335269940961e-38,0.314948682557641,0.432,0.25,2.33618331321891e-34,"oRG","SLC25A3"
"UNC50",1.06334010429534e-38,0.271217394950025,0.128,0.047,2.45142427644247e-34,"oRG","UNC50"
"RMDN3.1",1.17943713137045e-38,0.306547718574029,0.145,0.056,2.71907436266145e-34,"oRG","RMDN3"
"FEN1",1.18733175150182e-38,0.314646249266761,0.109,0.037,2.73727461991229e-34,"oRG","FEN1"
"SNRPD3",1.31233600902589e-38,0.376897195108678,0.326,0.175,3.02545943520829e-34,"oRG","SNRPD3"
"ENSG00000274956.1",1.80142369510985e-38,0.298599508920669,0.179,0.076,4.15300218670625e-34,"oRG","ENSG00000274956"
"VGLL4.1",1.92071425216836e-38,0.305657756898546,0.229,0.107,4.42801463694894e-34,"oRG","VGLL4"
"SMIM7",2.0262720176771e-38,0.320037794975227,0.209,0.094,4.67136750955279e-34,"oRG","SMIM7"
"CBWD1.1",2.45114330810673e-38,0.295254651593403,0.146,0.057,5.65086578250925e-34,"oRG","CBWD1"
"DSTN",2.73292502675185e-38,0.33018471199977,0.563,0.352,6.30048535667371e-34,"oRG","DSTN"
"NFE2L1",3.02288854767509e-38,0.391715383626794,0.252,0.124,6.96896725781014e-34,"oRG","NFE2L1"
"C5orf51",3.37083876558668e-38,0.33794718187883,0.146,0.057,7.77113169018354e-34,"oRG","C5orf51"
"RAD21",3.41533948838281e-38,0.330573628525827,0.668,0.45,7.87372365651773e-34,"oRG","RAD21"
"PSMB1",4.15494686947653e-38,0.28939394503245,0.381,0.21,9.57881451289119e-34,"oRG","PSMB1"
"PPP4C",4.23101599237174e-38,0.303844318852762,0.319,0.167,9.7541842688138e-34,"oRG","PPP4C"
"MANF.1",4.24039391569102e-38,0.336782566661774,0.181,0.078,9.77580413323408e-34,"oRG","MANF"
"TCEAL8",4.35821662308896e-38,0.285793267119495,0.268,0.133,1.00474326028693e-33,"oRG","TCEAL8"
"NIPA2",4.6497668106983e-38,0.376481577346965,0.166,0.069,1.07195724053839e-33,"oRG","NIPA2"
"DNAJC9",5.31175514647051e-38,0.382489992526188,0.269,0.136,1.22457203146731e-33,"oRG","DNAJC9"
"CDK1.1",5.70630924571116e-38,0.289537279044751,0.121,0.043,1.31553253350625e-33,"oRG","CDK1"
"TMEM131",6.06954998990303e-38,0.356512675377037,0.148,0.058,1.39927405467224e-33,"oRG","TMEM131"
"GATAD1.1",6.24108358923742e-38,0.330935778953323,0.243,0.116,1.43881941066279e-33,"oRG","GATAD1"
"SON.1",6.56028372064659e-38,0.330891686488944,0.719,0.508,1.51240780895786e-33,"oRG","SON"
"SCOC",7.08760242859525e-38,0.274043697348743,0.219,0.101,1.63397586388835e-33,"oRG","SCOC"
"TRIM37",8.57114903999733e-38,0.315543266637009,0.237,0.113,1.97599269968098e-33,"oRG","TRIM37"
"NR2F1",8.95312195271289e-38,0.255219850593551,0.572,0.357,2.06405273497843e-33,"oRG","NR2F1"
"MZT2B.1",1.02613787992043e-37,0.342602349810886,0.371,0.207,2.36565826836856e-33,"oRG","MZT2B"
"FGD5-AS1",1.04066125319767e-37,0.304835486311572,0.387,0.217,2.39914045312191e-33,"oRG","FGD5-AS1"
"SRSF2.1",1.29613999733501e-37,0.299235895072219,0.401,0.226,2.98812114985614e-33,"oRG","SRSF2"
"C19orf53.1",1.40642951979283e-37,0.307493695205627,0.234,0.111,3.24238261493039e-33,"oRG","C19orf53"
"XIAP",1.64109664387678e-37,0.354386318656061,0.29,0.15,3.78338420279353e-33,"oRG","XIAP"
"CAP1",1.75345708065429e-37,0.275520757578739,0.294,0.15,4.0424199537404e-33,"oRG","CAP1"
"TPM4.1",1.76916600495612e-37,0.298697574973524,0.52,0.319,4.07863530782585e-33,"oRG","TPM4"
"HADH.1",1.90128616072217e-37,0.299973617121342,0.114,0.04,4.38322511492888e-33,"oRG","HADH"
"QDPR",2.17210531831427e-37,0.255658261452432,0.148,0.058,5.00757160084172e-33,"oRG","QDPR"
"AK2",2.17443178765237e-37,0.282187157493258,0.141,0.054,5.01293504325376e-33,"oRG","AK2"
"SEC11A",2.28204966760723e-37,0.277075546313449,0.227,0.107,5.2610373037017e-33,"oRG","SEC11A"
"TSC22D2.1",2.46103787738831e-37,0.256520733535671,0.181,0.078,5.67367672253101e-33,"oRG","TSC22D2"
"EIF1.1",3.19130380024619e-37,0.328219655463364,0.78,0.578,7.35723178108756e-33,"oRG","EIF1"
"CTNND1.1",3.41938673264152e-37,0.317421998801517,0.254,0.125,7.88305417343176e-33,"oRG","CTNND1"
"TACC1",4.59146017757783e-37,0.31412403464551,0.115,0.041,1.05851522933879e-32,"oRG","TACC1"
"MT-ND1.1",4.59466546822252e-37,-0.891402101709692,0.435,0.525,1.05925417704402e-32,"oRG","MT-ND1"
"DOK6.1",4.7323701744981e-37,-0.97086594555078,0.009,0.127,1.09100062002879e-32,"oRG","DOK6"
"EIF2S2",4.81019711682958e-37,0.366060353531442,0.437,0.259,1.10894284331389e-32,"oRG","EIF2S2"
"WASF1.1",5.22653680492128e-37,-1.06041334253639,0.061,0.198,1.20492579500655e-32,"oRG","WASF1"
"CDK5R1.1",5.70244256214956e-37,-1.03516290537419,0.131,0.274,1.31464110827796e-32,"oRG","CDK5R1"
"RPS8",5.91218797363423e-37,-0.44808561490783,0.868,0.842,1.36299581544164e-32,"oRG","RPS8"
"PPP2CB",6.27126199677297e-37,0.341894466525321,0.227,0.108,1.44577674073604e-32,"oRG","PPP2CB"
"LBH.1",6.98396892303498e-37,-0.925511437269076,0.018,0.14,1.61008419551648e-32,"oRG","LBH"
"RALY",7.53946588315797e-37,0.269914121074043,0.305,0.159,1.73814846470324e-32,"oRG","RALY"
"RNASEH2A",8.24559111773738e-37,0.30719276790862,0.14,0.054,1.90093857628317e-32,"oRG","RNASEH2A"
"HSPA9.1",8.39294431959711e-37,0.318020952639939,0.415,0.24,1.93490938343992e-32,"oRG","HSPA9"
"SYNE2.1",8.93384529207289e-37,0.263093198127707,0.825,0.608,2.05960869363448e-32,"oRG","SYNE2"
"CRMP1.1",8.94455998028612e-37,-1.0292598628685,0.271,0.397,2.06207885785516e-32,"oRG","CRMP1"
"TTC28.1",8.9557289100632e-37,-1.0246925919368,0.053,0.186,2.06465374292597e-32,"oRG","TTC28"
"ATRX.1",1.04634492962123e-36,-0.814745013899537,0.58,0.633,2.41224360074878e-32,"oRG","ATRX"
"KIAA0319L",1.22524001856351e-36,0.298088222951504,0.135,0.051,2.82466833879631e-32,"oRG","KIAA0319L"
"KDELR2",1.25356543275474e-36,0.295275278506727,0.146,0.058,2.88996974867277e-32,"oRG","KDELR2"
"ARHGAP21",1.29316686069574e-36,0.333059801762888,0.633,0.424,2.98126688064795e-32,"oRG","ARHGAP21"
"RPS29",1.51540705353085e-36,-0.520232299671493,0.787,0.781,3.49361942121003e-32,"oRG","RPS29"
"CPSF2",1.86827596602693e-36,0.324171293236641,0.205,0.094,4.30712341207848e-32,"oRG","CPSF2"
"CCDC112.1",2.15652727717554e-36,-1.01088072410435,0.237,0.376,4.97165798480049e-32,"oRG","CCDC112"
"MDM1.1",2.55249967197509e-36,0.265943173166832,0.104,0.035,5.88453274377138e-32,"oRG","MDM1"
"CHD1L",2.62629071656627e-36,0.291812455365017,0.109,0.038,6.05465061797187e-32,"oRG","CHD1L"
"ELAVL3.1",2.89580783534967e-36,-0.971387941888761,0.244,0.379,6.67599538361514e-32,"oRG","ELAVL3"
"DYNC2H1",2.89897881756288e-36,0.358484909379202,0.114,0.041,6.68330576600947e-32,"oRG","DYNC2H1"
"STXBP1.1",2.95427450482993e-36,-0.937974014863022,0.067,0.205,6.81078444343492e-32,"oRG","STXBP1"
"PDIA3P1",3.66407727453731e-36,0.274678040474202,0.105,0.036,8.44716374871832e-32,"oRG","PDIA3P1"
"ZNF83",3.69558616809754e-36,0.279577301598382,0.238,0.115,8.51980435193208e-32,"oRG","ZNF83"
"ZDHHC4",4.89498585942362e-36,0.28419746524605,0.104,0.035,1.12849004003152e-31,"oRG","ZDHHC4"
"CEP152.1",5.28943171737204e-36,0.406437752008962,0.137,0.053,1.21942558812295e-31,"oRG","CEP152"
"ERGIC2",5.4430775022897e-36,0.285347115050325,0.22,0.103,1.25484708737787e-31,"oRG","ERGIC2"
"KIAA1143",6.56307905509774e-36,0.30665226217686,0.206,0.095,1.51305224536223e-31,"oRG","KIAA1143"
"S100PBP",6.87743527246745e-36,0.302343166343168,0.128,0.048,1.58552392771465e-31,"oRG","S100PBP"
"TFG.1",8.69100521231386e-36,0.265632057077794,0.191,0.085,2.00362434164684e-31,"oRG","TFG"
"BIRC5",9.92545396227403e-36,0.42275423363679,0.113,0.04,2.28821415646266e-31,"oRG","BIRC5"
"CHCHD2",1.10899052278339e-35,0.290036733749514,0.619,0.407,2.55666675122482e-31,"oRG","CHCHD2"
"ABI1",1.16242307266597e-35,0.264606409856419,0.206,0.095,2.67985015172412e-31,"oRG","ABI1"
"APLP2",1.34701382326749e-35,0.333677456546253,0.54,0.348,3.10540566816086e-31,"oRG","APLP2"
"DLG2.1",1.40488793158669e-35,-0.944618576878789,0.029,0.152,3.23882863747995e-31,"oRG","DLG2"
"CAPZB",1.46250644534255e-35,0.294433965103285,0.374,0.211,3.37166235909272e-31,"oRG","CAPZB"
"ADCY1.1",1.53374201389417e-35,-0.901525720748098,0.008,0.121,3.53588883883161e-31,"oRG","ADCY1"
"LAMTOR5.1",1.80073657411035e-35,0.327908401069944,0.384,0.217,4.151418097954e-31,"oRG","LAMTOR5"
"WDR45B.1",1.83919528379684e-35,0.322443111858849,0.241,0.119,4.24008080726524e-31,"oRG","WDR45B"
"UBE2L3",2.1811139172862e-35,0.291436740368676,0.371,0.21,5.02834002491161e-31,"oRG","UBE2L3"
"USP1.1",2.64200075085352e-35,0.397595095759623,0.399,0.234,6.0908685310177e-31,"oRG","USP1"
"SUGT1",2.87937169594943e-35,0.307849912843311,0.305,0.164,6.63810350784181e-31,"oRG","SUGT1"
"MORN2",3.16910451752793e-35,0.299789912633189,0.104,0.036,7.30605355470889e-31,"oRG","MORN2"
"TOR1AIP2",3.45825860303367e-35,0.292478312195045,0.237,0.117,7.97266938343381e-31,"oRG","TOR1AIP2"
"FN3KRP",4.4808559740584e-35,0.255679793291151,0.101,0.034,1.03301653625942e-30,"oRG","FN3KRP"
"SYP.1",4.84340747992955e-35,-1.05096246571981,0.048,0.178,1.11659916042296e-30,"oRG","SYP"
"MRPS14",5.05848242996552e-35,0.263528397071406,0.141,0.056,1.16618253940425e-30,"oRG","MRPS14"
"SCN3B.1",5.21140086098204e-35,-0.786679582063912,0.002,0.11,1.2014363544908e-30,"oRG","SCN3B"
"METTL9",5.27468214399313e-35,0.341236610517058,0.363,0.207,1.21602522147618e-30,"oRG","METTL9"
"SNN",6.40355776710758e-35,0.306325999925469,0.145,0.059,1.47627620762898e-30,"oRG","SNN"
"PRKX.1",6.87012500221509e-35,-1.05555320696035,0.033,0.157,1.58383861801067e-30,"oRG","PRKX"
"TMEM126B",7.40760728145392e-35,0.305978136886038,0.157,0.066,1.70774978266639e-30,"oRG","TMEM126B"
"ARL2",7.62240654943018e-35,0.291458421413341,0.138,0.055,1.75726960590563e-30,"oRG","ARL2"
"DCTN6",8.04895475395298e-35,0.251599418125372,0.292,0.152,1.85560602897632e-30,"oRG","DCTN6"
"DCAF13.1",9.73618706939888e-35,0.284674907496205,0.166,0.071,2.24458056697922e-30,"oRG","DCAF13"
"MSH6",1.28270917903096e-34,0.278962831838569,0.312,0.167,2.95715774133798e-30,"oRG","MSH6"
"RPS19",1.31168025500277e-34,-0.477431183812583,0.852,0.829,3.02394765988338e-30,"oRG","RPS19"
"RECQL",1.53200860517891e-34,0.311308382880268,0.201,0.093,3.53189263837946e-30,"oRG","RECQL"
"PHACTR3.1",1.56199385948379e-34,-0.929098747769195,0.038,0.162,3.60102064365393e-30,"oRG","PHACTR3"
"MPPED1.1",1.69667284125109e-34,-0.817771767369212,0.013,0.126,3.91150956822027e-30,"oRG","MPPED1"
"CASP3.1",1.81538108589925e-34,0.294958688926622,0.161,0.068,4.18517955543212e-30,"oRG","CASP3"
"RANBP1",1.92369337011686e-34,0.305103956995585,0.473,0.288,4.4348826954674e-30,"oRG","RANBP1"
"BBS4.1",1.9697816812622e-34,0.307170062939106,0.116,0.043,4.54113468798187e-30,"oRG","BBS4"
"UBE2A.1",2.01858370940835e-34,0.308590417994664,0.207,0.097,4.65364288367001e-30,"oRG","UBE2A"
"HDHD2",2.07180942041367e-34,0.252934447173055,0.171,0.074,4.77634943782168e-30,"oRG","HDHD2"
"LGALSL",2.38485248408948e-34,0.259370681797907,0.104,0.036,5.49803891681988e-30,"oRG","LGALSL"
"CCNI.1",2.46150758279663e-34,-0.772327963041482,0.59,0.616,5.67475958137935e-30,"oRG","CCNI"
"TMEM147",2.62772927303381e-34,0.311066253590186,0.21,0.1,6.05796706605216e-30,"oRG","TMEM147"
"ANLN.1",3.18274806856836e-34,0.264780643619409,0.112,0.041,7.3375073972775e-30,"oRG","ANLN"
"RB1",3.24185968573007e-34,0.283462930342216,0.13,0.05,7.47378331948209e-30,"oRG","RB1"
"EIF4G1",3.80494898892609e-34,0.286723947719891,0.278,0.144,8.7719293990702e-30,"oRG","EIF4G1"
"PFDN1",4.16951226158895e-34,0.276487993222878,0.308,0.166,9.61239356786717e-30,"oRG","PFDN1"
"DDB1",4.67854287673665e-34,0.25766155611419,0.175,0.077,1.07859127480287e-29,"oRG","DDB1"
"DNAJC3",5.22085057369011e-34,0.302972447106202,0.118,0.044,1.20361489125852e-29,"oRG","DNAJC3"
"HIST1H1C.1",6.08381523009099e-34,0.270613346421773,0.112,0.041,1.40256276314518e-29,"oRG","HIST1H1C"
"POLD2",6.50278661773603e-34,0.259778358782283,0.148,0.061,1.49915242685286e-29,"oRG","POLD2"
"MPV17",7.95954217752079e-34,0.273623567702803,0.135,0.053,1.83499285360564e-29,"oRG","MPV17"
"GADD45G.1",8.24131928132275e-34,-0.972970292604059,0.018,0.131,1.89995374711615e-29,"oRG","GADD45G"
"MT-ATP6.1",8.65339095812276e-34,-0.596253523732097,0.72,0.717,1.99495275148562e-29,"oRG","MT-ATP6"
"MTSS1.1",1.11181729948153e-33,-1.01445115364424,0.16,0.3,2.56318360222472e-29,"oRG","MTSS1"
"PIGX.1",1.15069794209931e-33,0.281306645385526,0.139,0.056,2.65281903571575e-29,"oRG","PIGX"
"STRBP.1",1.18572432508271e-33,-1.00710860194734,0.186,0.323,2.73356885904567e-29,"oRG","STRBP"
"SSTR2.1",1.34055508549194e-33,-1.20087989299145,0.022,0.138,3.09051569409312e-29,"oRG","SSTR2"
"CCNL1.1",1.50104826938774e-33,0.28393809305378,0.358,0.201,3.4605166802465e-29,"oRG","CCNL1"
"SMURF2",1.53800344230881e-33,0.278948113707306,0.208,0.099,3.54571313589873e-29,"oRG","SMURF2"
"PSMD10",2.4062709688549e-33,0.271851052790433,0.227,0.112,5.54741709159809e-29,"oRG","PSMD10"
"TPR",2.46806806992834e-33,0.260729195310347,0.559,0.36,5.68988412841279e-29,"oRG","TPR"
"PNRC1.1",2.99382028208161e-33,0.257453229744544,0.354,0.2,6.90195327831095e-29,"oRG","PNRC1"
"TMEM9",2.99841689024933e-33,0.267800876843716,0.155,0.066,6.91255029878081e-29,"oRG","TMEM9"
"DYNC1I1.1",3.39098750982596e-33,-0.844057729466506,0.009,0.116,7.81758260515278e-29,"oRG","DYNC1I1"
"ASXL3.1",3.67429524194442e-33,-0.926516359980342,0.054,0.182,8.47072025077868e-29,"oRG","ASXL3"
"RSRC1",3.70652584502428e-33,0.302532754175253,0.222,0.108,8.54502468311899e-29,"oRG","RSRC1"
"JPH4.1",4.09306101831027e-33,-0.759015739775377,0.005,0.11,9.4361428716125e-29,"oRG","JPH4"
"TXN2",4.68835442048723e-33,0.286394287398863,0.212,0.102,1.08085322809913e-28,"oRG","TXN2"
"VASH2.1",6.32616490425308e-33,-0.86965227937672,0.021,0.134,1.45843405702651e-28,"oRG","VASH2"
"LAMTOR1.1",7.00274717216677e-33,0.308000838764939,0.211,0.102,1.61441333307133e-28,"oRG","LAMTOR1"
"PGRMC2",7.11764392393447e-33,0.271618575982667,0.3,0.161,1.64090163022385e-28,"oRG","PGRMC2"
"TAF13.1",8.29949100678303e-33,0.313584840340328,0.163,0.072,1.91336465670376e-28,"oRG","TAF13"
"RPL31.1",8.37293120644814e-33,-0.486691239356173,0.812,0.794,1.93029556033455e-28,"oRG","RPL31"
"ANAPC11",8.89953581801457e-33,0.328867486525857,0.393,0.231,2.05169898748508e-28,"oRG","ANAPC11"
"SNRPG.1",9.85708069910178e-33,0.257689925002371,0.318,0.174,2.27245138437092e-28,"oRG","SNRPG"
"MIS18BP1.1",1.22996227606699e-32,0.320957913163384,0.192,0.089,2.83555503124483e-28,"oRG","MIS18BP1"
"F2R",1.44096364344599e-32,0.257135350184381,0.253,0.129,3.32199758360039e-28,"oRG","F2R"
"PCSK1N.1",1.45097990214972e-32,-0.852378085623804,0.09,0.223,3.34508906641596e-28,"oRG","PCSK1N"
"FLYWCH2",1.57941058323721e-32,0.256183798556936,0.118,0.045,3.64117315859507e-28,"oRG","FLYWCH2"
"RALB",1.79067327493977e-32,0.30272768161567,0.168,0.074,4.12821816804614e-28,"oRG","RALB"
"RSU1",1.86052463242517e-32,0.337262907056408,0.157,0.068,4.289253487593e-28,"oRG","RSU1"
"IFT81.1",1.88774760356085e-32,0.298174796039497,0.312,0.172,4.35201332524919e-28,"oRG","IFT81"
"ETAA1.1",1.91115014455304e-32,0.260530236920613,0.113,0.042,4.40596554325259e-28,"oRG","ETAA1"
"IGF2BP3.1",3.24132885256215e-32,0.295783302309628,0.183,0.085,7.47255953669677e-28,"oRG","IGF2BP3"
"SCG5.1",3.8469962142782e-32,-0.961416613886595,0.099,0.229,8.86886507239696e-28,"oRG","SCG5"
"GTF3C6",4.10259646189922e-32,0.25178483246836,0.343,0.193,9.45812588326247e-28,"oRG","GTF3C6"
"FNTA",4.20424504650672e-32,0.251492903500669,0.196,0.092,9.69246653021658e-28,"oRG","FNTA"
"TIMM13",4.24051185379166e-32,0.287333711148775,0.274,0.146,9.77607602773129e-28,"oRG","TIMM13"
"SFT2D1",5.33864674717153e-32,0.288755064083617,0.135,0.055,1.23077162109292e-27,"oRG","SFT2D1"
"CDC123",5.41996519105597e-32,0.263233021659931,0.253,0.131,1.24951877514604e-27,"oRG","CDC123"
"ELAVL1.1",6.64351669272654e-32,0.256371647565161,0.139,0.058,1.53159633834118e-27,"oRG","ELAVL1"
"PDCD10",6.95177403042512e-32,0.31349213691063,0.231,0.116,1.60266198497421e-27,"oRG","PDCD10"
"LASP1",7.82088963129643e-32,0.251164243163076,0.185,0.086,1.80302789559908e-27,"oRG","LASP1"
"FBXO32.1",8.60806711772743e-32,0.355171223185806,0.152,0.066,1.98450379332088e-27,"oRG","FBXO32"
"CAMK2B.1",9.623733387606e-32,-0.747341049651284,0.004,0.103,2.21865549517869e-27,"oRG","CAMK2B"
"NAA38",9.64227085928589e-32,0.303003970842896,0.206,0.101,2.22292912389977e-27,"oRG","NAA38"
"SRRM3.1",1.02197274926517e-31,-0.827838581867793,0.008,0.11,2.35605597615593e-27,"oRG","SRRM3"
"RPAIN.1",1.14595743233574e-31,-0.957092092608544,0.326,0.43,2.64189026450681e-27,"oRG","RPAIN"
"CISD1",1.2635236840611e-31,0.259985502128119,0.176,0.08,2.91292750123447e-27,"oRG","CISD1"
"GNB4",1.28619944160267e-31,0.329980972471734,0.147,0.063,2.96520419267079e-27,"oRG","GNB4"
"PGAM1",1.77065167586024e-31,0.260465883498425,0.112,0.042,4.0820603735282e-27,"oRG","PGAM1"
"RAD23A",1.8678008097334e-31,0.290479653951687,0.295,0.161,4.30602798675938e-27,"oRG","RAD23A"
"STOML2.1",1.96584902423962e-31,0.298582946875089,0.151,0.065,4.53206834048203e-27,"oRG","STOML2"
"BBIP1",2.06967260162265e-31,0.281591678524537,0.189,0.089,4.77142321578086e-27,"oRG","BBIP1"
"RNF165.1",2.13798054609402e-31,-0.809990668017608,0.028,0.14,4.92890035096516e-27,"oRG","RNF165"
"ASPH.1",2.17588221202545e-31,0.286094966609687,0.174,0.079,5.01627885160347e-27,"oRG","ASPH"
"STX16",2.43890179951623e-31,0.258995979290121,0.122,0.048,5.62264420860471e-27,"oRG","STX16"
"ABRACL.1",2.62610871563103e-31,-0.939749758921711,0.064,0.187,6.05423103301578e-27,"oRG","ABRACL"
"HAUS2",2.88285006816075e-31,0.325980724359542,0.153,0.067,6.6461225471378e-27,"oRG","HAUS2"
"LUC7L3.1",4.08316560230469e-31,-0.576424496721614,0.753,0.75,9.41332997955323e-27,"oRG","LUC7L3"
"PSMC3",4.1000272471167e-31,0.266097937936672,0.305,0.168,9.45220281550284e-27,"oRG","PSMC3"
"UGGT2.1",4.29270107208658e-31,0.290564483257993,0.155,0.068,9.89639305158841e-27,"oRG","UGGT2"
"ACTL6B.1",4.7052325601065e-31,-0.743055813138714,0.008,0.107,1.08474431440695e-26,"oRG","ACTL6B"
"PRDX5",5.26912213579754e-31,0.271392276544818,0.405,0.243,1.21474341718676e-26,"oRG","PRDX5"
"HSPH1.1",5.27748375652438e-31,0.295552332794907,0.336,0.193,1.21667110522913e-26,"oRG","HSPH1"
"ARPC5.1",5.27819826566308e-31,-0.920805477391047,0.386,0.471,1.21683582816597e-26,"oRG","ARPC5"
"UBE2D2",5.59456790554361e-31,0.288544015856677,0.327,0.185,1.28977168494402e-26,"oRG","UBE2D2"
"MOB1A.1",5.75246323700211e-31,0.286493621813711,0.152,0.066,1.32617287465847e-26,"oRG","MOB1A"
"ENSG00000267458",6.45843919789611e-31,0.318862179365647,0.136,0.057,1.48892857268297e-26,"oRG","ENSG00000267458"
"TMEM256",6.61682265485935e-31,0.284138287981543,0.123,0.049,1.52544229485127e-26,"oRG","TMEM256"
"GABRB3.1",6.76569653314073e-31,-0.856838023990526,0.037,0.152,1.55976367875026e-26,"oRG","GABRB3"
