"","MG","mGPC","OPC.Oligo","GluN5","GluN4","Late.RG","GluN3","Peric.","SP","nIPC","CGE.IN","Cyc..Prog.","tRG","MGE.IN","GluN2","Early.RG","GluN7","EC","GluN1","GluN6","GluN8","EC.Early.RG.14","Peric..Early.RG.13","MG.Early.RG.12","Late.RG.Early.RG.11","Late.RG.tRG.1","Cyc..Prog..Early.RG.10","GluN8.Early.RG.9","GluN8.GluN1.8","OPC.Oligo.Early.RG.3","mGPC.Early.RG.2","SP.GluN1.7","nIPC.Early.RG.1","CGE.IN.GluN1.6","CGE.IN.MGE.IN.1","GluN7.GluN1.5","GluN6.GluN1.4","GluN2.GluN1.3","GluN5.GluN1.2","GluN5.GluN4.1","GluN3.GluN1.1"
"NFIX",1.37413089441577,2.4599588087236,2.71193999093994,3.67827701678176,1.94202933752382,2.03029613586714,1.83523578276187,1.93945041182584,-1.87397651903885,2.40835417746095,0.792545853417582,1.69919890295091,2.01730859484321,-5.92827847559698,-2.74038751364124,2.01162011782327,-3.33743651276676,1.77560003184709,4.89473807006691,-1.86968386171188,-2.47444639328134,1.79592790780821,1.87265541637972,1.58903692906537,1.89486032437748,2.0194618662647,1.69416791208192,0.368679440270402,-2.40458728384219,2.63721250549104,2.50686187289608,-2.19284865622963,2.34306977681013,-4.05146711626081,-2.64930825811885,-3.33453666118827,-2.17807886749175,-2.35926686288711,2.05086279142916,3.2219600678336,4.09985004876955
"Plagl1",7.81868503646213,7.52677354904167,8.71298611482626,6.11911236986269,5.37630459069034,6.75194725760475,2.2787230303907,7.56878132661028,-5.07742545422907,6.75436310846828,-0.303090173195058,5.63676207268715,6.91679329918149,-0.726407481744045,-4.38115630909932,6.728068707466,-5.11473799970312,7.49828698863251,7.33141074381585,-3.92146986933759,-4.9727428376506,7.52162251339189,7.60395730836038,7.74482188916344,6.85935238077351,6.84009734893997,5.75382158741921,3.3278302171184,-4.87933734405422,8.49444638634956,7.69681229887328,-5.25259005281815,7.12339651935089,-3.97717846487235,-0.634936637032115,-5.20095366751775,-4.14851166826446,-3.90825242287265,3.42250653977404,6.23556553905621,6.17284016269137
"NFIB",4.53380626705824,5.46535709426733,5.64798990875722,3.249219350545,0.371027855839028,4.7450677138257,-0.645526049349139,5.18826748297632,-4.36125440778012,4.81540121079199,2.54783392289956,4.23002303146754,4.74971535195552,-3.05343166827183,-6.00136832440514,4.7590148478219,-5.77581430512382,5.07958065168587,5.35784152065242,-5.31759273634805,-5.22838527515662,5.09080947396294,5.12922843232209,4.76609094786377,4.71276332677599,4.75036156157049,4.21554479123826,0.803723033439052,-5.06589599667243,5.55382437667375,5.47815040896305,-4.56891453922908,5.03268427817268,-3.79543294368513,-0.499953985728069,-5.85759765170241,-5.54108830062847,-5.72633796002218,-0.186180183336903,2.26966271174579,3.31312102719678
"ZKSCAN5",0.548380104407432,-0.27082634129558,-0.220115412038656,-0.706651856837212,-0.825096593588523,-0.338522530591148,0.0471429399336471,0.0263904444371736,3.81278177109587,-0.986581614752469,-0.0473284822582589,-1.0145972726942,-0.270817071818568,1.25489386433267,1.67312274619435,-0.438322865933341,2.51377636582807,0.0785075468135658,-0.589407110187106,1.30486865588037,2.33759820609276,0.0765813862898719,0.0690706807552237,0.298952649089605,-0.367458109889937,-0.308927300726698,-0.851477235192362,1.25676147584092,2.62365688482795,-0.178447070711376,-0.368735117991541,3.70074022949325,-0.698515222423759,2.70752750670321,0.701747723733847,2.47532999951836,1.53508536743724,1.5753826342438,0.152091164113434,-0.722175856015146,-0.33772924144504
"PRDM1",2.16973087803946,3.11930734683369,3.01439904717691,-3.77179429550605,-3.17058251350602,3.06105966216746,-4.81104591204789,2.76965389287298,2.29577772444696,1.79946546909694,-2.72643695909695,2.11236135710754,2.90410179316187,-2.05482012546386,0.736441584218698,2.99353411215563,1.94817206136633,2.72821756635153,-3.92903964072511,0.590729509373542,2.23558454439656,2.72747850355862,2.7219575739062,2.40530672228848,2.74879767887564,2.97517600330682,2.36318821297833,4.27858005432444,2.37399583718747,3.19908031379592,3.04666601715003,2.15755812092415,2.53771998236509,-0.50968526688484,-2.40927349611326,1.62064291219972,0.744144416047987,0.467931705077079,-3.29237622058975,-3.78099014295322,-4.72384239933316
"MZF1",0.64818538593487,0.781353261192845,1.23645546539513,-0.572428092902762,-0.791331912744737,0.507443709601062,-0.46807639201287,0.830900022619888,-0.146315084745375,-0.759486383814298,1.52876026388035,-0.735031140690418,0.504007422151371,1.3681915101668,-2.38117699890827,0.33267121342846,-1.65552972438433,0.774830065410414,0.19851113539438,-2.50195113810763,-1.85562566082571,0.779381789586318,0.796063536828603,0.614634595041617,0.157403807533854,0.488135464041348,-0.68666428221634,-0.996495974651031,-1.5906464088377,1.01765961221394,0.587136201218018,-0.312338514044247,-0.156419767807793,0.484038091958439,1.46698110418077,-1.70498312258588,-2.41165594352155,-2.36448336428447,-1.19420979732362,-0.724594994977914,-0.133994425041374
"RREB1",2.70756696587595,1.97452858110028,2.86078596634407,-1.42860413373363,-1.11922703057386,1.65848163656961,-1.54493975109525,2.12377846417891,0.260462228588423,0.509305667126558,2.93784526317229,0.476526030508112,1.65935483067519,2.39894481207243,-1.47061558994005,1.50763524730179,-0.310274270007007,2.16438556426677,-0.82773994931088,-1.73622820086296,-0.77153877484952,2.16648980239995,2.17282909069173,2.43007349820039,1.51577655742962,1.65296205935549,0.62519981276188,1.30856255583923,-0.514365800524315,2.63800707412706,1.86773035393692,0.328056815155795,1.10806094797776,2.22388150405705,2.73472234113101,-0.343773879485069,-1.54228093737707,-1.55187956820919,-1.70251737347011,-1.42436396791341,-1.27356436868472
"RELA",0.964914923061794,-0.114137980111785,0.279284970346227,-0.278836030966021,0.289441135085385,-0.438312565077633,0.666082301069129,0.141835548962224,-0.173814876621471,-1.03895828131765,0.451729735328682,-1.1448864524019,-0.401811651304211,0.359071093205935,0.255511703968444,-0.563002163056814,0.451767725530004,0.285252818747115,-0.186367725860859,0.00656738759135405,0.325326657413989,0.271668949204312,0.219488657544184,0.573195741786542,-0.458574618515697,-0.422927492092535,-1.06431945398937,-0.308262008713321,0.239864182722828,0.140533415460629,-0.259080389169217,-0.0686112185610163,-0.783689109951449,0.441947735646219,0.425113837637065,0.407954540142185,0.0980313583602274,0.222950531835857,0.107719402819257,-0.0836434443298977,0.139732968758622
"Pparg::Rxra",3.59994809841336,2.91858921508504,3.10191972953331,0.487062419334659,0.765706768028732,2.83251961113166,-0.872815892153105,3.21316517721971,-0.727150937187503,1.97492794692761,-1.34571595166204,1.62169797394296,2.76169675921506,-1.88692242690823,-1.18512896510701,2.68998236886857,-1.0173203647571,3.22032016443831,0.655889463542777,-1.14195701315704,-0.95035046482492,3.22612328344099,3.24582067289882,3.40906628036944,2.63490344371567,2.79224166472672,1.76027289877688,1.64354851525929,-0.865229114294799,3.07131206508158,2.87808924659827,-0.855769168697342,2.45610378852967,-1.80233617630707,-1.68452802475921,-1.14513131014856,-1.15968790166316,-1.15862030573256,-0.220134156396472,0.568060083453308,0.105849380838418
"Klf1",1.46982894111739,-0.00875459124781279,0.2398168268232,1.25112658718161,0.807503747437182,-0.164189708574682,1.38108832823779,0.564396549860894,-0.677655963009038,-0.186192085828269,4.07164569043995,-0.666818211433462,-0.0408330220163736,3.58110761090684,-0.964320652926662,-0.257205550596983,-0.478954983854726,0.670139126031175,1.74315714589787,-1.19234614556385,-1.12418252371215,0.664866348385598,0.644021573429568,1.05054324463549,-0.0650208120121437,-0.102219052410608,-0.639965243579364,-0.949748647690211,-1.04807753400106,0.122012162204645,-0.0430691705192807,-0.456796617167857,-0.208809274246327,2.85685228826967,3.94711707878008,-0.317221037955618,-1.04252199768436,-0.864384212479378,0.934621015993567,1.1531627317527,1.75422395440918
"TCF7L2",2.24595626776252,2.86380482090123,1.2535321439009,-5.27897580827846,-3.17898597585318,3.43232277257807,-5.43309537667962,3.11222422506409,1.32826943010645,1.24736585159355,-0.298273702429943,2.5119769370292,3.08889903892959,-0.816180695608683,-0.000225126419976786,3.34761697251422,1.25932314865238,3.40873879584631,-5.29944246588301,0.0662771547485948,1.4928863087554,3.34668496245784,3.10420239920567,2.59855760432501,3.04591687097838,3.25721955825253,2.67050432913715,3.09562672192056,1.57560672459567,1.68342004895761,2.64039509601099,1.35294811098123,2.39699413888412,0.412321870503942,-0.541413917716809,1.0455892345899,0.157129712729199,-0.278491514539864,-4.7382878024434,-5.02921064111151,-6.25697197911813
"GSC",2.96669439824456,3.10707840033035,2.04538698756168,-0.740410952830647,-0.0851159361202113,3.35259316396043,-2.26795731737332,3.34552251813752,-1.91189971089851,2.64782475915812,-1.07067051594809,2.58148793593516,3.36502901235685,-1.20937543211155,-2.77904789017462,3.33620194644898,-2.56579597601706,3.26491464648127,-0.0228952422730031,-2.58400598543386,-2.37829889610638,3.27495547678438,3.31119163258236,3.11638939806275,3.163903480127,3.35199761648976,2.59131112033354,0.621218468016313,-2.29428813169875,2.23603902024817,3.043258145244,-2.12156782371807,3.11246676535673,-2.63339878979395,-1.23448182085921,-2.74294402055706,-2.66251930175264,-2.73546867520223,-1.73164268789237,-0.646190966986634,-1.08854930546332
"SP4",2.80449239790035,1.22983759901215,2.33858745375985,-1.295771920266,-1.48848810834697,0.853095497687884,-0.261890956150312,1.83542846081297,0.76652015228168,-0.521056302877601,5.87478468459255,-0.764683047807689,0.921780494637877,6.25009910985684,-1.4179899529887,0.62073828879737,0.143850919532765,1.84835856922095,-0.375648741456731,-1.9352844566954,-0.616645747949917,1.85953389614598,1.90192521843675,2.30902249015916,0.725148531578008,0.879175601557589,-0.569655232301441,0.570062772126591,-0.289666022203509,2.05847864269278,1.08634838434455,1.04197780690518,0.143434362758896,5.61500872891574,6.25576481946009,0.288710801694916,-1.58556531423667,-1.47580779448472,-1.28987607300229,-1.44669551695479,-0.441265448610835
"SPDEF",1.1398750074122,0.365613275137021,0.519073304844455,0.913371836279409,1.13764229813309,0.247422849383882,1.17439609034256,0.602729233762024,-0.74798878810654,0.0391363064326835,0.266448378632093,-0.209131229180571,0.241494477912642,-0.0698289971409626,-0.715346421281455,0.205325413224695,-0.705221766465219,0.677214179041197,0.822987149144346,-0.670234738515081,-0.798096764962835,0.672577168516334,0.654115847589992,0.898805467287111,0.233372408344191,0.244156802013112,-0.189955668389135,-0.497047613479519,-0.80162662204815,0.435940866670732,0.322530065638323,-0.752016553523527,0.143082379968314,-0.444941504391068,0.0790342542548101,-0.705635382483221,-0.680344864553167,-0.646915726759496,0.594571533266875,1.02592020704094,1.06847603940377
"ZBTB7B",0.831694879913243,1.09644207378547,1.50236715818854,-0.915644997636247,0.491450522290193,0.952635014357717,0.15370466608011,1.14698818485415,0.975839637321635,-0.336476199448009,0.111699580666297,-0.00445405116517206,0.86706090505959,0.080112865292024,0.97390561317132,0.837616955632998,1.05648163754498,1.17694416149833,-1.10147583094691,0.705767338484314,1.01621095180871,1.16573264014841,1.12119714684161,0.883516504868871,0.677861267355411,0.899966375784761,0.134176423338991,1.43807866648434,1.07494137565835,1.42488402749182,0.954025694337178,1.0187822492297,0.3038148998866,0.740503554854395,0.121026482671391,1.04259659248861,0.789878258323349,0.883199725493191,-0.211226846281685,-0.475061717143486,-0.722526923194477
"ZIC1",5.33165529995962,3.83570071226701,3.87883117597292,2.55020350967759,3.20735338250242,3.46945224556593,1.73209425266864,4.88860499704304,-0.719659549872534,3.20463586225608,-0.047155343405341,2.70503699083328,3.60509067164197,-0.246653619830713,-0.840881675209301,3.42403423827521,-0.939597204212048,5.02183500451925,2.93058915589755,-0.966096132221983,-1.23393467147652,5.00773358402936,4.94817927408186,5.0767265815704,3.72719906289916,3.54939300493387,2.89161957998154,2.84345878839362,-1.0510955382477,3.9440160681041,3.8809326966416,-0.789190924667582,3.55776336328516,-0.65677242604223,-0.173889289229011,-0.965668848968934,-0.939973520216129,-0.658598930962076,2.24466618655259,2.88489032668275,2.76737711408816
"ZIC3",5.45269701817509,3.72188568814588,3.79511434194831,1.75291766480841,2.20965775698941,3.2119637891733,0.957078114054678,4.75536789252977,-0.517351626211996,2.59962905888336,0.234562554566029,2.09588899835879,3.36537552314009,0.425390043082794,-0.815521287722542,3.08935284769179,-0.63574191948046,4.92697846926528,2.34981067599372,-1.19318467919257,-1.02453229914858,4.91043590475095,4.84213404237232,5.09112120255722,3.40603324872736,3.29678151468391,2.30319228147336,2.42066817040593,-0.857646131932927,3.82998229435534,3.64994200724301,-0.564717894936516,3.03461397325776,-0.161552896903443,0.325548309365877,-0.716666381259174,-1.07128593500084,-0.732353596107522,1.33577347996023,1.99750178379686,2.04854594505388
"EGR2",1.17915978435191,-0.302300247259794,0.93872059833663,-2.57967684411636,-1.7000835134838,-0.642815603616673,-0.705392852892044,0.21264013641817,1.57212476581737,-2.37934719579116,4.04222900658498,-2.34373313550096,-0.687097187931851,4.39716380288701,0.531445565356673,-0.90431435153924,1.47464790173939,0.22505701248642,-2.24116012864393,-0.161071704453089,0.843479049757811,0.235056616765493,0.273404029392649,0.673028556721501,-0.862726337379654,-0.674789430728932,-2.12227710481573,0.0675141957763469,1.02144614862643,0.616912705718314,-0.505918454332922,1.81510182322226,-1.58439697253176,4.55371273552156,4.38925825580821,1.58838886151854,0.160974569501188,0.336720702283541,-1.6575418984536,-2.39788049902911,-1.93759522708068
"EGR3",1.48123337908514,0.0143265276153212,2.02582381732812,-1.26840395171048,-0.411204501730735,-0.55320404703247,0.864229155734055,0.435657432134048,1.60420936393815,-1.64639472295583,4.05998617761921,-1.94490638433136,-0.597459086224531,4.028398154246,0.984718381819572,-0.743362514678623,1.9673140661113,0.461148898407901,-1.03606757821961,0.288513757360758,1.25901608215232,0.469796138885074,0.502986021292433,0.930949741101064,-0.687031078269048,-0.581212450609303,-1.73346936002471,0.954319126784278,1.39702979207759,1.58078203082087,-0.0919501778662641,1.88169700713522,-1.15510581792146,4.37993794401164,4.2072301097915,2.01826968066756,0.629711867896518,0.86784407578542,-0.197595437273788,-1.01268750997079,-0.375007555371985
"GLIS2",2.64273997076839,1.54254278845165,2.38013545971373,0.601597526093199,0.89767525571229,1.17438122924699,0.618028250380933,1.98597688379911,0.0150031293578176,0.687758850045406,1.09342055200117,0.472050851584134,1.21595713926316,1.22542296915209,-0.559930704198105,1.07668383862081,-0.252598658104653,2.09498945066109,1.00983759882227,-0.857843039715627,-0.590966493511882,2.08538473976062,2.04697453503963,2.30657837832574,1.2307492988361,1.19756642335125,0.590316352199023,1.11540330370609,-0.430194916832554,2.21379916865126,1.52372922330821,0.0282539942206273,0.976438859522324,0.891272855308303,1.18756414832766,-0.253895945926376,-0.735553705499259,-0.53710584033834,0.541237739653834,0.73529129876605,0.968264469966846
"KLF14",3.46136821104839,1.36656625237801,1.93212737471932,-1.48990152106599,-0.817028196773779,1.0669603754386,-0.341477348125073,1.94007447077395,1.68606000166623,-0.44477171643315,6.16680816645285,-0.547900290059836,1.2095590061246,6.60551858666919,-0.194275252897869,0.834537460867997,1.20115032689942,2.07945148925522,-1.01039014241934,-0.883543432172017,0.510235776368051,2.07949458786393,2.0775381715583,2.81455318876987,1.04622988932893,1.13291195183172,-0.291935118864689,1.42055775739863,0.813053831411681,1.8279541946695,1.21308175651445,1.93893103636734,0.304075542161323,6.1536057720644,6.74782348586788,1.32560824174457,-0.477228494415352,-0.319399220421674,-1.05610997971992,-1.34565292200403,-0.862553603512958
"ZIC4",5.36086031740439,4.47730916683555,4.5261418053629,2.2971052232933,2.96032471731925,4.21130750838424,0.842951554424726,5.34260076572924,-1.54421377937118,4.38237523696158,-0.474820712856931,3.86979686568398,4.33997659486676,-1.207866828241,-1.25775237576869,4.22903538023824,-1.49268076018925,5.41775671781216,2.69356592325018,-1.43269734852787,-1.65537310721411,5.40579250797962,5.3563967809608,5.2758624094927,4.46558596669931,4.28677690934345,3.99471669136661,2.9942235900202,-1.53272553797615,4.60815014007817,4.5802962124994,-1.62094077226647,4.49532803689295,-1.88094773208178,-0.910878012785617,-1.57868632050357,-1.42800665205568,-1.1263567034487,1.57247083849952,2.60691064015085,2.23552380858492
"LEF1",-0.205393490535244,0.25910798063498,-0.758769405019537,-3.37440510550479,-1.71534351041738,0.727819895724721,-2.35957605356211,0.588515611765577,1.58320430375246,-0.540528885088122,-0.775765375915125,0.424710426099323,0.497398922614678,-0.620223938833343,1.026161190282,0.676281257896803,1.54178978545563,0.761568870226294,-3.87818680875052,1.34724141248919,1.89516545621733,0.71930632147585,0.555781660285502,0.0793481168441462,0.496412313928088,0.610571542727288,0.500469955805206,1.41795363312422,1.88995461691916,-0.489799385459948,0.11638819901477,1.60804214738009,0.0776356121135392,0.569172511944718,-0.680690133780991,1.48963233685682,1.30983937865306,0.864732187521373,-2.44141848647142,-2.95858693704714,-3.57161224935486
"MGA",-3.41489614954469,-3.2206155377788,-3.88577765864767,7.18354211608317,1.31577208579162,-3.0957669533301,2.57949255024348,-3.5564278316386,0.928738048304004,1.09568922918295,-2.34819829947253,-0.328067986015313,-2.79016754071493,-2.50606555671876,0.371865960619309,-2.71363810139611,0.0367596651606043,-3.55209085422011,6.91277947146324,0.748935210588927,0.223351389339796,-3.5481222313267,-3.53046446141679,-3.2992866341075,-2.31213776867341,-2.91562277142592,-0.594862937680275,-1.90025257754632,0.225564123480896,-3.60166429086771,-2.70026057803717,0.656079808135416,-0.915364769664067,-1.59663447624189,-2.51597457044547,0.0309951620032803,0.651539610434877,0.735456973696467,5.21091868347285,5.74980278463245,6.35847474233892
"TBX15",-3.55365308714857,-3.6397270058904,-4.12007632847903,6.85592191936648,1.22514840657032,-3.45326031234823,2.82413634585355,-3.94692916406807,0.982907820160996,1.87157962673513,-2.27562978006421,-0.114164874309585,-3.15684949864585,-2.31892302059485,0.293987454553792,-3.05684923196425,-0.120633347086918,-3.95949901192316,6.71382891451674,0.728395506523757,0.108879130094334,-3.94938793632078,-3.90656749009799,-3.53784333065704,-2.59200354745111,-3.27705712258688,-0.463269133895417,-1.85051374486012,0.118439613951883,-3.88823056635359,-3.06683415688394,0.636698236962312,-0.882374867725188,-1.76646200476688,-2.35132022502015,-0.141208337626555,0.618567918039019,0.740970831195796,5.41332348262176,5.55806422576579,5.9706090957298
"TBX5",-4.34717087974896,-4.33519588200948,-4.59942672787738,7.91877083681236,1.58202421322239,-4.17291149624441,3.65041181014904,-4.7628590496031,1.05117185757431,1.47696795683986,-3.2874903566469,-0.476152265013451,-3.82363465136171,-3.19555555181387,0.711195052327485,-3.72185207086966,0.0925778112718501,-4.74221495044258,7.72406152897163,1.1781291113575,0.359259468969897,-4.73646553251183,-4.71160494577464,-4.3007451981306,-3.1772063015177,-3.96435094034195,-0.851327799036515,-2.22529440838352,0.336564786479021,-4.42802921888372,-3.67707860877821,0.717529480290355,-1.36931769349889,-2.38127933748962,-3.33180068080691,0.0916880751254113,1.03156691151351,1.15208828279109,5.8995439511765,6.10871048526801,7.04659962305875
"Tcf21",-2.97011372349023,-2.22704262378187,-0.285116791233709,0.49357534340068,-4.52181697229495,-2.95067644009834,-1.42691486920733,-2.48610267343298,-1.13448923773229,-0.183879484207681,3.99586863033523,-1.33495821180667,-2.88695407280791,7.30962135667046,-3.66982661487769,-2.68019715189996,-2.41404238078499,-2.58753991933693,2.1440165454495,-4.11788370400667,-2.82607715843823,-2.58087776730134,-2.5529153253709,-2.85092233693212,-2.57216750371144,-2.90472595489169,-1.58149705572484,-2.78822354892939,-2.58667643892163,-0.758464198473928,-1.89484357651986,-1.04820859915559,-1.51647137158489,2.96949797409734,5.84691993737953,-2.32551756681257,-3.84097567629734,-3.66890132544719,-1.49381437044192,-1.16667197156745,0.840647707988945
"GSC2",3.63003628819994,4.92591330235656,3.44823758457544,-1.20013812608994,-1.096928352212,5.0526522440345,-4.37072385712004,4.81166594511624,-1.27136848405227,4.29881124060017,-2.00943409576619,4.60899980900889,5.11524736673626,-1.88055941792355,-2.51315360084843,5.12337418429102,-1.85136916134989,4.67203308930439,-0.416081152964114,-2.53034377347379,-1.75310780731257,4.68220001587395,4.71603645938046,4.13343857033511,4.9462383443462,5.08193321862533,4.68997545063871,2.42924544313764,-1.59701347362083,3.81992872397028,4.90659121282342,-1.48780546216577,4.94786342006899,-2.97912540313589,-2.06672677251369,-2.13445850630506,-2.51564502531608,-2.59356208782255,-2.61802715045319,-1.36327712422165,-2.13347076624526
"PAX5",0.669978036534761,0.405629781763637,1.69616168458755,-0.125370712920951,-1.10833230090539,0.0871052268242517,-0.29160209309737,0.336283758482811,2.14354105438317,-0.156870549633856,1.07420654728511,-0.342160715082308,0.0999266932908355,1.01401682390215,0.81617252261356,0.00335818544812427,1.80867800663859,0.425118616665491,0.361038559135728,0.799644477403209,1.81144056904383,0.414824355396544,0.374487280120981,0.515934589496772,0.0864158728347262,0.0930769215317665,-0.177920249400989,2.00482427353004,1.94720067224029,1.49818170603429,0.441499921133962,2.20021541157675,-0.026697333855263,2.25235096520505,1.12812644119902,1.7689336242137,0.953823913169658,0.823182369017696,0.233261770682375,-0.45581612935717,0.122608121848109
"TFDP1",3.09160629289908,1.850051145677,2.23385042886401,0.0374982737750704,0.918089251486815,1.73575086295046,0.853558680962315,2.60226437133366,1.00348556453428,0.428996130124203,1.8536342593702,0.28328212398384,1.75179086069459,2.64680821565441,0.548223509093642,1.52133934154697,1.11825346052556,2.56529784340286,0.212701982455916,0.0795189732218169,0.652741364304964,2.57791138202913,2.62497812383166,2.78469158805997,1.58914846970277,1.73694157939858,0.507191974472689,1.70748796051263,0.804132265370857,2.16339377814249,1.72091883559814,1.11508661251783,1.06533108888348,2.29453664573121,2.34779456656426,1.13057092030229,0.308733973285264,0.527297839965369,0.624379507968447,0.37508184966101,0.536155357257664
"ZBTB7A",3.07740284639387,1.62973269682146,2.47132523194044,-1.22357123590008,0.244666520067852,1.2432396756981,-0.0177175646152098,2.16368943365155,1.75365145198932,-1.40251507551953,0.185069242427069,-1.04244687658953,1.0555615511826,0.414973419588796,1.32449917039289,0.927382246983786,1.47890145337719,2.34216803051451,-1.34139754144803,1.29820101035474,1.3583525643263,2.32431661274385,2.25334129603195,2.59713810934657,0.902887447901593,1.14079923047519,-0.694016765502565,2.08476134658283,1.48339027238089,2.31386338532936,1.35482154856654,1.74642492177097,-0.0781587575139007,1.49989317596442,0.35413932732084,1.5178642610414,1.34064602665964,1.25387000882666,-0.206545340455278,-0.775269565160582,-0.897922836093008
"ZEB1",-1.1652039954821,-2.3156394330709,-0.900392058640432,6.87284809666871,4.64487361202966,-2.85369401148636,7.09447891624857,-2.18866423456805,-1.11770466602411,-0.479855697403942,0.159206073560025,-2.27015821029294,-2.64986136925805,1.10386620684164,0.480526840361931,-2.79145941369955,-0.609761030718887,-2.08751486388603,7.76251216350516,-0.150076501596677,-1.20443337635152,-2.09260127958497,-2.1100367912375,-1.63260388733746,-2.5362284848517,-2.74648341083274,-2.41059572276447,-2.77981497261702,-1.2608291309038,-1.31166918308859,-2.07787345981979,-1.08870805284976,-1.67606885871466,-0.0753270661729943,0.665904876525153,-0.491542007787106,-0.0634609538427155,0.8108333236057,6.55596589148226,6.54224706145866,8.52403332210044
"PPARA::RXRA",-0.0938337445907547,0.137773827699791,-0.479842890837541,-0.125141786499739,0.461355919946498,0.403084046408027,-0.307974200240818,0.201452949967844,-0.472192676162965,0.363528830762692,-0.786671664085285,0.667218055134437,0.323420670356001,-0.889256730001244,0.688356671144995,0.435800498052797,0.0511665762725465,0.19430666643967,-0.937913542015285,0.992084147411394,0.162560202635968,0.191911541132222,0.182571541140124,0.0514971320154326,0.400626893497737,0.366636284724597,0.630080144077029,0.167623372798024,0.0644390173417999,-0.329999645087881,0.138834058281814,-0.432311799099521,0.384999343732409,-0.827680634498438,-0.874503831173139,0.137769307672189,0.832742349649798,0.682344143508251,-0.0461497731449843,0.0641653406899825,-0.747698635405168
"FERD3L",-4.48163041137262,-4.82961300510228,-2.59706241952375,5.40422665991028,1.56030494123516,-5.5348557213643,4.83888441930237,-4.93624427825796,0.566237595893837,-2.07659892032103,0.299315107623669,-3.7354523768526,-5.42155056946012,2.1784897389773,0.0799460082129098,-5.30766455521722,0.349272319675735,-4.98467685920636,6.20479018979473,-0.0802232112249831,0.0831914697834509,-4.97321679321828,-4.9243927435889,-4.70492881560169,-4.98417768036793,-5.45954211307835,-3.93775487485043,-3.16391188671341,0.0476701234624959,-3.09862399286939,-4.44485300589313,0.574619758911986,-3.85854722353789,1.59953245321615,1.34784746747129,0.394424015493143,0.0590708859029844,0.383968355550896,4.57614227145064,4.45042524417372,6.32336624791038
"KLF10",1.76470542025712,0.181514817069955,1.43837587004777,0.130162560444258,-0.224777991765094,-0.124041060612586,0.685259063419092,0.64303440037834,0.669187328065051,-0.85478982750793,5.29989012791537,-1.29467244193467,-0.0973811285267776,5.02308921125125,-0.369369251844947,-0.310610313861083,0.648170500571069,0.702244370297637,0.775412774895744,-0.979300785879985,-0.152869552807135,0.707917399982612,0.729012485262393,1.23471588190011,-0.193315450568175,-0.11533050699933,-1.1537867621469,0.0284578160660504,0.0380947645292559,1.13053452651427,0.125456885418519,0.872700496422472,-0.529662596432057,4.63351385413982,5.40982761754512,0.728605966229408,-0.657895830595286,-0.396979000023893,0.175198015809054,0.0162394998127756,0.812935939607842
"KLF6",-0.0149423050495208,-1.55085608875015,-0.896697581657975,-0.974110253914312,-0.443999458276573,-1.68982892177457,1.02178408320028,-1.1087829701619,2.02198922924016,-2.44628522441533,3.91486215785968,-2.72505589013437,-1.63057834968778,4.34177503517067,1.46140297753964,-1.85902965979398,2.43418571610783,-1.056624999486,-1.15565839100532,0.958507712153481,1.70607055986872,-1.05211128998266,-1.03369564798984,-0.543271771521967,-1.7976819677454,-1.66943051687027,-2.58618851604209,-0.648547206290995,1.79795377087285,-1.06782694260756,-1.68408666317339,2.36879402043092,-2.20797896363983,5.30845855220301,4.27708688306188,2.63432472891966,1.27579696900278,1.3619361831097,0.00469272158694605,-0.785615071265342,-0.357265839533121
"SNAI1",-3.24481173401437,-2.88549315807575,-1.71680788290643,7.31107290778602,2.95297641932412,-3.4088789315019,5.5759921093231,-3.25116717329262,-1.13211511658418,-0.76900435382192,0.468506036345896,-2.07407741986265,-3.17537710798315,1.48489753245294,0.480496567772383,-3.19928410400924,-0.560041091830412,-3.25659649874848,7.49996297843571,0.157356279167079,-1.06515567414521,-3.25643575068661,-3.25412804082694,-3.2352247906442,-3.01383943607404,-3.28266681944298,-2.24437154954377,-2.82124502224181,-1.19358303016995,-2.00807539078861,-2.60483288433531,-1.07495603567857,-2.08810439475566,0.274560204517684,0.981030391792379,-0.377726319276193,0.1775874154644,0.788922751087821,6.21466172118831,6.31423392051436,7.98553836225711
"VEZF1",1.81040424477141,0.832713315312565,1.59321480793286,-0.282048830977485,-0.562712984820947,0.40099639342502,0.0330428738643172,0.933175431308876,-1.87380346763366,-0.11478274385451,2.8947615037762,-0.618250159764739,0.479336077295968,3.49244404269775,-2.00440567122283,0.283287289892181,-1.61290181583286,0.976567647974144,0.421029239402844,-2.14038749977783,-2.17616477916853,0.982008414633624,1.00195873843537,1.4084286853181,0.308963501320763,0.432723355809222,-0.583025211234172,-1.18655217792837,-2.12534937548729,1.31720440777178,0.739137359230558,-1.70016003010507,0.148305485671752,1.38827203055245,3.23278209454533,-1.52344897945216,-2.06620243387951,-1.99523913131498,-0.844934674555504,-0.429149778165444,0.246506541172109
