"","MG","mGPC","OPC.Oligo","GluN5","GluN4","Late.RG","GluN3","Peric.","SP","nIPC","CGE.IN","Cyc..Prog.","tRG","MGE.IN","GluN2","Early.RG","GluN7","EC","GluN1","GluN6","GluN8","EC.Early.RG.14","Peric..Early.RG.13","MG.Early.RG.12","Late.RG.Early.RG.11","Late.RG.tRG.1","Cyc..Prog..Early.RG.10","GluN8.Early.RG.9","GluN8.GluN1.8","OPC.Oligo.Early.RG.3","mGPC.Early.RG.2","SP.GluN1.7","nIPC.Early.RG.1","CGE.IN.GluN1.6","CGE.IN.MGE.IN.1","GluN7.GluN1.5","GluN6.GluN1.4","GluN2.GluN1.3","GluN5.GluN1.2","GluN5.GluN4.1","GluN3.GluN1.1"
"EGR4",0.649605552453301,-0.502490438586682,0.439256347965457,-1.68145509538871,-1.38108593402041,-0.921853599573909,-0.585031697361758,-0.0607363158266791,0.620605134334778,-1.7720595773162,3.13248328711976,-1.97425457976046,-0.90455866882492,3.42547960283619,0.118511499077543,-1.06711188340511,0.871576521128127,-0.0641302231814585,-1.45292166899708,-0.291483167665158,0.409327104915845,-0.0557564376655394,-0.0232688504118717,0.24092082697529,-1.02754726152396,-0.920386877013719,-1.86220001512141,-0.448944708623633,0.466642776783347,0.174128524963442,-0.658702275340536,0.855816200405913,-1.40998821799439,3.40841365142068,3.39420780405155,0.954108709306411,-0.0743267134101613,-0.00932343546974555,-1.21683558002756,-1.63428775829549,-1.2661766902541
"KLF16",2.67341484273608,1.29372048090439,2.61235500432935,0.422855209622477,-0.0324538305201144,0.84030602273631,0.615554302494025,1.70797818901858,0.178080595946681,-0.0931204326986937,5.61391619588157,-0.808137613040687,0.881263270881441,6.02102477070167,-1.7414042135974,0.646311551571859,-0.33483639705508,1.66876825833021,1.55521724297675,-2.47739144718793,-1.22786040485016,1.68785455604765,1.76126800802151,2.17186998997321,0.679222128327725,0.851479278487603,-0.617524024516392,0.290152185152107,-0.927786510766115,2.25610902436366,1.21338160608163,0.355260863073023,0.393759411486624,4.49245467380454,6.07048487440186,-0.302476845569635,-2.08927699133897,-1.72718483179252,-0.0227518319231821,0.267017864579678,1.23995295374245
"SP8",2.00247168373762,0.506589769333252,1.95811680193488,-0.432770381358626,-1.51417578248471,0.0573173983533443,-0.318608398774545,0.91671956234359,0.70226822364688,-0.345468420090827,5.42332500548972,-0.831044633236716,0.117937769058345,5.54563320826512,-1.32874799529448,-0.0659323166389254,0.060518410944927,0.945267840644695,0.352880765668743,-1.83133517025698,-0.555288149684474,0.955317585916752,0.993434629199714,1.4818268911488,0.0909256478498993,0.0871449538419135,-0.703300214222808,0.253384155347026,-0.281281598056307,1.60802859670432,0.494728396414724,0.88052278189666,-0.138889257198035,4.58656793450694,5.67550200509272,0.137233206677377,-1.49262086776171,-1.35929443740315,-0.819592073090545,-0.844279963939738,0.0495265447667457
"ONECUT3",-4.44613764247141,-3.83534145682125,-4.13027551601249,-3.13383641410247,-2.85414015413939,-3.37163057350509,-1.19791765865954,-4.03270326216223,3.29353934455329,-3.92998543449599,0.895175868613316,-3.38463126974009,-3.48689388138458,0.693674589123647,1.53863171030533,-3.42781109896034,2.44489785660159,-3.97108321062407,-3.45773136253299,1.17068110108887,2.514576402298,-3.99143537747225,-4.06618757062815,-4.29583546162678,-3.65751619428582,-3.44293416959675,-3.38629834627212,-1.29876534273164,2.5610059968763,-4.05430837798475,-3.95136915443374,3.22016019527635,-3.85471675633837,2.41119337509304,0.87338812344794,2.3915097300443,1.40786311352918,1.31175487213209,-2.15561971737742,-3.18176553552626,-2.96852826594008
"NFKB1",0.559039172249742,-0.136414096698229,-0.140117894939539,1.10058990884048,1.11459986252688,-0.120149882200603,1.78311551922312,0.212980459712249,0.128201552097501,-0.717115837540071,2.39536996155524,-0.990432227540089,-0.108617238084089,1.63448233951519,-0.458822124766771,-0.264239920367467,-0.0673768478630457,0.148414421065483,1.58845714240895,-0.644602467736439,-0.428822500433054,0.163151800402903,0.220476654778677,0.354854227820771,-0.29785367899651,-0.124156829200626,-0.948030668727545,-0.85472922943276,-0.344003619685385,-0.207722045789091,-0.245253177643028,0.183555433303744,-0.499224062558758,1.66667117120869,2.055941457073,-0.0114805845238981,-0.520399512665385,-0.355096964484768,1.14321235640913,1.16954999759381,1.8359773898064
"NFKB2",1.28229180971205,0.85748085098456,0.66803925127449,0.750113528900128,0.870430375495952,0.874497401734576,0.996192032754849,1.2420291680258,0.659845873636921,0.260178497970032,1.46414939864747,-0.0880759441402694,0.910602271350465,1.59325779303492,-0.178818467994624,0.75619859736789,0.292540677352608,1.09597531896034,1.34361636050861,-0.348216335266002,0.07086416579465,1.12061365713238,1.2152472007408,1.19927854593049,0.705879281250294,0.883527188040396,0.0193340809840792,0.511199714008016,0.202786290878668,0.701509659157547,0.777859018572884,0.692917744870034,0.548678184601122,1.60356010027641,1.58482020368975,0.316132384273113,-0.225161709288992,-0.111560780687414,0.834372057767098,0.837189109745112,1.31133454823215
"POU4F1",-7.04861041914579,-6.05161622277604,-6.6672537726776,-1.14541100981806,-1.89827083183842,-5.39036776724435,1.23027635747595,-6.27354536251548,-1.52794899568036,-4.75872849809486,0.606227135324625,-4.37093149085845,-5.52126380661875,0.739120068073096,1.49755607318645,-5.33699347983501,0.279712109413655,-6.45250739752324,-2.17502890064302,1.69660104717047,0.0957693580879111,-6.43750323760377,-6.37418176489922,-6.74232645103055,-5.56222985612311,-5.46422845845134,-4.66928282291249,-5.778020366887,-0.372669413332607,-6.71823132098178,-6.05259645069087,-1.26432379494399,-5.2897756743374,0.266734828482078,0.689219148271043,0.513585529214881,1.49601517087367,1.41029186853555,-0.370730963112834,-1.42056032780926,-0.983948118394565
"POU4F3",-6.70335097137242,-5.78957563379153,-6.24555440380703,-0.378001496998581,-0.870929143036383,-5.23648841630874,1.66505135151568,-6.07770417233673,-1.36787523353958,-4.72576156158305,-0.197487381163784,-4.38287931698967,-5.3188067131887,-0.464529984603966,1.26934333188048,-5.19608777412701,0.112171043777824,-6.25938659882427,-1.1894047808759,1.36506672854534,0.00401696580068321,-6.24069989321774,-6.16606615690673,-6.44538180564357,-5.40795919001351,-5.28820224757282,-4.65449514676035,-5.66453517038781,-0.455430155090347,-6.32325279714165,-5.8270907792399,-1.21884340161995,-5.21368964346536,-0.60322808778228,-0.359852364760608,0.268724999041833,1.20690554271076,1.21393381519411,0.207798416107493,-0.519740463479351,-0.0839427334496177
"TFAP2B",11.0163692312304,9.29378230744516,8.68468511240894,7.27301292082917,8.73618922788504,9.35899334332979,2.81602004911346,10.2029790780968,-2.49009364269498,9.05803309800278,-2.86677458987291,7.5569520162163,9.60902835508954,-1.99215894219339,-2.81421248519735,9.23682702237148,-2.70835688231084,10.3218014263266,8.52126895287569,-2.8791014775465,-2.93853971010699,10.3215215308549,10.3109771134393,10.7236344178383,9.40954365461244,9.48428431689424,7.92596317301021,6.66228237682666,-2.66549448623904,9.0573391633914,9.48972580216885,-2.70512512109126,9.47042433693174,-4.0372279387636,-2.60111804166896,-2.96223838149455,-2.85586077417881,-2.36541859875101,5.27421618717813,8.04608485353885,7.09760723183217
"TFAP2C",12.8070433150847,10.1055870961057,9.11957218587232,10.4858464773837,10.5059636508654,10.0736851917609,3.6377148466256,10.7944841361929,-3.6485850185943,10.1856100043994,-4.09394633471771,8.28991560590044,10.4181135519487,-3.27268362054776,-3.99185183177157,9.93604043921763,-3.88977361286475,10.9006990832969,12.0731273536744,-4.03942973990864,-4.12467391270084,10.9240011404588,11.0040698115072,12.1587081513901,10.2792179425266,10.2510330522049,8.56267322865582,5.71225146550383,-3.84448455649073,9.43212414249174,10.2594756841831,-3.97984795227814,10.3974654089901,-5.7633407617478,-3.90443511924675,-4.25737337476264,-4.04056668327674,-3.4275311397208,7.18649107913938,11.0335637640668,9.96619349513058
"FOXB1",-6.65817021249383,-6.12917616914241,-6.23671938259535,-2.62229739013482,-0.270009668431233,-5.62615755072441,2.32876592175964,-6.14899974334045,4.07123987444325,-5.2594705216004,-0.835141295617293,-4.50937069095639,-5.71467786567387,0.0467414172617739,7.61603550955793,-5.57260600783092,6.10616828094397,-6.09119904703783,-4.63234899506814,8.06462445529593,6.42950429049827,-6.11325248417726,-6.19290874707988,-6.46756957222431,-5.5843352482104,-5.67075467122036,-4.53768292597404,-1.15825048552556,5.9678271610433,-6.16584419946391,-6.16495553897956,4.38606300405641,-5.68376127868069,2.95227793029136,-0.262439519249695,6.44087547653791,7.87661608872916,7.42196296509084,0.779400544325865,-1.80909100302115,-2.42986726952301
"FOXC1",-6.69204925041321,-5.94058998902125,-6.17128004098958,-1.01302111887904,1.39680129507778,-5.38054981239582,3.18122148970319,-5.98430861456013,2.44948257820937,-5.72248979343847,-2.49016744096486,-4.78378270407202,-5.51989280510154,-1.62594056925189,5.36879889450351,-5.40362566820878,3.90608095189187,-6.00846887658055,-2.90320060204474,5.95000257347486,4.1347423323705,-6.0200419898404,-6.05976879344611,-6.44988304765739,-5.56350442184314,-5.45845341429922,-4.83143843471682,-2.00146621972182,3.73788505767611,-6.08878347472911,-6.04564113726659,2.64890581617701,-5.84326822482633,1.22954472468974,-2.05298486022863,4.22016789130727,5.67788640024192,5.36012583242464,1.93282516889822,-0.0635265091937967,-0.578262715322018
"FOXC2",-4.64636158694777,-4.57881626091857,-4.71160577373739,-3.72727054634826,-1.75777225578905,-4.28809748248974,0.327943997777746,-4.41741601713268,0.564239510948861,-5.34848224755143,0.09119412892451,-4.31217020200044,-4.40824618465818,-0.131077359011687,3.55052525299939,-4.38459736940796,2.20407116760317,-4.43615063477961,-5.09686564363415,3.73401199482881,2.30456510641888,-4.44184212885944,-4.46003563345308,-4.64481337413054,-4.51488702440116,-4.35868526114581,-4.38849170615483,-3.00485243348455,1.89954240341826,-4.79176111363537,-4.81551124945018,0.819131067272639,-5.07652047800443,1.13329395682611,0.0249857712105176,2.45443059999431,3.52999031103844,3.30203978972413,-1.70215018548999,-3.19452879505078,-3.44079607306535
"Foxj3",-4.08752737284277,-3.73193632778411,-3.1689192705641,-4.68062507010491,-2.32939118906462,-3.51972956371397,-0.776769667040932,-3.58472050365185,2.15784133640442,-4.8067439215261,0.477766792007815,-3.80735848002511,-3.66312089636707,0.861804229063956,3.76794316120039,-3.63664072866758,3.2440713422895,-3.51627687590473,-5.92680984775205,3.62505967115865,3.18395307136783,-3.53966801845642,-3.62831455398577,-3.97174745796071,-3.77665420476141,-3.60211348756645,-3.78252371192409,-1.52742610663892,2.96656716128959,-3.35825904062205,-3.92723622372327,2.37431226644789,-4.3499606796692,2.47162829931482,0.783283779113823,3.37047148647924,3.60692241053111,3.4548710524113,-2.31079173821008,-4.07271182234156,-4.65957087574369
"Rarg",2.90082322850264,2.49606419000499,2.75186873931993,0.988570253152175,2.26970869129527,2.36818183985606,0.190520799804616,2.49292833218172,-0.62622302208099,1.81187176865947,-2.76380349491123,1.54694172012457,2.3686577878722,-2.14422692029599,-0.338068361055834,2.30657877796674,-0.772425033488249,2.56125378321152,0.875015291137498,0.305342836444134,-0.371960152258922,2.55771004053989,2.54208919986365,2.75647868624141,2.28851836962428,2.36686534922708,1.68098291695054,1.90026947483073,-0.370974167848793,2.75105680730055,2.49836517516785,-0.751498711600559,2.17890261658115,-2.5482240778587,-2.54153502631978,-0.791874346614401,0.0712250304584423,-0.192603882559347,0.758196494446402,1.4288507801394,0.692150498789089
"TFAP2A",13.1454767515155,11.5362780664556,10.4055255901686,9.93144548678706,10.2304603958998,11.3409284359093,4.10041827329142,12.146008246336,-5.15904588201378,11.517465049918,-3.31323013810497,9.47752553885273,11.7034209377901,-2.50358495449286,-5.12873536421088,11.2984513904643,-5.49646483336172,12.1520953796635,11.7243138165977,-4.89611216762121,-5.62305669282564,12.1786298229904,12.2705331903176,12.8806592046767,11.5203519094059,11.5293603550769,9.71739557960381,5.20350255706605,-5.37120246745128,10.8016443012025,11.8152877385458,-5.51479100970687,11.9625792250909,-6.62220696860581,-3.14181247040096,-5.78934806152424,-5.01747793058809,-4.47211871097228,6.48842921056094,10.462625772672,10.1906539913899
